LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Net units with commencement date,Net units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
2014/3109,Hackney,,Completed,All Other,Erection of four storey plus basement and roof terraces residential building comprising 1 x 2 bed self contained dwelling and 2 x 3 bed self contained dwelling.,24,24,Chart Street,,N1 6DD,01/03/2017,29/04/2019,,,3,0,3,3,3,Approved,18/12/2014,,,
1676/19,Redbridge,,Completed,All Other,Use of outbuilding as single dwelling house. (Summary),28,28,St Helens Road,Ilford,IG1 3QJ,15/07/2019,15/07/2019,,,1,0,1,1,1,Approved,15/07/2019,,,
17/AP/0408,Southwark,,Completed,Prior Approval,Prior approval for change of use from Use Class A1 to a reduced size A1 unit and 1 dwelling unit (Use Class C3).,79,79,CAMBERWELL ROAD,Faraday,SE5 0EZ,09/09/2018,05/05/2019,,,1,0,1,1,1,Approved,06/04/2017,,,
DC15/094157,Lewisham,,Completed,All Other,"The demolition of existing buildings comprising the former Our Lady of Lourdes Primary School on land at Cedars Close, SE13 and the erection of 9, four bedroom town houses comprising three pairs of semi-detached houses and one terrace of three, with each house having one off street front garden parking space, together with the provision of a bin collection area adjoining the site entrance to Christ the King College, two visitor parking spaces and associated hard and soft landscaping.",OUR LADY OF LOURDES SCHOOL,OUR LADY OF LOURDES SCHOOL,BELMONT HILL,,SE13 5DZ,07/03/2019,31/03/2020,,,9,0,9,9,9,Approved,08/01/2016,,,
17/1418/FUL,Barnet,,Completed,All Other,Demolition of existing building. Construction of four-storey building to provide office space at ground floor level and 7no self-contained residential units on upper floors. Provision of 8no car parking spaces,3,3,Athenaeum Road,Oakleigh,N20 9AA,01/07/2017,16/07/2019,,,7,0,7,7,7,Approved,29/06/2017,,,
PA/18/01252,Tower Hamlets,,Completed,All Other,Change of use from communal rooms (D1 use class) to one-bedroom temporary accommodation unit for the emergency homeless (Sui Generis use class) for a period of 5 years.,TRA Room 14,TRA Room 14,Watney Market,,E1 2QY,01/11/2018,17/01/2020,,,1,0,1,1,1,Approved,27/07/2018,,,
P0183.17,Havering,,Completed,All Other,"Rooftop extension comprising 4no. self-contained flats and shared gym facility; plus, renovation works to existing building facade; and, landscaping works.",Queens Moat House,Queens Moat House,St Edwards Way,Romford,RM1 4DD,17/05/2019,17/05/2019,,,4,0,4,4,4,Approved,17/08/2017,,,
2013/1381,Hackney,,Completed,All Other,Demolition of existing garages/storage units and erection of 3-storey building to provide 6 x residential flats.,1 - 8,1 - 8,Corner Regan Way,,N1 6PH,16/11/2016,01/08/2019,,,6,0,6,6,6,Approved,07/07/2014,,,
18/01443/FUL,Lambeth,,Completed,All Other,"Conversion of 2 residential units into 3 residential units, together with erection of a single storey ground floor rear and side extension and erection of a rear dormer extension plus installation of 2 front roof lights.",32,32,Rita Road,London,SW8 1JU,02/08/2018,25/02/2020,,,3,2,1,1,1,Approved,02/08/2018,,,
16/AP/3281,Southwark,,Completed,All Other,"Change of use and part retention/demolition of No 201 to provide 1 x 3 bed house (Use Class C3) and demolition of No.s 203-205 and the erection of a new building comprising 8 x residential apartments (Use Class C3) and associated landscaping, cycling and refuse storage facilities",201-205,201-205,Crystal Palace Road,London,SE22 9EW,01/04/2017,08/08/2019,,,9,0,9,9,9,Approved,14/10/2016,,,
18/03370/FUL,Newham,,Completed,All Other,Rooftop addition with 2 new apartments (1 x 2-Bedroom and 1 x 3-Bedroom).,717 - 719,717 - 719,Barking Road,Plaistow,E13 9EU,01/04/2018,31/03/2020,,,2,0,2,2,2,Approved,18/01/2019,,,
PA/18/02963,Tower Hamlets,,Completed,Prior Approval,Notification for Prior approval for a proposed change of use of ground floor from A1 (retail) to C3 (residential).,1,1,Eden Way,,E3 2JD,23/04/2019,05/11/2019,,,1,0,1,1,1,Approved,10/12/2018,,,
16/3720,Brent,,Completed,All Other,Construction of a new floor to existing three storey mixed used building to provide one additional self-contained flat (1x 1bed) including insertion of rooflights,31,31,Malvern Road,London,NW6 5PS,01/04/2019,25/10/2019,,,1,0,1,1,1,Approved,25/01/2017,,,
D2017/76672,Sutton,,Completed,All Other,Conversion of premises to provide two 1-bed self contained flats.,7,7,ACRE LANE,CARSHALTON,SM5 3AA,22/11/2017,01/10/2019,,,2,1,1,1,1,Approved,15/05/2017,,,
2016/2208,Hackney,,Completed,All Other,"Erection of two-storey building (with partial basement level below and lightwell) containing two 3-bed and one 4-bed terraced dwellinghouses; removal of one tree and pruning as well as works adjacent to root protection areas of other trees; establishment of new boundary walls and fences, including incorporated lighting; installation of new security gate to Kenninghall Road; establishment of cycle storage, refuse storage, associated landscaping and impermeable surfaces, including amenity areas for each dwellinghouse",51-53,51-53,Kenninghall Road,,E5 8BS,17/09/2019,02/02/2020,,,3,0,3,3,3,Approved,16/11/2016,,,
17/AP/1884,Southwark,,Completed,All Other,Reconstruction of the rear extension and the conversion and change of use of the ground floor from a take-away hot food shop ( Use Class A5) to a self-contained residential flat ( Use Class C3).,11,11,"NEW CHURCH ROAD,",,SE5 7JH,01/01/2018,07/06/2019,,,1,0,1,1,1,Approved,17/07/2017,,,
2015/3741/P,Camden,,Completed,All Other,"Erection of a 2 storey plus basement block (Class C3) comprising a 2 bedroom maisonette and a 3 bedroom maisonette, following demolition of the three single storey garages.",Garages & land adjacent to 25,Garages & land adjacent to 25,Wolsey Mews,London,NW5 2DX,31/05/2017,31/03/2020,,,2,0,2,2,2,Approved,08/02/2017,,,
17/AP/4533,Southwark,,Completed,All Other,"Redevelopment of existing dwelling house including extension and associated work to create 1 x 3 bedroom flat, 1 x 2 bedroom flat and 1 x 1 bedroom maisonette; erection of detached single family dwellinghouse",142,142,CROXTED ROAD,,SE21 8NR,01/09/2019,12/10/2019,,,4,1,3,3,3,Approved,09/04/2018,,,
18/P0351,Merton,,Completed,All Other,DEMOLITION OF GARAGES ON LAND REAR OF 4 - 10 SOUTH PARK ROAD AND ERECTION OF 4 x DWELLINGHOUSE WITH GARDENS AND 4 x PARKING SPACES,Garages on land and to rear of 4-10,Garages on land and to rear of 4-10,South Park Road,Wimbledon,SW19 8ST,01/09/2018,01/09/2019,,,4,0,4,4,4,Approved,11/04/2018,,,
12/AP/3850,Southwark,,Completed,All Other,"Conversion of first floor to provide nine flats to include private and communal amenity areas, domestic storage, landscaping, cycle and refuse provision",91-95,91-95,RYE LANE,,SE15 5EZ,06/06/2016,01/10/2019,,,9,0,9,9,9,Approved,11/07/2013,,,
17/04120/FUL,Croydon,,Completed,All Other,Conversion of existing 4 bedroom flat into 2 two bedroom flats and 1 studio flat,1A,1A,Purley parade,Purley,CR8 2AH,01/04/2020,10/06/2020,,,3,1,2,-1,2,Approved,17/10/2017,,,
P1031.15,Havering,,Completed,All Other,"Construction of 2no dwellings with off street car parking, private amenity and private road.",30 & 32 Land rear of,30 & 32 Land rear of,Blacksmiths Lane,Rainham,RM13 7AH,28/10/2016,23/10/2019,,,2,0,2,2,2,Approved,03/10/2016,,,
18/03298/FUL,Croydon,,Completed,All Other,Retention of porch and rear infill extension and formation of refuse and cycling storage and Demolition of existing garage and outhouse and erection of two storey two bedroom attached house and provision of parking space approved under 17/04547/FUL,1,1,Marden Crescent,Croydon,CR0 3ES,01/04/2019,18/08/2019,,,1,0,1,1,1,Approved,05/09/2018,,,
16/04120/FUL,Croydon,,Completed,All Other,"Demolition of electricity cooling station. Erection of three/four storey building comprising 2 one bedroom, 5 two bedroom and 2 three bedroom flats. Formation of vehicular access and provision of associated parking","Cunningham House, 2","Cunningham House, 2",Montacute Road,Croydon,CR0 0JE,27/03/2017,30/05/2019,,,9,0,9,9,9,Approved,11/10/2016,,,
17/16152/FUL,Kingston upon Thames,,Completed,All Other,"Erection of part two storey, part single storey rear extension at lower and upper ground floor level to facilitate 10 sqm of additional ancillary A1 (retail) floorspace and a 1 x 1 bed self-contained unit.",242,242,Tolworth Rise South,,KT5 9NB,28/04/2017,29/07/2019,,,1,0,1,1,1,Approved,28/04/2017,,,
18/0737/FUL,Richmond upon Thames,,Completed,All Other,Change of use of rear part of ground floor from retail use (Class A1) to residential use (Class C3) to create a 1No. one-bedroom dwelling with basement accommodation excavated.,70,70,White Hart Lane,Barnes,SW13 0PZ,08/01/2019,07/02/2020,,,1,0,1,1,1,Approved,13/12/2018,,,
2019/03237/CLE,London Borough of Hammersmith and Fulham,01/11/2019,Completed,All Other,Continued use of the property as a single dwelling house.,The Courtyard,"69A, 3",Gowan Avenue,,SW6 6RH,23/01/2020,23/01/2020,,,1,1,0,0,0,Approved,23/01/2020,,,
18/02118/FUL,Croydon,,Completed,All Other,"Alterations, Demolition of existing garages and erection of single storey rear extension to facilitate a one bedroom flat",11,11,Bingham Road,Croydon,CR0 7EA,28/02/2019,03/08/2019,,,1,0,1,1,1,Approved,13/07/2018,,,
17/12464/FUL,Kingston upon Thames,,Completed,All Other,Erection of 1 x 2 bedroom detached house with associated parking,21,21,Lancaster Gardens,,KT2 5NQ,21/10/2017,01/08/2019,,,1,0,1,1,1,Approved,21/09/2017,,,
18/AP/3205,Southwark,,Completed,All Other,"Alteration of two existing live work units to create; two self contained residential units at first floor and above, two separate B1 Use Class (office) space at ground and lower ground floor. No alterations to occur externally with commercial area unchanged.",81-83,81-83,COUNTY STREET,London,SE1 4AD,01/09/2019,01/01/2020,,,2,2,0,0,0,Approved,14/12/2018,,,
16/02847,Newham,,Completed,All Other,New build two storey 3 bed family house with private garden on land at rear of existing property by separating off part of land.,82,82,Godwin Road,Forest Gate,E7 0LG,01/04/2018,31/03/2020,,,1,0,1,1,1,Approved,01/12/2016,,,
9171/APP/2015/3589,Hillingdon,,Completed,All Other,"Change of use of existing office building (Class B1) to create 4 x one-bedroom units with associated internal and external works, including the installation of three rooflights and kitchen, bathroom and boiler flues/grilles on the rear elevation, rear access ramp and removal/installation of internal walls.",10-11 High Street,10-11,High Street,Uxbridge,UB8 1NJ,27/09/2016,08/04/2019,,,4,0,4,4,4,Approved,18/01/2016,,,
2017/4231,Wandsworth,,Completed,All Other,Alterations including erection of mansard roof extension to main rear roof (with French doors and safety railings) and extension above part of two-storey back addition; formation of roof terrace above two-storey back addition with 1.7m high screen surround in connection with conversion of property into 1 x 1-bedroom flat.,78,78,Tooting Bec Road,,SW17 8BE,21/01/2019,14/10/2019,,,1,0,1,1,1,Approved,26/09/2017,,,
14/12215/FUL,Kingston upon Thames,,Completed,All Other,"Redevelopment of site comprising erection of building between 5 and 9 storeys in height to provide 315 residential units and 408 sq m of community, education and/or commercial space (D1/A1,A2,A3 or B1) on Sury Basin frontage; formation of new vehicular access off Seven Kings Way to serve basement carpark; provision of public open space and associated landscaping.",GAS HOLDER SITE,GAS HOLDER SITE,KINGSGATE ROAD,,KT2 5BP,04/01/2016,26/08/2019,,,315,0,315,315,219,Approved,26/11/2014,,,
P1740.11,Havering,,Completed,All Other,Conversion of agricultural barn for residential use.,Hill Farm,Hill Farm,Church Road,Romford,RM4 1LD,18/06/2014,27/06/2019,,,1,0,1,1,1,Approved,26/10/2012,,,
DC16/095488,Lewisham,,Completed,All Other,"Demolition of existing buildings and structures at the BMW Garage Lee Terrace SE3 and the construction of a part 3/part 4 storey building to provide a car showroom (284 sq metres)(sui generis use) on the ground floor and 9 one bedroom, 8 two bedroom and 3 three bedroom self-contained flats fronting onto Lee Terrace and the erection of 10 four bedroom townhouses at the rear, together with the provision of 16 car parking and 58 cycle spaces, roof terraces, associated access, landscaping, amenity space and refuse storage.",STEPHEN JAMES BMW GARAGE,STEPHEN JAMES BMW GARAGE,LEE TERRACE,,SE13 5DL,03/08/2017,01/07/2019,,,30,0,30,30,30,Approved,20/10/2016,,,
18/09869/FULL,Westminster,,Completed,All Other,Temporary use of first floor of outbuilding by the corner of Johnson's Place as a single self-contained residential unit to provide staff accommodation (Class C3) until February 2021.,Churchill Gardens Primary School,Churchill Gardens Primary School,Ranelagh Road,,SW1V 3EU,01/09/2019,31/03/2020,,,1,0,1,1,1,Approved,14/01/2019,,,
17/03282/FUL,Croydon,,Completed,All Other,Demolition of existing outbuildings and erection of a two storey 3 bedroom link detached dwelling,51,51,Abbots Lane,Kenley,CR8 5JB,01/09/2019,10/09/2019,,,1,0,1,1,1,Approved,01/09/2017,,,
18/00745/FUL,Croydon,,Completed,All Other,"Alterations, formation of steps to basement lightwell, and conversion of existing basement store to form a one bedroom flat (corrected description)","Emerald House, 15","Emerald House, 15",Lansdowne Road,Croydon,CR0 2BX,01/04/2019,10/06/2019,,,1,0,1,1,1,Approved,03/05/2018,,,
P0077.17,Havering,,Completed,All Other,Proposed new dwelling attached to 40a Wood Lane. Single storey rear extension to 40a Wood Lane.,40A,40A,Wood Lane,Elm Park,RM12 5HU,21/12/2018,23/10/2019,,,1,0,1,1,1,Approved,07/06/2017,,,
2016/3831,Hackney,,Completed,All Other,"Demolition of existing single-storey garage structure; erection of part single-storey, part two-storey, 2-bed dwellinghouse (C3 use class) in rear part of site; new front boundary wall and associated refuse/cycle storage areas",77,77,Allen Road,,N16 8RY,15/03/2018,27/04/2019,,,1,0,1,1,1,Approved,20/12/2016,,,
2016/6891/P,Camden,,Completed,All Other,"Demolition of existing buildings (Class B1(c) & B8) and the erection of a part 4, part 5, part 6 and part 7 storey building comprising 1,219 sqm of commercial floorspace (Use Class B1) at basement and ground floor levels and 76 residential units (28 x 1-bed; 35 x 2-bed and 13 x 3-bed) (Class C3) including disabled car parking, landscaped courtyard and communal amenity areas.",1-6,1-6,Centric Close,,NW1 7EP,31/03/2018,12/03/2020,,,76,0,76,76,76,Approved,29/09/2017,,,
17/02935/FULL,Westminster,,Completed,All Other,Erection of an extension at fifth floor level to create a residential unit at fourth and fifth floor level.,5,5,Bell Yard,,WC2A 2JR,20/07/2018,18/07/2019,,,1,0,1,1,1,Approved,26/05/2017,,,
17/03323/FUL,Croydon,,Completed,All Other,Erection of two-storey 3-bedroom detached house with associated landscaping to land adjacent to 33 Orchard Way,33,33,Orchard Way,Croydon,CR0 7NP,15/08/2018,22/05/2019,,,1,0,1,1,1,Approved,17/01/2018,,,
18/03464/FULL6,Bromley,,Completed,All Other,"Conversion of existing garage into a studio, to include first floor loft space, rear dormer and closed veranda with glass roof and patio with wood louvers shading",4,4,Duggan Drive,Chislehurst,BR7 5EP,11/10/2018,24/07/2019,,,1,0,1,1,1,Approved,11/10/2018,,,
0543/15,Redbridge,,Completed,All Other,Use of dwelling (C3) as a HMO for a maximum of six unrelated residents (C4).,2,2,Horace Road,Ilford,IG6 2BG,23/04/2015,02/05/2019,,,1,1,0,0,0,Approved,23/04/2015,,,
2017/3901,Hackney,,Completed,All Other,"Change of use of storage space to the rear associated with the ground floor retail use (Use Class A1) to a residential unit (Use Class C3). Associated works include addition of four windows and a refuse store to the west elevation, addition of new door and replacement of existing door to the west elevation.",1,1,Evering Road,,N16 7QA,04/06/2018,12/04/2019,,,1,0,1,1,1,Approved,08/12/2017,,,
17/P1442,Merton,,Completed,All Other,REDEVELOPMENT OF EXISTING SITE (INVOLVING DEMOLITION OF THE EXISTING BUILDING) TO CREATE 8 X 4 BED RESIDENTIAL DWELLINGS WITH 8 X PARKING SPACES.,34,34,Eveline Road,Mitcham,CR4 3LE,05/03/2018,01/07/2019,,,8,0,8,8,8,Approved,04/07/2017,,,
2017/3288,Hackney,,Completed,Prior Approval,Prior notification for change of use from Class B1(a) (offices) to Class C3 residential to provide 8 self-contained residential units at ground and first floor levels.,83,83,Upper Clapton Road,,E5 9BU,13/10/2017,15/07/2019,,,8,0,8,8,8,Approved,04/10/2017,,,
15/01219/FULL1,Bromley,,Completed,All Other,"Construction of roof extension to create one 2 bedroom flat, lift plant enclosure, internal alteration to staircase, cycle store provision and parking space",South Park Court,South Park Court,Park Road,Beckenham,BR3 1PH,15/08/2018,23/07/2019,,,1,0,1,1,1,Approved,19/08/2015,,,
992063,Richmond upon Thames,,Completed,All Other,Erect dwelling house,6,6,Boileau Road,,SW13 9BL,14/01/2005,18/07/2019,,,1,0,1,1,1,Approved,03/02/2000,,,
14/00664A,Newham,,Completed,All Other,"Outline planning application for the comprehensive redevelopment of the whole site to provide up to 800 residential units and up to 2641sqm (GIA) of commercial space (Use Classes B1:A1 to A4: and D1); Alterations to existing vehicular and pedestrian access and highway layout within and around the site, including the creation of new pedestrian and cycle routes and crossings; and on-street car parking within the site; Provision of undercroft vehicle and cycle parking; Provision of two new public parks, Gallions Park and Gallions Green; Provision of temporary energy centre; and Public Realm improvements including hard and soft landscaping and all necessary enabling works with all matters reserved excluding layout and access. In respect of the area of land at the north and north western portion of the site (Phase 1), detailed planning consent is sought for the development of 3 perimeter blocks ranging in height between 5-12 storeys; 292 new residential dwellings (Use Class C3), including 87 affordable dwellings; 852sqm of commercial floorspace; 157 car parking spaces and 369 cycle parking spaces; landscaping and public realm improvements; temporary energy centre; and improvements to internal access routes. THIS APPLICATION IS ACCOMPANIED BY AN ENVIRONMENTAL STATEMENT (AMENDED ON 04/08/2014) THIS APPLICATION AFFECTS THE SETTING OF A GRADE II* LISTED BUILDING.",Gallions Quarter,Gallions Quarter,Atlantis Avenue,,E16 2BF,31/03/2017,31/03/2020,,,292,0,292,292,292,Approved,29/07/2016,,,
2018/00576/FUL,Hammersmith and Fulham,,Completed,All Other,"Change of use of the ground floor level from retail (Class A1) into residential (Class C3) in connection with the conversion of the existing building into a three bedroom single family dwellinghouse; installation of 2no rooflights in the front roofslope and 1no rooflight in the rear roofslope; installation of a new window at basement level to the rear elevation; installation of a new entrance door, new window and rendered wall to replace the existing glazing at ground floor level to the front elevation; installation of a new window at upper ground and first floor level to the rear elevation, 2no windows to the front elevation at first floor level to replace the existing windows; associated external alterations.",21,21,Crisp Road,London,W6 9RL,14/05/2018,23/07/2019,,,1,0,1,1,1,Approved,26/04/2018,,,
17/04322/P3M,Lambeth,,Completed,Prior Approval,Prior Approval for the change of use of the ground and basement floors from Retail (Use Class A1) to two residential units (Use Class C3). Creation of lightwell and alteration to fenestration to include installation of windows and doors in the ground floor front and side elevations and associated works.,120,120,Landor Road,,SW9 9JB,23/02/2019,20/01/2020,,,2,0,2,2,2,Approved,19/03/2018,,,
17/06129/FUL,Croydon,,Completed,All Other,Alterations including new single-storey rear extension to convert existing 2 flats into 4 flats.,25,25,Norbury Road,Thornton Heath,CR7 8JP,06/04/2018,01/04/2020,,,4,2,2,2,2,Approved,06/04/2018,,,
16/02895/PRIOR,Bexley,,Completed,Prior Approval,Prior notification for proposed change of use from offices (Class B1) to 7 studio apartments (Class C3),118 and 120,118 and 120,Welling High Street,Welling,DA16 1TJ,09/04/2018,29/07/2019,,,7,0,7,7,7,Approved,09/01/2017,,,
2736/19,Redbridge,,Completed,All Other,Use as 4 x self-contained flats. (Summary),22,22,Gloucester Road,Wanstead,E11 2ED,23/08/2019,23/08/2019,,,4,1,3,3,3,Approved,23/08/2019,,,
2017/04879/FUL,Hammersmith and Fulham,,Completed,All Other,Demolition of the existing garage and the erection of a replacement two storey plus basement building together with a roof terrace at roof level in connection with the creation of 2x 1 bedroom self contained flats,Rear of 83,Rear of 83,Askew Road,,W12 9AH,19/08/2019,01/07/2019,,,2,0,2,2,2,Approved,22/03/2018,,,
17/09161/FULL,Westminster,,Completed,All Other,Alterations to roof to provide 1 x 2 bedroom residential unit and a reduced area for plant.,,,Porchester Road,,W2 5DX,21/12/2017,06/09/2019,,,1,0,1,1,1,Approved,21/12/2017,,,
18/10380/FUL,Kingston upon Thames,,Completed,All Other,Erection of rear extension on first and second floors to provide 2 x 1 bedroom flats with associated cycle and bin storage,10,10,Tolworth Broadway,,KT6 7HL,23/04/2019,03/02/2020,,,2,0,2,2,2,Approved,20/12/2018,,,
17/2997/FUL,Barnet,,Completed,All Other,"Demolition of existing garage and erection of new two storey dwelling with room in roofspace. Associated parking, amenity space and refuse and recycling store",Land Adjacent to 42,Land Adjacent to 42,County Gate,Oakleigh,EN5 1EH,01/02/2019,01/07/2019,,,1,0,1,1,1,Approved,08/09/2017,,,
17/AP/4755,Southwark,,Completed,All Other,Construction of two additional floors ( a full floor and attic floor) to be built on top of the existing 2-storey properties,62-74,62-74,GAINSFORD STREET,LONDON,SE1 2NB,31/03/2020,31/03/2020,,,13,13,0,0,0,Approved,09/05/2018,,,
P/2015/3360,Ealing,13/07/2015,Completed,All Other,Conversion of a dwelling house into two flats (2no. x 2 bed); single storey rear infill extension; rear roof extension associated with the conversion of roof space to habitable space,11 Shackleton Road,11,Shackleton Road,Southall,UB1 2JA,25/07/2019,04/12/2019,,,2,1,1,1,1,Approved,05/10/2016,,,https://pam.ealing.gov.uk/online-applications/PLAN/P/2015/3360;
585/APP/2016/4442,Hillingdon,,Completed,All Other,"Reserved matters (layout, scale, appearance and landscaping) for the erection of 101 dwellings together with associated parking and landscaping within the Town Centre Extension (East/Dice) Phase of planning permission ref. 585/APP/2015/848 dated 21-12-2015.","THE DICE SITE, ST ANDREWS PARK",Former Raf Uxbridge Town Centre Extension (East/Dice),Hillingdon Road,Uxbridge,UB10 0FD,08/08/2019,31/03/2022,,,101,0,101,101,101,Approved,12/01/2018,,,
16/AP/4945,Southwark,,Completed,All Other,Conversion of the existing undercroft areas at either end of the block housing nos. 1-123 Redbridge Gardens to x2 self-contained flats; Conversion of the existing undercroft areas at either end of the block housing nos. 1-62 Marchwood Close block to create x2 self-contained residential units.,1-123,1-123,REDBRIDGE GARDENS,,SE5 7HA,15/08/2019,08/10/2019,,,4,0,4,4,4,Approved,02/02/2017,,,
2018/1442,Hackney,,Completed,Prior Approval,Prior Notification of change of use of ground floor unit from retail (Use Class A1) to a self-contained residential unit (Use Class C3),82,82,Green Lanes,,N16 9EJ,26/06/2018,03/12/2019,,,1,0,1,1,1,Approved,26/06/2018,,,
16/01558/P,Croydon,,Completed,All Other,Erection of part-one/part-two storey rear extension to form one bedroom flat,18A,18A,High Street,South Norwood,SE25 6EZ,01/04/2019,03/07/2019,,,1,0,1,1,1,Approved,15/08/2016,,,
17/03014/PRIOR,Bexley,,Completed,All Other,Prior notification for the change of use of ground floor from retail (Class A1) to 1 x 1 bed flat and 2 studio flats (Class C3).,144,144,Upper Wickham Lane,Welling,DA16 3DP,01/06/2018,30/05/2019,,,3,0,3,3,3,Approved,16/02/2018,,,
18/00304/FUL,Croydon,,Completed,All Other,"Alterations including conversion of existing building from B1(a) office to provide 7no. residential units comprising 2no. 2-bed, 4no. 1-bed and 1no. studio",51,51,Wandle Road,Croydon,CR0 1DF,04/07/2019,04/07/2019,,,7,0,7,7,7,Approved,20/03/2018,,,
183009PAOR,Ealing,26/06/2018,Completed,Prior Approval,"Change of use of the first and second floors from Offices (Use Class B1a) to Residential (Use Class C3) to use as nine residential units (Class O, 56 day Prior Notification Process)",36-38,36-38,Broadway,West Ealing,W13 0TT,01/10/2018,20/05/2019,,,9,0,9,9,9,Approved,20/08/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/183009PAOR;
16/P0907,Merton,,Completed,All Other,APPLICATION FOR THE ERECTION OF A TWO STOREY DETACHED HOUSE WITH ADDITIONAL BASEMENT AND ROOF SPACE ACCOMMODATION,3,3,Deepdale,,SW19 5EZ,09/10/2017,07/10/2019,,,1,1,0,0,0,Approved,04/11/2016,,,
17/05225/FUL,Enfield,,Completed,All Other,"Subdivision of site and erection of an residential dwelling, for use as a home of multiple occupation (HMO) (Class C4) for up to 4 individuals.",2,2,Tudor Crescent,,EN2 OTU,01/12/2018,14/08/2019,,,4,0,4,4,4,Approved,01/05/2018,,,
16/03301/FUL,Newham,,Completed,All Other,"Demolition of the existing buildings and construction of 37 residential units comprising of 14 x 1 bed, 8 x 2 bed and 15 x 3 bed units, including associated landscaping, car parking, cycle parking and refuse storage.",2A,2A,Kempton Road,East Ham,E6 2LD,01/04/2017,31/03/2020,,,37,0,37,37,37,Approved,05/01/2018,,,
2016/6473,Wandsworth,,Completed,All Other,"Erection of replacement two-storey rear extension; erection of mansard roof extension to main rear roof, insertion of front dormer and formation of rear roof terrace with screen surround; excavation to enlarge basement including formation of rear lightwell with grille over; alterations to rear and above retail unit to provide 3 x 2-bedroom and 1 x 1-bedroom flats.",521,521,Old York Road,,SW18 1TG,22/01/2018,12/10/2019,,,4,0,4,4,4,Approved,02/06/2017,,,
17/P2965,Merton,,Completed,All Other,ERECTION OF A 3 STOREY REAR EXTENSION AND REAR ROOF EXTENSION FOR THE CONVERSION OF DWELLINGHOUSE IN TO 3 SELF-CONTAINED FLATS (1 X 3 BED FLAT 2 X 2 BED).,47,47,Kingston Road,Wimbledon,SW19 1JW,01/04/2018,01/07/2019,,,3,1,2,2,2,Approved,09/03/2018,,,
19365/APP/2017/3088,Hillingdon,,Completed,All Other,"Erection of rooftop extensions to existing building to provide 9 (4 x 2-bed and 5 x 3-bed) residential flats (Class C3), facade alterations and associated works at Audit House.","Audit House, 260","Audit House, 260",Field End Road,Eastcote,HA4 9NB,03/12/2018,30/07/2019,,,9,0,9,9,9,Approved,09/10/2018,,,
17/04454/FUL,Croydon,,Completed,All Other,"Erection of 8 no. three-storey houses (Use Class C3) and a new community and leisure building (Use Classes D1 and D2) comprising: main swimming pool; learner pool; sports hall and fitness suite; community halls; cafe; associated ancillary office space and external works including landscaping, public realm works, access, car parking and other associated works.",Land West of,Land West of,Central Parade,,CR0 0JB,18/10/2017,27/03/2020,,,8,0,8,8,8,Approved,18/10/2017,,,
17/AP/2620,Southwark,,Completed,Prior Approval,Notification for prior approval for a change of use of a shop (A1) to dwellinghouse (C3).,63,63,SOUTHWARK PARK ROAD,,SE16 3TY,01/01/2018,01/07/2019,,,1,0,1,1,1,Approved,31/08/2017,,,
17/02552/FUL,Bexley,,Completed,All Other,Demolition of existing garages and erection of two x 3-bedroom houses with associated parking and amenity space.,Garages Adjacent 1,Garages Adjacent 1,Bennett Close,Welling,DA16 3HX,02/05/2019,23/03/2020,,,2,0,2,2,2,Approved,19/01/2018,,,
18/03408/FUL,Croydon,,Completed,All Other,"Demolition of existing buildings; erection of five storey building comprising class B1b/c and class B8 uses and class D1 use and 7 one bedroom, 14 two bedroom and 1 three bedroom flats ; provision of associated off-street parking, refuse storage, and cycle storage (amended description)",91-93,91-93,Canterbury Road,Croydon,CR0 3HH,04/08/2019,07/02/2020,,,22,0,22,22,22,Approved,18/02/2019,,,
DC15/093101,Lewisham,,Completed,All Other,"Hybrid planning application for the redevelopment of Arklow Trading Estate, Arklow Road, SE14 and land at Rolt Street, SE8 comprising: DETAILED planning permission for demolition of existing buildings and construction of mixed use development in buildings ranging from 5 to 8 storeys comprising 258 residential dwellings (Class C3), 2,794 sqm commercial floorspace (Classes A1, A2, A3, B1, D1 and D2), energy centre, disabled vehicle and cycle parking, landscaping, access and associated works; and OUTLINE planning permission for the erection of a building of up to 22 storeys comprising up to 58 dwellings, 75 sqm commercial floorspace (Classes A1, A2, A3, B1, D1 and D2), new pedestrian access from Rolt Street, landscaping and public realm (appearance and landscaping reserved).",ARKLOW TRADING ESTATE,ARKLOW TRADING ESTATE,ARKLOW ROAD,,SE14 6EB,15/02/2017,28/02/2020,,,316,0,316,316,316,Approved,03/10/2016,,,
2018/0995,Hackney,,Completed,All Other,"Erection of a three-storey over lower ground floor, three-bed dwellinghouse including landscaping, new front boundary wall and associated refuse/cycle storage following demolition of existing single-storey garage and garden shed.",28,28,Groombridge Road,,E9 7DP,12/10/2018,09/01/2020,,,1,0,1,1,1,Approved,08/05/2018,,,
18/06863/FULL,Westminster,,Completed,All Other,Use of first floor as a one bedroom flat (Class C3).,218,218,Edgware Road,,W2 1DH,03/01/2019,31/07/2019,,,1,0,1,1,1,Approved,12/10/2018,,,
