LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Net units with commencement date,Net units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
63078/APP/2019/797,Hillingdon,07/03/2019,Completed,All Other,Use of property as six self contained studio flats (Application for a Certificate of Lawful Development for an Existing Development),3 BETTLES CLOSE,3,UXBRIDGE,,UB8 2RG,01/05/2019,01/05/2019,,,6,1,5,5,5,Approved,01/05/2019,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=63078/APP/2019/797
19/03833/LDCE,London Borough of Lambeth,16/10/2019,Completed,All Other,Application for Certificate of Lawfulness (existing) in respect of a self contained unit (Flat 1).,,34,Conyers Road,,SW16 6LT,19/12/2019,19/12/2019,,,1,1,0,0,0,Approved,19/12/2019,,,
P2017/2620/FUL,Islington,20/07/2017,Completed,All Other,"Conversion of single dwelling house (C3) into 2 self-contained flats (1 x 2 bedroom, 3 person 1 x 4 bedroom, 7 person), plus the erection of single-storey rear extension, installation of replacement metal staircase to rear upper ground floor level, division of rear garden by boundary fence, replacement of rear first floor window with timber French doors leading to rear roof terrace and installation of clear glass balustrade to rear roof terrace. Plus associated bins.",House,67,Hazellville Road,London,N19 3NB,,05/02/2020,,,2,1,1,0,-1,Approved,20/10/2017,,,
193105FUL,Ealing,15/07/2019,Completed,All Other,"Conversion of single dwellinghouse into two self-contained flats including associated refuse storage, cycle storage, car parking and amenity space; and external alterations to install side entrance door, insert two windows to side facade and windows/doors to rear facade",144,144,Dormers Wells Lane,Southall,UB1 3JB,06/09/2019,11/08/2020,,,2,1,1,1,1,Approved,06/09/2019,,,https://pam.ealing.gov.uk/online-applications/PLAN/193105FUL;
19/0141/ES191,Richmond upon Thames,16/01/2019,Completed,All Other,Continued use of part of the property (excluding Unit 1) as 2No. flats in multiple occupation for upto 6 people.,The Boathouse,,Ranelagh Drive,,TW1 1QZ,21/06/2019,21/06/2019,,,2,2,0,0,0,Approved,21/06/2019,,,
183396FUL,Ealing,23/07/2018,Completed,All Other,"Change of use of two flexible commercial units (Use Class A1, A2, A3, B1) at ground floor in Block A and Block B to provide four residential units with associated works to external materials, car parking, and landscaping.",19 Witley Gardens,19,Witley Gardens,Southall,UB2 4ES,,23/05/2019,,,4,0,4,4,4,Approved,29/10/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/183396FUL;
19/00062/FUL,London Borough of Newham,08/01/2019,Completed,All Other,Use of rear of ground floor as 1 x 1 bed flat with associated works. (This application site is located within Stratford St. Johns Conservation Area),,152,The Grove,Stratford,E15 1NS,,31/03/2020,,,1,0,1,1,1,Approved,20/02/2019,,,
165301FUL,Ealing,14/10/2016,Completed,All Other,"Conversion of dwellinghouse into three self-contained residential units (1 x 3 bed and 2 x 2 bed); excavation and rear basement extension to existing basement including lightwells to the front and rear; single storey rear extension and side infill extension (following demolition of existing extensions); rear dormer roof extension and roof extension to rear outrigger (involving conversion of roofspace into habitable use); associated internal and external alterations; installation of two rooflights to the front roofslope; associated amenity space, refuse storage and cycle parking",8 Osterley Park View Road,8,Osterley Park View Road,London,W7 2HH,09/08/2019,02/07/2020,,,3,1,2,2,2,Approved,09/12/2016,,,https://pam.ealing.gov.uk/online-applications/PLAN/165301FUL;
2019/3472,Hackney,03/10/2019,Completed,All Other,Erection of part single storey extension (basement) and part single storey rear extension (ground floor); introduction of front and rear lightwells; replacement of existing rear dormer with larger rear dormer; introduction of rooflights to front and side elevations; conversion of building to 3No. self-contained residential units.,47,47,CAZENOVE ROAD,HACKNEY,N16 6PA,31/01/2020,01/02/2020,,,3,2,1,1,1,Approved,28/11/2019,,,/planning/index.html?fa=getApplication&id=55000
194552CPE,Ealing,14/11/2019,Completed,All Other,Continued use of a ground floor as a two self-contained residential units (Lawful Development Certificate for Existing Use),43 Adelaide Road,,Adelaide Road,London,W13 9ED,01/02/2020,01/04/2020,,,2,0,2,2,2,Approved,08/01/2020,,,https://pam.ealing.gov.uk/online-applications/PLAN/194552CPE;
182469FUL,Ealing,19/06/2018,Completed,All Other,Change of use of a small 6 bed House in Multiple Occupation (Use Class C4) to a large House in Multiple Occupation (Use Class Sui Generis) to provide 7 rooms for a total of 13 persons and demolition of the single storey rear conservatory (Retrospective Application),47,47,Gibbon Road,Acton,W3 7AF,06/09/2018,01/04/2020,,,0,1,-1,-1,-1,Approved,13/08/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/182469FUL;
18/P3671,Merton,,Completed,All Other,"PART SINGLE, PART TWO STOREY SIDE AND REAR WRAP AROUND EXTENSION, ROOF EXTENSION, A NEW DOOR TO THE FRONT ALONG WITH INTERNAL ALTERATIONS AND THE USE OF THE REMODELLED AND EXTENDED BUILDING AS 2 SEPARATE DWELLINGS.",,,"Hazelwood Avenue, Morden",,SM4 5RS,02/09/2018,01/04/2020,,,2,2,0,0,0,Completed,04/01/2019,,,
HGY/2019/0896,Haringey,25/03/2019,Completed,All Other,"Removal of existing structures and erection of a single dwelling with basement and associated parking, cycle and refuse stores.","85, Woodside Avenue, London, N10 3HF",85,,,,14/06/2019,26/02/2020,,,1,0,1,1,1,Approved,14/06/2019,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GHfPAAW
19/0475/FUL,Richmond upon Thames,18/03/2019,Commenced,All Other,"Construction of additional storey, two storey front extension, replacement windows and doors on all elevations and alterations to external materials on elevations to facilitate the change of use of building and 6 no. parking spaces from offices (Class B1(a)) to C3 Residential use to create 7 flats (4 x 1 bed and 3 x 2 bed) including associated external refuse and cycle stores. Change of use of access thereto from B1(a) Office to mixed C3/B1(a) Office use.",1 - 2 Archer MewsHampton HillTW12 1RN,,,,,01/08/2019,,,,7,0,7,7,7,Approved,31/07/2019,,,
19/03503/PRJ,Enfield,27/11/2019,Completed,Prior Approval,Change of use of first and second floors from offices (B1) to 3 self-contained flats (C3).,,4,Chase Side,,EN2 0PT,30/01/2020,30/01/2020,,,3,0,3,3,3,Refused,22/01/2020,,,
191807FUL,Ealing,23/04/2019,Completed,All Other,"Conversion of House in Multiple Occupation (HMO) into two self-contained residential units with associated provision of refuse storage, cycle and car parking",13 Kenton Avenue,13,Kenton Avenue,Southall,UB1 3QF,07/08/2019,07/08/2019,,,2,0,2,2,2,Approved,07/08/2019,,,https://pam.ealing.gov.uk/online-applications/PLAN/191807FUL;
19/00737/LDCE,London Borough of Lambeth,16/05/2019,Completed,All Other,Application for a Certificate of Lawful Development (Existing) with respect to a self-contained flat on the first floor.,,230,Coldharbour Lane,,SW9 8SD,03/03/2020,03/03/2020,,,1,0,1,1,1,Approved,03/03/2020,,,
178303VAR,Ealing,15/11/2017,Commenced,All Other,"Application for a Minor Material Amendment (S73) to vary Variation of condition 2 (approved drawings) of planning application ref: P/2014/6383 dated 23.10.2015 for 'Demolition of all buildings within Sherwood Close (including 209 residential units, parking structures and ancillary buildings) and the construction of 305 new residential units (88 x one-bedroom, 157 x two-bedroom, 52 x three-bedroom and 8 x four-bedroom in a mix of housing tenures) in four apartment buildings varying between two-storeys and nine-storeys high and a row of three-storey townhouses; a 70 sq .m community space (D2 Use Class); associated energy plant room; refuse and recycling facilities; storage for 410 bicycles; 122 car parking spaces (comprising 86 spaces on-street and 36 spaces in an under croft parking area); site-wide hard and soft landscaping including public, semi-private and private amenity space and public realm improvements; the closure of part of Sherwood Close and reconfiguration of the public highway including the construction of two new north-south streets between Sherwood Close and Tawny Close, and the construction of new pedestrian / cycle routes between Sherwood Close, Tawny Close and Northfield Avenue and other associated works'./ Variation seeking to reflect Minor Material Amendments to Block C4 of the development.","Sherwood Close Estate (Including Archer House, Crossbow House, Target House And No's 1-72)","Archer House, Crossbow House, Target House & 1-72",Sherwood Close,London,W13 9YH,16/05/2016,,,,319,0,319,319,127,Approved,16/03/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/178303VAR;
HGY/2019/2315,Haringey,19/08/2019,Completed,All Other,"Restoration of the Wards Corner Department Store building for community uses (D2) with restaurant (A3) on the ground floor. Internal and external alterations at 229-249 to provide a refurbished market hall (A1) at ground and first floor levels, plus 642.8","227-249, High Road, London, N15 5BT",227-249,,,,20/11/2019,31/03/2020,,,0,6,-6,-6,-6,Approved,20/11/2019,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GIn3AAG
19/01521/CEU,Enfield,25/04/2019,Completed,All Other,Use of property as 1 x 1-bed and 1 x 3-bed single family dwellings.,,41,Chestnut Road,,EN3 6SX,,20/06/2019,,,2,1,1,1,1,Approved,20/06/2019,,,
2019/1624,Hackney,12/07/2019,Completed,All Other,Conversion of house into HMO Change of use of premises from a dwellinghouse (Use Class C3) to a House in Multiple Occupation (HMO) (Use Class C4),26,26,BENTHAL ROAD,HACKNEY,N16 7BX,22/07/2019,22/07/2019,,,4,1,3,3,3,Approved,23/10/2019,,,/planning/index.html?fa=getApplication&id=27503
P2019/2485/COL,Islington,30/10/2019,Completed,All Other,Application for a Lawful Development Certificate for an Existing use as 8x dwelling houses (C3) dated 02 January 2006.,,679,Holloway Road,London,,24/01/2020,24/01/2020,,,8,2,6,6,6,Comment Issued,24/01/2020,,,
171489FUL,Ealing,31/03/2017,Completed,All Other,Conversion of loft space into 1 additional self contained residential unit (1x2 bed) for a total of 4 self contained units in the building; with associated cycle parking and refuse storage (double mansard roof approved under appeal ref: APP/A5270/W/16/3164460),2 Berrymead Gardens,2,Berrymead Gardens,London,W3 8AA,21/07/2018,11/09/2019,,,1,0,1,1,1,Approved,08/09/2017,,,https://pam.ealing.gov.uk/online-applications/PLAN/171489FUL;
J0002.19,Havering,29/01/2019,Completed,Prior Approval,Prior approval for change of Use of the rear storage area of the shop (A1) to a residential unit (C3),119 Wennington Road,119,Rainham,,RM13 9TH,21/08/2019,21/08/2019,,,1,0,1,1,1,Approved,25/03/2019,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=J0002.19
165882PAOR,Ealing,21/11/2016,Commenced,Prior Approval,"Change of use of ground floor from Office (Use Class B1) to Residential (Use Class C3) for use as a 1 bedroom flat (Class O, 56 day Prior Approval Process)",42A The Grove,42A,The Grove,London,W5 5LH,01/01/2018,,,,1,0,1,1,1,Approved,13/01/2017,,,https://pam.ealing.gov.uk/online-applications/PLAN/165882PAOR;
14326/APP/2019/1717,Hillingdon,17/06/2019,Completed,All Other,Use of detached outbuilding as a 2 bedroom self-contained unit (Certificate of Lawful Development for an Existing Development),70 HYDE WAY,70,HAYES,,,12/07/2019,12/07/2019,,,1,0,1,1,1,Approved,12/08/2019,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=14326/APP/2019/1717
P2017/5022/FUL,Islington,16/01/2018,Completed,All Other,"Change of use of ground floor of block A from previous workshop use to 3 no. residential units (1x 1bedroom flat, 2x 2bedroom flats) including associated single storey extensions, external alterations and external landscaping to create private garden spaces.",Legard Works,17A,Legard Road,London,N5 1DE,11/04/2018,31/01/2020,,,3,0,3,3,3,Approved,11/04/2018,,,
19/03911/GPDO,London Borough of Croydon,19/08/2019,Commenced,Prior Approval,Change of use of existing retail premises to provide 2-bed flat with bedroom at basement level.,,8,Howberry Road,,CR7 8HY,01/04/2020,,,,1,0,1,1,1,Approved,11/10/2019,,,
P2017/1387/FUL,Islington,10/04/2017,Completed,All Other,"Convert an existing Hot Food Takeaway shop (Use Class A5) into a 2 bedroom ground floor flat (Use Class C3). Demolish the existing lean to structures, external stairs and duct to the rear of the shop and erection of single storey rear extension.",,27,Fonthill Road,London,,01/04/2018,08/03/2020,,,1,0,1,1,1,Approved,02/06/2017,,,
2019/2930,Hackney,13/09/2019,Completed,All Other,Change of use of levels one to three from residential (C3) to Sui Generis (Large HMO- 8 bedrooms),137A,137a,HOMERTON HIGH STREET,HACKNEY,E9 6AS,20/11/2019,21/03/2020,,,1,1,0,0,0,Approved,08/11/2019,,,/planning/index.html?fa=getApplication&id=53482
HGY/2019/1288,Haringey,26/03/2019,Completed,All Other,Application for a minor material amendment to planning permission HGY/2017/2273 which granted permission for the erection of an additional storey in new roof structure to provide three new residential units. The amendments being sought are the erection of,"Burlington Court, 43, Burlington Road, London, N17 9UF",,,,,03/07/2019,03/03/2020,,,3,0,3,3,3,Approved,03/07/2019,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GEw8AAG
19/02756/LDCE,London Borough of Lambeth,28/07/2019,Completed,All Other,Certificate of Lawful Development (Existing) in respect of existing use is as 10 self contained residential studios over 4 floors including basement level.,,207,Clapham Road,,SW9 0QH,20/09/2019,20/09/2019,,,10,0,10,10,10,Approved,20/09/2019,,,
P2020/0327/FUL,Islington,03/02/2020,Commenced,All Other,"Change of use of first, second and third floors from restaurant (Class A3) to create 1 no. (2 bedroom) self contained residential unit (Class C3).",,17B,Aylesbury Street,London,EC1R 0DB,09/01/2020,,,,1,0,1,1,1,Approved,23/07/2020,,,
184029FUL,Ealing,24/08/2018,Completed,All Other,"Conversion of dwellinghouse into three self-contained residential units (1 x 3 bed and 2 x 2 bed); alteration of roof from hip to gable; rear dormer roof extension; ground and first floor rear extension; external alterations to side/rear elevation; installation of one rooflight to front roofslope; cycle storage, amenity space and refuse storage",18 Hillcrest Road,18,Hillcrest Road,London,W3 9RZ,29/01/2020,24/01/2020,,,3,1,2,2,2,Approved,29/01/2020,,,https://pam.ealing.gov.uk/online-applications/PLAN/184029FUL;
