LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Net units with commencement date,Net units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
B/01467/14,Barnet,,Completed,All Other,Construction of 2 detached houses and garages at the rear of the existing house with access drive adjacent to the existing house.,"Rear of The Croft, 198","Rear of The Croft, 198",Barnet Road,,EN5 3LF,08/09/2015,16/11/2017,,,2,0,2,2,2,Approved,04/06/2014,,,
2014/3827,Hackney,,Completed,All Other,"Demolition of single-storey B8 warehouse (117sqm), part excavation and erection of three-storey building to provide 2 x B1 offices (123sqm) at ground and first floor level and a residential flat (class C3 use) on the upper floors (1 x 2 bed), including terraces on the front elevation on the upper floors, and refuse and recycling store in the frontage at ground floor level.",133,133,Church Walk,,N16 8QW,01/02/2016,15/08/2017,,,1,0,1,1,1,Approved,18/03/2015,,,
P14-01696PRJ,Enfield,,Completed,Prior Approval,"Change of use from office (B1) to dwellings (C3) first, second and third floor levels consisting of 12 x 2 bed & 9 x 1 bed self contained flats with retention of existing parking at ground floor and basement levels.",33,33,London Road,,EN2 6DR,01/04/2015,10/04/2017,,,21,0,21,21,21,Approved,23/06/2014,,,
13/04199/FULL1,Bromley,,Completed,All Other,Erection of detached two bedroom single storey dwelling with associated landscaping and parking on land rear of 39 Church Road,39,39,Church Road,Biggin Hill,TN16 3LD,25/04/2014,24/04/2017,,,1,0,1,1,1,Approved,25/04/2014,,,
16/02880,Newham,,Completed,All Other,Change of use from existing care home to a dwelling house,194,194,South Esk,Forest Gate,E7 8HD,01/04/2017,31/03/2018,,,1,0,1,1,1,Approved,15/12/2016,,,
17/03058/AXRPA,Bromley,,Completed,Prior Approval,"Change of use of ground floor front room from retail (Class A1) to residential (Class C3) (56 day application for prior approval in respect of transport and highways, contamination, flood risks, service provision within key shopping areas, external appearance of the building under Class M Part 3 of GPDO)","9, Charmwood Villas","9, Charmwood Villas",Rushmore Hill,Orpington,BR6 7NJ,29/09/2017,01/10/2017,,,1,0,1,1,1,Approved,29/09/2017,,,
2014/3881,Wandsworth,,Completed,All Other,"Demolition of existing building and erection of a five storey building plus basement to provide 25 residential units (4 x one bedroom, 20 x two bedroom, 1 x three bedroom) and two commercial units (Class A1/A2, 470sqm of floorspace) together with cycle storage and refuse stores.",44-46,44-46,Falcon Road,,SW11 2LR,31/03/2017,07/12/2017,,,25,0,25,25,25,Approved,02/12/2015,,,
14/00741/RESPA,Bromley,,Completed,Prior Approval,"Change of use of The Bronze Works from Class B1(a) office to class C3 dwelling houses to form 1 x 3 bedroom flats. (56 day application for prior approval in respect of transport and highways, contamination and flooding risks under Class J Part 3 of the GPDO)","Unit 1, Bronze Works","Unit 1, Bronze Works",Kangley Bridge Road,,SE26 5AY,15/04/2015,29/01/2018,,,1,0,1,1,1,Approved,15/04/2014,,,
2604/15,Redbridge,,Completed,All Other,Change of use of offices (B1) to residential (C3). Internal and external alterations/extensions to create 19 residential units. Part demolition to 1990's rear extension to create new openings and windows. (Summary).,"Wycliffe House, 245-247","Wycliffe House, 245-247",Cranbrook Road,Ilford,IG1,01/07/2016,01/01/2018,,,19,0,19,19,19,Approved,05/02/2016,,,
2017/01536/PD56,Hammersmith and Fulham,,Completed,Prior Approval,Change of use of part of the ground floor and first floor from Business use (Class B1a) into 9 residential units (Class C3).,"The Piper Centre, 50","The Piper Centre, 50",Carnwath Road,London,SW6 3DQ,14/06/2017,07/12/2017,,,9,0,9,9,9,Approved,14/06/2017,,,
14/AP/2948,Southwark,,Completed,All Other,"DEMOLITION OF EXISTING BUILDINGS AND THE PARTIAL RETENSION AND CONVERSION OF THE EXISTING WAREHOUSE IN ASSOCIATION WITH THE REDEVELOPMENT OF THE SITE TO PROVIDE BUILDINGS RANGING FROM 2 TO 9 STOREYS IN HEIGHT COMPRISING 164 RESIDENTIAL UNITS (USE CLASS C3), 1,775SQM OF FLEXIBLE COMMERCIAL/COMUNITY FLOOR SPACE (CLASSES A1/B1/D1 TOGETHER WITH ASSOCIATED CAR PARKING, CYCLE PARKING, OPEN SPACE, LANDSCAPING AND INFRASTRUCTURE WORK",240 AND 252,240 AND 252,CAMBERWELL ROAD,,SE5 0DP,03/03/2016,04/04/2018,,,164,0,164,164,164,Approved,25/03/2015,,,
16/02438/FUL,Enfield,,Commenced,All Other,Conversion single family dwelling into 2 x 1-bed self-contained residential units.,339,339,High Street,Enfield,EN3 4DH,,,,,2,1,1,0,2,Approved,10/08/2016,,,
14/AP/4423,Southwark,,Completed,All Other,CONVERSION OF ROOF SPACE TO X1 SELF CONTAINED TWO BED DWELLING; ERECTION OF X5 DORMER ROOF EXTENSIONS AND INSERTION OF FRENCH DOORS TO BALCONY,15,15,INVERTON ROAD,,SE15 3DD,01/04/2017,16/10/2017,,,1,0,1,1,1,Approved,20/03/2015,,,
2017/3973,Wandsworth,,Completed,All Other,Continued use of ground floor as 1 x 1-bedroom flat.,Flat 1 89,Flat 1 89,Taybridge Road,,SW11 5PX,07/09/2017,07/09/2017,,,1,0,1,1,1,Approved,07/09/2017,,,
17/AP/2853,Southwark,,Completed,Prior Approval,Prior notification for a change of use from an Office unit (Class B1) to a two bedroom apartment (Class C3),116,116,PECKHAM HIGH STREET,,SE15 5ED,08/01/2018,05/03/2018,,,1,0,1,1,1,Approved,22/09/2017,,,
2016/1724,Wandsworth,,Completed,All Other,Alterations including erection of mansard extension to main rear roof and above part of two storey back addition and formation of roof terrace at second floor level with screening in connection with creation of 1 x 1-bedroom flat. Erection of single-storey side/rear extension and formation of roof terrace above at first floor level.,4 & 4a,4 & 4a,Rookstone Road,,SW17 9NQ,31/03/2017,19/10/2017,,,1,0,1,1,1,Approved,26/05/2016,,,
17/05186/FUL,Croydon,,Completed,All Other,"Alterations; Erection of a two storey side extension to create 1 two bedroom and 1 three bedroom flats above pub; Erection of two storey building with accommodation in roofspace comprising 1 three bedroom, 1 two bedroom, 1 one bedroom and 1 studio flats and associated landscaping","The Clifton Arms, 21","The Clifton Arms, 21",Clifton Road,South Norwood,SE25 6NJ,19/12/2017,23/07/2020,,,6,5,1,1,1,Approved,19/12/2017,,,
15/03794/FUL,Lambeth,,Completed,All Other,"Erection of Part 2, Part 3 storey building on vacant site to create 9 apartments comprising 4no 1bed, 4no 2bed and 1no 3bed residential flats, together with the provision of 4 off-street car parking spaces, bicycles and bin stores including a communal garden.",3,3,Palace Road,,SW2 3DY,,28/02/2018,,,9,0,9,0,9,Approved,16/08/2016,,,
16/1008,Brent,,Completed,All Other,"Demolition of 7 garages on corner of Outgate Road and Roundwood Road and erection of 2 x 3 bed dwellings adjoining no. 76 Roundwood Rd, with associated cycle parking spaces, bin stores and landscaping",Garages 7 opposite Roundwood Court,Garages 7 opposite Roundwood Court,Outgate Road,London,NW10,14/11/2016,19/12/2017,,,2,0,2,2,2,Approved,07/07/2016,,,
16/01374/PIA,Enfield,,Completed,All Other,Change of use of part of ground floor from retail (A1) to a 2 x studio residential units (C3) involving installation of doors and windows.,84,84,Southbury Road,,EN1 1YB,10/10/2016,10/04/2017,,,2,0,2,2,2,Approved,10/10/2016,,,
PA/09/00462,Tower Hamlets,,Completed,All Other,"Erection of a six storey building to provide nine self-contained flats comprising one x four bedroom flat, four x two bedroom flats and four x one bedroom flats. Provision of 2 car-parking spaces, bicycle and refuse stores.",331,331,Morville Street,,E3,21/03/2013,21/08/2017,,,9,0,9,9,9,Approved,12/05/2009,,,
17/01332/FUL,Lambeth,,Completed,All Other,Change of use of the ground floor from Dry Cleaners (A1 use) to a 1-bedroom Residential unit (C3 use). Replacement of roller shutters and shop front with new sash window. Installation of a window to the side elevation and removal of covered way and installation of a new door to the rear elevation.,131,131,Landor Road,,SW9 9JD,15/12/2017,16/03/2018,,,1,0,1,1,1,Approved,16/08/2017,,,
16/1442,Brent,,Completed,All Other,Erection of rear and side dormer window to existing first floor flat to create 1 x 1bed self-contained flat with conservation style rooflights on the side elevation and roof,67,67,Dartmouth Road,,NW2 4EP,01/08/2016,28/04/2017,,,1,0,1,1,1,Approved,23/06/2016,,,
F/02444/13,Barnet,,Completed,All Other,Demolition of the existing house and construction of a two storey new dwelling including a basement; with rooms in the roofspace . Associated landscaping.,31,31,"Crooked Usage,","London,",N3 3EU,22/10/2013,15/06/2017,,,1,1,0,0,0,Approved,22/10/2013,,,
16/P4802,Merton,,Completed,Prior Approval,PRIOR APPROVAL IN RESPECT OF THE PROPOSED CHANGE OF USE FROM ESTATE AGENCY (CLASS A2) TO RESIDENTIAL (CLASS C3) WITH ASSOCIATED INTERNAL AND EXTERNAL WORKS,151 - 153,151 - 153,Arthur Road,Wimbledon,SW19 8AB,01/03/2017,01/10/2017,,,1,0,1,1,1,Approved,09/02/2017,,,
13/01484/FULL1,Bromley,,Completed,All Other,Part one/two and three storey rear extension providing ancillary storage for ground floor retail unit; creation of 2 x one bedroom and 1 x two bedroom flats covered walkway; elevational alterations.,107-109,107-109,Station Road,West Wickham,BR4 0PX,22/08/2016,12/03/2018,,,3,0,3,3,3,Approved,25/09/2013,,,
13/14647/FUL,Kingston upon Thames,,Completed,All Other,"Erection of a two-storey five bedroom dwellinghouse, incorporating a basement garage and including a summerhouse and associated works.",CAMELOT,CAMELOT,RENFREW ROAD,,KT2 7NT,26/07/2015,20/11/2017,,,1,0,1,1,1,Approved,21/07/2014,,,
16/4673/192,Barnet,,Completed,All Other,Change use of first floor from Class A1 (Retail) to Class C3 (Two residential units.),128,128,Brent Street,Hendon,NW4 2DT,11/08/2016,01/01/2018,,,2,0,2,2,2,Approved,11/08/2016,,,
2016/01431/FUL,Hammersmith and Fulham,,Completed,All Other,"Demolition of existing private garage building to rear garden of Northumberland House, 134 New King's Road and erection of a two storey plus basement single family dwellinghouse.",134,134,New King's Road,London,SW6 4LZ,02/08/2016,07/09/2017,,,1,0,1,1,1,Approved,02/08/2016,,,
16/16394/FUL,Kingston upon Thames,,Completed,All Other,"Alterations associated with the conversion of existing house in multiple occupation (HMO) into six flats (3 X 1-bed, 2 X 2-bed and 1 X 3-bed), including the erection of roof extension over existing flat roof at second floor level and new entrance porch",66,66,Cranes Park,,KT5 8AS,04/07/2017,04/07/2017,,,6,0,6,6,6,Approved,20/09/2016,,,
17/03100/LE,Croydon,,Commenced,All Other,Use as two flats,12,12,Napier Road,London,SE25 4XX,,,,,2,1,1,0,2,Approved,01/09/2017,,,
16/P0166,Merton,,Completed,All Other,ERECTION OF A TWO STOREY SIDE EXTENSION AND ERECTION OF A SINGLE STOREY REAR EXTENSION TO CREATE A ONE BEDROOM END OF TERRACE RESIDENTIAL DWELLING.,115,115,Chestnut Grove,Mitcham,CR4 1RF,24/05/2016,13/06/2017,,,1,0,1,1,1,Approved,23/05/2016,,,
14/05687/FULL,Westminster,,Completed,All Other,"Demolition of existing buildings and erection of two replacement buildings comprising a part eight, part seven storey building and a five storey building to provide a total of 103 residential units above 308m2 commercial floorspace for either A1 (retail), A2 (financial and professional), A3 (restaurant), B1 (office) or D1 (non residential institution) at ground floor level on Monck Street, with associated basement to provide 56 residential car parking spaces and cycle parking spaces and mechanical plant. [Site includes 2 Monck Street]",1,1,Chadwick Street,,SW1P 2ES,31/03/2015,25/05/2017,,,103,0,103,103,103,Approved,10/12/2014,,,
2013/3544,Hackney,,Completed,All Other,"Erection of a two storey, two bed single dwelling house",211,211,Northwold Road,,E5 8RA,20/01/2017,12/02/2018,,,1,0,1,1,1,Approved,10/02/2014,,,
2014/4626,Wandsworth,,Completed,All Other,"Redevelopment of the site incorporating the erection of a part 4/ part 5 storey building fronting York Road, and a 3-5 storey building partially fronting Chatfield Road and extending to part 5/ part 6 storey building to the rear to provide a total of 51 residential units (including balconies and terraces), 362 sqm of retail space (use class A1), 155 sqm of office space (use class B1a); excavation of basement to provide a car park (accessed off Chatfield Road), ancillary works and landscaping.",208-214,208-214,York Road,,SW11 3SD,24/06/2015,17/09/2019,,,51,0,51,51,51,Approved,24/06/2015,,,
2015/5951,Wandsworth,,Completed,All Other,"Change of use of accommodation from retail (Class Use A1) to residential (Class Use C3), incorporating amended rear roof extension and extension above two-storey back addition and creation of roof terrace, enlargement of single-storey rear infill extension and basement, and creation of lightwell at front with railings surround. Removal of shed in rear garden and alterations to side boundary wall, removal of shopfront to create two self-contained residential flats.",28,28,Lacy Road,,SW15 1NL,01/04/2017,31/03/2018,,,1,0,1,1,1,Approved,16/12/2015,,,
16/P0308,Merton,,Completed,All Other,DEMOLITION OF EXISTING GARAGE AND ERECTION OF A DETACHED TWO STOREY DWELLINGHOUSE ON LAND SIDE OF EXISTING HOUSE,13,13,Durrington Park Road,,SW20 8NU,16/01/2017,30/10/2017,,,1,0,1,1,1,Approved,31/05/2016,,,
15/02197/FULL1,Bromley,,Completed,All Other,"Conversion and extension of roof space comprising a rear dormer/mansard extension, front dormer, roof lights to create 1 one bedroom flat",17A,17A,Worbeck Road,Penge London,SE20 7SW,30/11/2016,05/07/2017,,,1,0,1,1,1,Approved,17/08/2015,,,
C2016/74050,Sutton,,Completed,Prior Approval,Change of use from office to a residential use,8A & 12A,8A & 12A,WILLIAM STREET,Carshalton,SM5 2RB,31/03/2017,31/03/2018,,,4,0,4,4,4,Approved,17/06/2016,,,
17/04141/PRJ,Enfield,,Completed,Prior Approval,Change of use from offices (Class B1(a)) to residential (Class C3) creating 3 self contained units (2 bed).,6,6,Lodge Drive,London,N13 5LB,29/12/2017,01/03/2018,,,3,0,3,3,3,Approved,16/11/2017,,,
16/05067/FULL1,Bromley,,Completed,All Other,Demolition of existing garage and workshop buildings and erection of detached single storey one bedroom dwelling with associated parking and landscaping (RETROSPECTIVE APPLICATION),Land Adjacent To Redwood,Land Adjacent To Redwood,The Drive,Chislehurst,BR7 6LS,22/12/2016,28/07/2017,,,1,0,1,1,1,Approved,22/12/2016,,,
13/00788/FULL,Westminster,,Completed,All Other,"Demolition of existing building and erection of a new tall building comprising two basements, ground and 15 upper floors and roof level plant for use as 55 flats (Class C3) and a restaurant (Class A3) on part ground and part first floor, with outside seating; basement car parking and cycle parking and soft and hard landscaping around the site. Erection of new townhouse on Chiltern Street comprising basement, ground and three upper storeys.",66,66,Chiltern Street,,W1U 4JT,05/09/2014,09/10/2017,,,56,0,56,56,56,Approved,05/08/2013,,,
5024/16,Redbridge,,Completed,All Other,Change of use from office (B1) to 2 no. self-contained flats (C3). (Summary),86,86,High Road,South Woodford,E18 2NA,20/11/2017,20/11/2017,,,2,0,2,2,2,Approved,21/06/2017,,,
16/02403/P,Croydon,,Completed,All Other,Alterations ; Construction of third floor to provide 1 one bedroom and 1 two bedroom flats,1a,1a,Robert Street,Croydon,CR0 1QE,21/11/2017,31/03/2018,,,2,0,2,2,2,Approved,06/07/2016,,,
16/P3157,Merton,,Completed,Prior Approval,PRIOR APPROVAL IN RELATION TO THE CHANGE OF USE FROM OFFICE USE CLASS B1(a) TO RESIDENTIAL USE CLASS C3,490,490,Kingston Road,Raynes Park,SW20 8DX,20/09/2016,01/08/2017,,,1,0,1,1,1,Approved,20/09/2016,,,
B/02978/14,Barnet,,Completed,All Other,SINGLE STOREY REAR EXTENSION TO EXISTING HOUSE AND ERECTION OF 3 BED ATTACHED HOUSE,Land at 157,Land at 157,Hampden Way,,N14 5AY,01/01/2017,08/03/2018,,,1,0,1,1,1,Refused,24/03/2015,,,
15/01251/RES,Croydon,,Completed,All Other,Discharge of conditions 4 & 8 attached to planning permission 12/00573/p for the Erection of two storey detached house with accommodation in roofspace and attached garage and formation of vehicular access,Adj to 319,Adj to 319,Norbury Avenue,Norbury,SW16 3RW,29/06/2016,01/01/2018,,,1,0,1,1,1,Approved,14/04/2015,,,
13/AP/2311,Southwark,,Completed,All Other,"Demolition of two existing retail units at 237 and 239 and car-wash site, and erection of a four to seven storey building comprising services and retail space at ground level, with 27 new residential units above.",237-247 and car wash,237-247 and car wash,RYE LANE,,SE15 4TP,03/03/2016,30/11/2017,,,27,0,27,27,27,Refused,09/09/2014,,,
P0118.16,Havering,,Completed,All Other,Erection of 4 x one bedroom flats,Adj to 67,Adj to 67,Corbets Tey Road,Upminster,RM14 2AJ,09/11/2017,09/11/2017,,,4,0,4,4,4,Refused,19/12/2016,,,
14/00368/FULL1,Bromley,,Completed,All Other,"Demolition of existing building and erection of part two/three storey building with office on part ground floor and 3 bedroom residential unit to rear of ground floor, first and second floors and extension/alteration to single storey building at rear to provide home studio.",81,81,High Street,Farnborough Orpington,BR6 7BB,21/01/2016,20/07/2017,,,1,0,1,1,1,Refused,16/02/2015,,,
15/00098/FULL1,Bromley,,Completed,All Other,Three storey extension to provide 7 flats. Revision to previously approved scheme allowed under reference 14/00540,Adj to 22,Adj to 22,Southend Road,Beckenham,BR3 1SD,02/01/2016,01/11/2020,,,7,0,7,7,7,Approved,17/04/2015,,,
A2016/74710,Sutton,,Completed,All Other,"The erection of 6 x 3-bedroom semi-detached houses, with associated access and parking via Covey Road",Land fronting,Land fronting,"Covey Road, (and to rear of 51-61 Langley Aven",,KT4 8P8,01/03/2017,01/03/2018,,,6,0,6,6,6,Refused,03/02/2017,,,
166311VAR,Ealing,,Completed,All Other,"Application for Minor Material Amendment (S.73 Application) for the variation of Condition 2 (Approved Drawings) of Planning Permission ref: PP/2015/3130, granted on appeal Ref: APP/A5270/W/15/3136095 dated 10/02/2016, for Change of use from office (Land use Class B1) to residential use (Land Use Class C3) and external alterations to accommodate 66 residential units (18 studios, 23 one-bedroom, and 25 two-bedroom flats) with associated car parking and refuse storage. Variation seeks internal alterations and changes to unit sizes (14 studios, 26 one-bedroom, 25 two-bedroom, and 1 three-bedroom flat), alterations to the proposed rooflights, changes to the floor levels of external amenity space, and 3 no. replacement windows to the north elevation of the west podium.","The Old Hoover Building, 1","The Old Hoover Building, 1",Western Avenue,Perivale,UB6 8DW,01/01/2017,01/03/2018,,,66,0,66,66,66,Approved,05/05/2017,,,
12/03926/FULL1,Bromley,,Completed,All Other,Part one/two storey rear extension to provide additional storage for commercial unit on ground floor and studio flat on first floor: alterations to existing first floor flat; elevational alterations; screening to first floor flank elevations,101,101,Station Road,West Wickham,BR4 0PX,02/03/2016,01/09/2017,,,1,0,1,1,1,Approved,04/03/2013,,,
14/12895/FUL,Kingston upon Thames,,Completed,All Other,"Change of use of the existing building to provide 6 x 1-bedroom flats, erection of 4 x 4-bedroom houses and associated works including car parking and landscaping.",50,50,Park Road,,KT2 6AX,30/07/2015,01/06/2017,,,10,0,10,10,10,Refused,11/05/2015,,,
140087,Brent,,Completed,All Other,Demolition of existing garage and erection of two storey end of terraced dwellinghouse attached to No. 40 Byron Avenue,40,40,"Byron Avenue,",London,NW9 0EP,01/09/2015,06/12/2017,,,1,0,1,1,1,Refused,30/06/2014,,,
B/01204/09,Barnet,,Completed,All Other,"Two storey side extension to provide an additional dwelling, and single storey rear extension to existing property.",Garden of 16,Garden of 16,Farm Close,Underhill,EN5 3BS,09/12/2014,23/11/2017,,,1,0,1,1,1,Refused,08/09/2010,,,
14/04633/FULL1,Bromley,,Completed,All Other,Erection of detached two storey 4 bedroom dwelling,Old Woodlands,Old Woodlands,Brenchley Close,Chislehurst,BR7 5NQ,06/07/2016,07/11/2017,,,1,0,1,1,1,Refused,16/11/2015,,,
13/AP/3583,Southwark,,Completed,All Other,"APPLICATION FOR THE APPROVAL OF RESERVED MATTERS (ACCESS, SCALE, APPEARANCE, LAYOUT AND LANDSCAPING) FOR PLOT H13 WITHIN MP1 (MASTERPLAN FIRST PHASE) FOR THE HEYGATE MASTERPLAN, SUBMITTED PURSUANT TO THE OUTLINE PLANNING PERMISSION REF: 12/AP/1092. THE PROPOSALS COMPRISE THE CONSTRUCTION OF A DEVELOPMENT PLOT RANGING BETWEEN 3 AND 7 STOREYS IN HEIGHT (MAXIMUM BUILDING HEIGHT 26.68M AOD), COMPRISING 67 RESIDENTIAL UNITS, CYCLE STORAGE, PLANT AREAS, NEW LANDSCAPING, AND OTHER ASSOCIATED WORKS.","PLOT H13, bounded by","PLOT H13, bounded by",RODNEY ROAD,,SE17,01/01/2015,05/05/2017,,,67,0,67,67,67,Approved,10/02/2014,,,
66819/APP/2015/3653,Hillingdon,,Completed,All Other,"S73 application seeking variation of conditions 2 (approved plans) and 3 (approved documents) of planning permission ref. 66819/APP/2014/1600 dated 24th December 2014 for: Redevelopment of the site to provide a foodstore with ancillary cafe (Class A1) and ancillary petrol filling station, cinema (Class D2), 5 x restaurant units (Class A3), and residential development consisting of 132 units, together with new vehicle and pedestrian accesses, car parking, servicing areas, landscaping arrangements, and other associated works. Changes sought: 1) Increase of total units on the site from 132 to 163 and associated design/ elevation changes. 2) Changes to the approved Energy Strategy.",Former Arla Food Depot,Former Arla Food Depot,Victoria Road,South Ruislip,HA4 0EU,08/03/2016,01/03/2018,,,163,0,163,163,163,Approved,02/09/2016,,,
17/2058/FUL,Barnet,,Completed,All Other,Demolition of existing building (Class D1) and erection of two-storey building with rooms in roof space to create 5 new self-contained C3 residential units. Associated parking and refuse (alteration to scheme that is under construction that was approved under references 15/04271/FUL and 16/5398/S73). Changes include alterations to rear elevation balcony and front bay windows and removal of roof terrace area plus new associated rooflights,Site of Former 7,Site of Former 7,Alston Road,High Barnet,EN5 4ET,01/06/2017,22/09/2017,,,5,0,5,5,5,Approved,26/05/2017,,,
DC17/102202,Lewisham,,Completed,Prior Approval,"Prior Approval for the change of use from Use Class A2 (financial and professional services) to Use Class C3 (residential) of the first and second floors of 125 Lewisham High Street, SE13 pursuant to Class M, Part 3, Schedule 2 of the Town and Country Planning (General Permitted Development) Order 2015 (as amended).",125,125,LEWISHAM HIGH STREET,LONDON,SE13 6AT,30/09/2017,01/04/2018,,,3,0,3,3,3,Approved,11/09/2017,,,
C2011/64913,Sutton,,Completed,All Other,"Details of phases two to four of the redevelopment of the site involving demolition of existing buildings and provision of 325 dwellings (139 affordable or shared ownership) comprising 261 one and two bedroom self contained flats in a range of three to six storey buildings, and 64 three and four bedroom houses in two and three storey terraces, together with three play areas, a public open space, new access roads, landscaping, 273 car parking spaces and 261 cycle spaces. (Approval of reserved matters application to determine appearance, landscaping and scale pursuant to condition 7 of outline approval ref: C2006/56803/OUT).",Phases 2 to 4 Durand Close Regeneration,Phases 2 to 4 Durand Close Regeneration,DURAND CLOSE,Carshalton,SM5 2BT,01/05/2012,31/03/2018,,,325,0,325,325,325,Approved,23/04/2012,,,
13/00317/FUL,Lambeth,,Completed,All Other,"Change of use and erection of an extension to the existing warehouse building at ground floor level to B1 (Business). Alterations to front of warehouse building to accommodate a swimming pool and carport. Erection of an additional storey to existing warehouse building at first floor level to create 1 self contained flat and roof garden and creation of a car port and swimming pool ancillary to the residential flat. Erection of a three storey maisonette with roof garden at 34 Rita Road to include apartment access and car access and refuse/recycling storage at ground floor level. Associated landscaping, car parking, cycle storage and refuse facilities to front and rear of the property.",34,34,Rita Road,,SW8 1JU,06/04/2016,20/02/2020,,,2,0,2,2,2,Refused,24/04/2014,,,
16/08013/FULL,Westminster,,Completed,All Other,"Variation of Condition 1 planning permission dated 25 November 2015 (RN: 15/07966/FULL) for Variation of Condition 1 and 2 and variation of wording of conditions 4 and 5 of planning permission dated 16 March 2015 (RN: 15/00173) for the demolition of all existing buildings (fronting Strand, Arundel Street, Maltravers Street and Milford Lane) and redevelopment to provide one new building comprising basement levels, ground and part 7/ part 8/ part 9 storeys and one new building comprising basement levels, ground and 8 storeys to provide residential dwellings (Class C3), two retail units (Class A1) fronting Strand, one restaurant (Class A3) fronting Arundel Street, a leisure centre, a business centre, car parking for 200 cars, servicing area, new access, public courtyard, landscaping, highways alterations and other associated works, namely to revise residential layouts in Blocks D and E and to increase the number of units from 206 to 216, associated facade alterations.",190,190,Strand,,WC2R 1NB,20/01/2017,20/03/2018,,,10,0,10,10,10,Approved,02/11/2016,,,
15/04420/P,Croydon,,Completed,All Other,"Erection of roof extension to form second floor; erection of part 2, part 3 storey rear extension and use of part ground, first and second floor levels as 3 two bedroom flats; together with refuse and cycle stores.",81,81,Church Street,Croydon,CR0 1RH,28/03/2017,31/03/2018,,,3,0,3,3,3,Refused,31/05/2016,,,
16/02262/OUT,Bromley,,Completed,All Other,"Proposed construction of a detached chalet bungalow, vehicle cross-over, landscaping and parking on land to the rear of 5 and 7 Drayton avenue.",5,5,Drayton Avenue,Orpington,BR6 8JN,24/07/2017,14/12/2017,,,1,0,1,1,1,Refused,15/12/2016,,,
12/03554/FULL1,Bromley,,Completed,All Other,"Part one, part two storey side and side and rear extension to existing three bedroom dwelling to form 1 two bedroom end-of-terrace dwelling",Land adjacent 1,Land adjacent 1,Tylney Road,Bromley,BR1 2RJ,21/06/2016,16/08/2017,,,1,0,1,1,1,Refused,20/06/2013,,,
17/1741/FUL,Richmond upon Thames,,Completed,All Other,Erection of a single storey roof extension to create a new two bedroom flat on Fourth floor of existing building.,1,1,Victoria Villas,,TW9 2GW,04/12/2017,01/03/2018,,,1,0,1,1,1,Approved,30/11/2017,,,
15/04359/FULL1,Bromley,,Completed,All Other,"Conversion of existing building at Ravensbourne House to provide 7 apartments (3 two bedroom, 3 three bedroom and 1 four bedroom apartments), associated parking, hard and soft landscaping.",Ravensbourne,Ravensbourne,Westerham Road,Keston,BR2 6HE,13/04/2016,11/04/2017,,,7,0,7,7,7,Approved,10/12/2015,,,
2017/1733,Hackney,,Completed,All Other,"Erection of a part single, part two storey (plus basement level) rear extension to create a single dwellinghouse and additional retail floorspace. Erection of a mansard style roof extension to the original building to create an additional storey to facilitate conversion of the upper floors to provide 2 x 2 bedroom flats",3,3,Broadway Market,,E8 4PH,18/07/2017,29/07/2017,,,2,0,2,2,2,Approved,17/07/2017,,,
16/03906/FULL1,Bromley,,Completed,All Other,"Elevational alterations and construction of a roof extension/fourth floor extension to provide an additional 4 one bedroom flats; bicycle store, refuse store and 4 additional car parking spaces with hard and soft landscaping","Kelso Court, 94","Kelso Court, 94",Anerley Park,Penge,SE20 8NZ,18/04/2017,23/02/2018,,,4,0,4,4,4,Approved,01/12/2016,,,
16/01512/PRJ,Enfield,,Completed,Prior Approval,Change of use of first floor from B1(a) offices to 5 studio self contained flats (C3).,22,22,Bull Lane,,N18 1RA,30/08/2017,01/12/2017,,,5,0,5,5,5,Approved,20/06/2016,,,
13/00868/FUL,Bexley,,Completed,All Other,"Demolition of the existing building, garage block and shed, and erection of a residential building providing 3 x 1 and 6 x 2 bed flats, provision of vehicular access, 9 parking spaces and amenity space.",75,75,Granville Road,Sidcup,DA14 4BT,10/08/2015,19/07/2017,,,9,0,9,9,9,Approved,14/03/2014,,,
P1279.14,Havering,,Completed,All Other,"Two storey side and part single, part two storey rear extension to form a new dwelling on land adjacent to 2 Adnams Walk.",adj 2,adj 2,Adnams Walk,Rainham,RM13 7NJ,13/06/2017,13/06/2017,,,1,0,1,1,1,Approved,07/04/2015,,,
15/17029/FUL,Kingston upon Thames,,Completed,All Other,"Demolition of existing garages. Erection of 2 x 3 bedroom semi-detached dwellings, parking, amenity space and associated cycle parking. Relocation/replacement of bin store (amended plans).",Rear of Balmain Lodge,Rear of Balmain Lodge,Cranes Park Avenue,,KT5 8BY,01/10/2016,18/12/2017,,,2,0,2,2,2,Approved,01/04/2016,,,
15/1725/FUL,Richmond upon Thames,,Completed,All Other,"Single storey mansard style roof extension to provide 8 residential units to existing office building with the provision of stair access cores and associated site works and 3 storey extension for staircases, sustainability technologies and elevation changes to ground and first floor to facilitate the internal sub-division of the offices.",2-6,2-6,Bardolph Road,,TW9,01/10/2016,15/05/2017,,,8,0,8,8,8,Approved,15/07/2015,,,
