LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Net units with commencement date,Net units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
14/00527/FUL,Bexley,,Completed,All Other,Single storey side and rear extension and erection of detached building to provide a granny annexe,57,57,Blendon Road,Bexley,DA5 3AA,10/10/2014,01/01/2016,,,1,0,1,1,1,Approved,05/06/2014,,,
PA/13/02062,Tower Hamlets,,Completed,All Other,Conversion of vacant commercial premises to a 2 bedroom house. Works include the demolition of the single storey extension to the rear to enlarge the garden along with the replacement of the existing lean-to roof above garage with a dual-pitched roof.,1,1,Robinson Road,,E2 9LX,13/01/2014,30/09/2015,,,1,0,1,1,1,Approved,15/10/2013,,,
15/P4520,Merton,,Commenced,All Other,APPLICATION FOR A CERTIFICATE OF LAWFULNESS IN RESPECT OF THE CONTINUED USE OF A DWELLINGHOUSE AS TWO SEPARATE SELF-CONTAINED FLATS,9,9,West Place,,SW19 4UH,,,,,2,1,1,0,2,Approved,01/04/2016,,,
14/00932/P,Croydon,,Completed,All Other,Alterations to existing building; Construction of two additional storeys on top of existing front building to provide 6 one bedroom and 2 two bedroom flats,Green Dragon House 64-70,Green Dragon House 64-70,High Street,Croydon,CR0 9XN,04/06/2015,07/12/2015,,,8,0,8,8,8,Approved,08/10/2014,,,
132385,Brent,,Completed,All Other,"Demolition of 12 existing garages and erection of two, two bedroom dwellinghouses, creation of 14 on site car parking spaces, provision of refuse and recycling storage area with associated hard and soft landscaping.",Garages at 1-12 Montague Fell,Garages at 1-12 Montague Fell,Harrow Road,,HA0 2QY,29/05/2014,11/06/2015,,,2,0,2,2,2,Approved,30/01/2014,,,
DC14/087719,Lewisham,,Completed,Prior Approval,Prior Approval application for change of use of the existing ground floor retail unit from (Class A1) to a 1 bed flat (Class C3) at 159 Ardgowan Road SE6.,159,159,Ardgowan Road,,SE6 1UZ,22/12/2014,17/07/2015,,,1,0,1,1,1,Approved,22/07/2014,,,
12/02433/FUL,Lambeth,,Completed,All Other,"Demolition of existing workshop/office building and erection of a 4 storey building comprising of three ground floor level business units (Use Class B1) and 6 self contained residential units on the upper floors including the formation of a lightwell, roof terraces, a landscaped courtyard, a ramped access and refuse and cycle storage,",11a,11a,Bedford Road,,SW4 7SH,01/05/2014,01/07/2015,,,6,0,6,6,6,Approved,22/02/2013,,,
14/03710/FUL,Enfield,,Completed,All Other,Conversion of offices on first and second floors to 2 x 1-bed and 1 x studio flats.,3,3,Chase Side,,N14 5BP,05/08/2015,30/09/2015,,,3,0,3,3,3,Approved,05/08/2015,,,
15/12472/PNO,Kingston upon Thames,,Completed,Prior Approval,Change of use of third floor from office (B1) to residential use,30-32,30-32,Thames Street,,KT1 1PE,08/07/2015,13/10/2015,,,1,0,1,1,1,Approved,07/07/2015,,,
2014/5521/P,Camden,,Completed,All Other,Continued used of property as three flats (Lawful Development Certificate for an Existing Use),211,211,North Gower Street,,NW1 2NR,30/06/2015,30/06/2015,,,3,0,3,3,3,Approved,30/06/2015,,,
2014/2395,Wandsworth,,Completed,All Other,Demolition of existing garages and erection of four two-storey houses (plus basement) with associated landscaping and parking.,Site west of Denton House,Site west of Denton House,Marcus Terrace,,SW18 2JW,20/06/2014,01/10/2015,,,4,0,4,4,4,Approved,20/06/2014,,,
15/02503,Newham,,Completed,All Other,Change of use of two B1 office units on ground floor to two residential C3 use units.,1,1,Queens Road West,Plaistow,E13 0PE,09/11/2015,31/03/2016,,,2,0,2,2,2,Approved,09/11/2015,,,
2013/1568,Wandsworth,,Completed,All Other,Demolition of single-storey storage area. Erection of first floor extension to provide two flats with rear facing balconies. Erection of external staircase and bin store. Alterations including new roof coverings and rooflights to single-storey commercial units together with internal alterations.,209,209,St Johns Hill,,SW11 3RP,31/03/2015,13/08/2015,,,2,0,2,2,2,Approved,08/07/2013,,,
14/01203,Newham,,Completed,All Other,Conversion to five residential units incorporating the extension and refurbishment of the existing building,355,355,Romford Road,Forest Gate,E7 8AA,08/10/2014,31/03/2016,,,5,0,5,5,5,Approved,14/08/2014,,,
15/P0298,Merton,,Completed,Prior Approval,Prior approval in relation to the change of use of office space (class B1) to residential (class C3) creating 78 flats.,"Connect House, 21a and Clock House, 21","Connect House, 21a and Clock House, 21",Willow Lane,,CR4 4NA,31/05/2015,26/11/2015,,,78,0,78,78,78,Approved,29/03/2015,,,
13/P3744,Merton,,Completed,Prior Approval,"CHANGE OF GROUND, FIRST AND SECOND FLOOR FROM EXISTING B1(A) OFFICE SPACE TO CLASS C3 RESIDENTIAL, CREATING 3 x SELF CONTAINED FLATS (COMPRISING 2 x ONE BED AND 1 x TWO BED UNITS)","Studio House, 142","Studio House, 142",Merton Hall Road,,SW19 3PZ,27/01/2014,15/06/2015,,,3,0,3,3,3,Approved,20/01/2014,,,
PA/12/03138,Tower Hamlets,,Completed,All Other,"Demolition of existing garages and construction of a part four/part ten storey building on the corner of King David Lane and the Highway to provide 37 new residential units (comprising 8 x one bed; 21 x two bed; 7 x three bed; 1 x four bed), and the conversion of Juniper Hall to provide 2 x two bedroom units, together with associated works including disabled parking and cycle parking, landscaped public open space and private amenity space.","Glamis Estate, 448","Glamis Estate, 448",Cable Street,,E1,01/08/2014,09/11/2016,,,39,0,39,39,39,Approved,20/09/2013,,,
14/00483/FULL1,Bromley,,Completed,All Other,"Detached two storey building comprising 2 two bedroom flats with 2 car parking spaces on land at rear of 68 and 70 High Street, Chislehurst",Rear Of 68,Rear Of 68,High Street,Chislehurst,BR7 5AQ,03/02/2015,28/10/2015,,,2,0,2,2,2,Approved,19/05/2014,,,
14/P2598,Merton,,Completed,All Other,CHANGE OF USE FROM A COMMERCIAL RESTAURANT (USE CLASS A3) TO (USE CLASS C3) RESIDENTIAL TO PROVIDE 1X2 BED AND 6X1 BED RESIDENTIAL UNITS WITH ASSOCIATED REFUSE STORE AND CHANGES TO GROUND FLOOR ELEVATION,17,17,Durnsford Road,,SW19 8GT,10/02/2015,15/02/2016,,,7,0,7,7,7,Approved,28/08/2014,,,
2010/1349,Hackney,,Completed,All Other,"Erection of a five storey building (accessed from Mount Pleasant Lane) to provide 2x3-bed flat, 2x2-bed flat and 1x1-bed flat.",Land Rear of 87-89,Land Rear of 87-89,Mount Pleasant Lane,,E5 9EW,06/07/2014,15/04/2015,,,5,0,5,5,5,Approved,30/08/2011,,,
14/04881/PRJ,Enfield,,Completed,Prior Approval,Change of use of office on first and second floor to 3 x residentail units.,39,39,Church Street,Enfield,EN2 6AJ,01/04/2015,31/03/2016,,,3,0,3,3,3,Approved,04/03/2015,,,
2015/3266,Hackney,,Completed,All Other,Existing use of the fourth and fifth floor as a self contained flat (use class C3),72,72,Great Eastern Street,,EC2A 3JL,04/11/2015,04/11/2015,,,1,0,1,1,1,Approved,04/11/2015,,,
13/00316/LA3,Newham,,Completed,All Other,Creation of 2 x 2 bedroom ground floor flats in existing voids.,Plot 1 At 13 To 42,Plot 1 At 13 To 42,Claremont Close,North Woolwich,E16 2LR,31/03/2014,31/03/2016,,,2,0,2,2,2,Approved,09/04/2013,,,
14/03074,Newham,,Completed,All Other,Erection of an end of terrace two-storey residential comprising 3 bedrooms.,Development Land At 15,Development Land At 15,Samson Street,Plaistow,E13 9EJ,01/04/2015,31/03/2016,,,1,0,1,1,1,Approved,04/03/2015,,,
09/02991/FULL1,Bromley,,Completed,All Other,"Demolition of existing church (excluding bell tower)/ church hall/ presbytery and erection of new church/ church hall / presbytery/ housing development comprising 2 four bedroom semi detached and 6 three bedroom terraced houses with landscaping/ car parking/ alterations to access (elevational and other changes to church, hall and presbytery of scheme allowed on appeal under ref 07/04350)",St Josephs RC Church,St Josephs RC Church,High Street,St Mary Cray,BR5 4AR,14/04/2010,16/10/2015,,,8,2,6,6,4,Approved,14/01/2010,,,
13/00203/FULL,Westminster,,Completed,All Other,"Recladding and remodelling of an existing office block and conversion to provide 20 market residential apartments with associated ground and basement parking (twelve spaces), includes an additional storey at roof level. Retention of ground and basement level (Class A2) bank unit and creation of new (Class A1) shop unit on part ground floor.","Westbourne House, 14-16","Westbourne House, 14-16",Westbourne Grove,,W2 5RH,31/03/2014,01/09/2015,,,20,0,20,20,20,Approved,15/08/2013,,,
13/02134/FUL,Bexley,,Completed,All Other,Erection of a two bedroom detached bungalow.,Land adj 36A,Land adj 36A,Yorkland Avenue,Welling,DA16 2LF,13/06/2014,25/08/2015,,,1,0,1,1,1,Approved,01/04/2014,,,
P12-02140PLA,Enfield,,Completed,All Other,Erection of 1 x 2 bed single family dwelling with off street parking.,80,80,BIRKBECK ROAD,ENFIELD,EN2 0ED,07/10/2015,31/03/2016,,,1,0,1,1,1,Approved,12/09/2013,,,
3145/15,Redbridge,,Completed,Prior Approval,"Conversion of existing B1 (a) Office building at ground and first floor levels, into 3 self-contained residential units. (summary)",74,74,Snakes Lane East,,IG8 7QQ,01/12/2015,01/03/2016,,,3,0,3,3,3,Approved,06/10/2015,,,
13/2172/FUL,Richmond upon Thames,,Completed,All Other,"Ground floor rear extension, alterations and converting the rear part of the ground floor takeway restaurant to one bedroom self contained flat.",108,108,North Road,,TW9 4HJ,01/10/2014,14/04/2015,,,1,0,1,1,1,Approved,27/08/2013,,,
2013/03174/FUL,Hammersmith and Fulham,,Completed,All Other,Erection of an additional floor at roof level in connection with the creation of 1 x two bedroom and 2 x three bedroom self-contained flats with associated roof terraces;,26 - 28,26 - 28,Paddenswick Road,,W6 0UB,20/03/2015,29/02/2016,,,3,0,3,3,3,Approved,30/09/2013,,,
12/10268/FUL,Kingston upon Thames,,Completed,All Other,Erection of a two storey side and a single storey rear extension to form new 2-bedroom dwelling.,R/o 20,R/o 20,Ashby Avenue,Chessington,KT9 2BU,21/02/2013,01/07/2015,,,1,0,1,1,1,Approved,13/02/2013,,,
13/01070/FUL,Bexley,,Completed,All Other,Conversion of the existing detached garage building to one x 3 bedroom self contained residential annexe to the main dwelling.,Wayside,Wayside,Maidstone Road,Sidcup,DA14 5AR,23/06/2015,18/02/2016,,,1,0,1,1,1,Approved,20/08/2013,,,
2015/0702,Wandsworth,,Completed,All Other,Use of the ground floor as a residential unit.,57C,57C,Mellison Road,,SW17 9AS,14/04/2015,14/04/2015,,,1,0,1,1,1,Approved,14/04/2015,,,
10/02522/P,Croydon,,Completed,All Other,"Demolition of existing buildings; erection of part four/five storey building comprising 4 one bedroom, 30 two bedroom and 5 three bedroom; alterations to existing vehicular access and provision of 2 disabled parking spaces together with refuse and cycle storage areas",158 - 164,158 - 164,St James's Road,Croydon,CR9 2RT,01/12/2013,16/12/2015,,,39,0,39,39,39,Approved,22/11/2012,,,
14/4230/P3JPA,Richmond upon Thames,,Completed,Prior Approval,"Proposed change of use from B1 Office use to C3 Residential use comprising 1 x 2-bed and 4 x 1-bed flats with integral bin storage within No.6 Old Lodge Place; 1 x 3-bed, 4 x 1-bed and 1 x studio flats with integral bin storage within No.7 Old Lodge Place and associated parking (15 bays) on site.",6-7,6-7,Old Lodge Place,,TW1 1RQ,14/01/2015,22/02/2016,,,11,0,11,11,11,Approved,26/11/2014,,,
15/02318/P,Croydon,,Completed,All Other,Erection of a pair of three bedroom detached houses ; formation of vehicular accesses onto Beverley Road and provision of associated parking,17-19,17-19,Hillcrest Road,Whyteleafe,CR3 0DL,19/02/2015,08/06/2015,,,2,0,2,2,2,Approved,10/07/2015,,,
2012/3554/P,Camden,,Completed,All Other,Change of use of the first and second floors from retail (Class A1) to a 1-bedroom maisonette flat (Class C3).,41,41,Hampstead High Street,,NW3 1QE,03/09/2012,15/02/2016,,,1,0,1,1,1,Approved,04/09/2012,,,
B2014/68942,Sutton,,Completed,Prior Approval,Prior Approval appliction to convert existing B1(a) (Office) use to C3 (Residential) as a 4 bed single family dwelling,65,65,Carshalton Road,,SM1 4LH,01/09/2015,31/03/2016,,,1,0,1,1,1,Approved,08/05/2014,,,
12/03439/FULL,Westminster,,Completed,All Other,"Demolition of existing building and erection of single building comprising car parking at basement level, commercial floorspace at part lower ground floor (Class A1/A3) and part ground floor (Class A1) levels and 78 residential units at part lower ground, part ground floor and first to ninth floor levels; rooftop plant; communal amenity space at fourth floor level; cycle parking; access to basement car parking off Hopkins Street; and new daytime walkway between Ingestre Place and Hopkins Street.","Trenchard House, 19-25","Trenchard House, 19-25",Broadwick Street,,W1F 0DF,12/03/2013,05/02/2016,,,78,0,78,78,78,Approved,07/12/2012,,,
65568/APP/2014/3150,Hillingdon,,Completed,All Other,Change of Use of first floor from office (Use Class B1) to residential (Use Class C3) and conversion of part of ground floor and the first floor into into 1 self contained studio flat and retention of office use (Use Class B1) on part of ground floor involving alterations to front elevation,84,84,Cowley Mill Road,Uxbridge South,UB8 2QD,03/07/2015,03/07/2015,,,1,0,1,1,1,Approved,12/11/2014,,,
13/04256/P,Croydon,,Completed,All Other,Demolition of garages; erection of 2 three storey buildings comprising a total of 12 two bedroom flats; provision of associated parking,Garages at,Garages at,Ellis Road,Coulsdon,CR5 1DX,24/06/2014,02/09/2015,,,12,0,12,12,12,Approved,24/03/2014,,,
A2013/66951,Sutton,,Completed,All Other,Conversion of loft space involving the formation of a dormer extension at rear and alteration of existing roofline provision of two rooflights at front and window at side to form a self contained one bedroomed flat together with the removal of existing shed to provide one parking space.,90A,90A,CHURCH HILL ROAD,Carshalton,SM5 2PB,01/02/2015,14/08/2015,,,1,0,1,1,1,Approved,04/04/2013,,,
2015/2120,Wandsworth,,Completed,Prior Approval,Determination as to whether prior approval is required for change of use of ground floor from retail (Class A1) to one residential unit (Class C3).,244,244,Battersea Bridge Road,,SW11 3AA,22/06/2015,31/03/2016,,,1,0,1,1,1,Approved,22/06/2015,,,
15/00677/P3JPA,Lambeth,,Completed,Prior Approval,Application for Prior approval for the change of use of Use Class B1 (Offices) to provide a studio unit (Use Class C3) at first floor levels.,28,28,Farm Avenue,,SW16 2UT,01/01/2016,01/04/2016,,,1,0,1,1,1,Approved,05/03/2015,,,
67990/APP/2014/3376,Hillingdon,,Completed,Prior Approval,Change of use to 1 self contained studio flat (Prior Notification),439,439,Victoria Road,,HA4 0EG,26/09/2015,26/09/2015,,,1,0,1,1,1,Approved,14/11/2014,,,
12/3446/FUL,Richmond upon Thames,,Completed,All Other,Demolition of existing lock up unit and erection of a new retail shop with separate habitable accommodation over and extension to the existing garage workshop (AMENDED PLANS including changes to Design / Landscaping / Parking (two garages to be used at rear of Stangate Mansions).,Vehicle Repair Unit And Number 70,Vehicle Repair Unit And Number 70,Tower Road,,TW1,04/08/2014,31/05/2015,,,1,0,1,1,1,Approved,25/11/2013,,,
12/01526/P,Croydon,,Completed,All Other,"Demolition of garages at rear; construction of third floor to provide an additional 6 two bedroom and 2 one bedroom flats; provision of associated parking spaces; erection of gates and fencing, refuse and cycle store enclosures.",Purley Court,Purley Court,Brighton Road,Purley,CR8 2BL,27/09/2013,23/10/2015,,,8,0,8,8,8,Approved,05/03/2013,,,
2013/3373,Wandsworth,,Completed,Prior Approval,Conversion of first/second floor office units (Class B1a) into a 1-bed duplex residential unit (Class C3).,8,8,Putney High Street,,SW15 1SL,,01/04/2016,,,1,0,1,0,1,Approved,14/08/2013,,,
H/04042/14,Barnet,,Completed,All Other,"Demolition of existing garage blocks and erection on 1no. bungalow and 2no. two storey dwelling houses with associated car parking, cycling storage, refuse and recycling area.",Garage site at Green Lane,Garage site at Green Lane,Green Lane,Edgware,HA8 8EG,02/02/2015,23/12/2015,,,3,0,3,3,3,Approved,19/09/2014,,,
13/01956/FUL,Bexley,,Completed,All Other,Erection of 1 x 2 bedroom detached dwellinghouse with associated parking and landscaping to the rear of 34 Garden Avenue.,34,34,Garden Avenue,Bexleyheath,DA7 4LF,05/03/2015,07/10/2015,,,1,0,1,1,1,Approved,28/03/2014,,,
TP/98/1267/1,Enfield,,Completed,All Other,"Fourth floor extension to existing block to provide an additional 12 residential flats (comprising seven one-bed and five two-bed units) and additional parking areas - renewal of permission under Ref:TP/98/1267, together with submission of details of materials, surfacing, levels, enclosure, parking/turning, access roads/parking, planting, refuse storage, and wheel cleaning submitted pursuant to conditions 1-2-3-4-5-7-9-11-12 of approval under Ref:TP/98/1267, together with amendment of legal agreement from 1936 relating to open space and external materials.","1, ELLINGTON COURT","1, ELLINGTON COURT",HIGH STREET,,N14 6LA,17/11/2014,30/09/2015,,,12,0,12,12,12,Approved,08/12/2009,,,
13/AP/2464,Southwark,,Completed,All Other,Proposed use of the basement as a residential flat (previous use as a flat that has been abandoned due to inactivity).,169,169,Camberwell Grove,,SE5 8JS,03/03/2015,03/03/2016,,,1,0,1,1,1,Approved,14/10/2013,,,
12/01536/FULM,Bexley,,Completed,All Other,"Re-development of the site as one block, up to six-storeys high, to provide a total of 50 later living retirement apartments, comprising 31 one-bed and 19 two-bed units, with communal facilities, 24 parking spaces and landscaping.","Kingswood House, 47-51","Kingswood House, 47-51",Sidcup Hill,Sidcup,DA14 6HJ,04/09/2014,12/04/2016,,,50,0,50,50,50,Approved,05/04/2013,,,
12/00298/FULL,City of London,,Completed,All Other,Change of use of upper floors (1st-4th) from office use (Class B1) to two self contained residential (Class C3) units. Replacement of windows to front and rear elevations.,48,48,Aldgate High Street,,EC3N 1AL,30/09/2014,30/09/2015,,,2,0,2,2,2,Approved,06/09/2012,,,
P13-02523PRJ,Enfield,,Completed,Prior Approval,Conversion of second floor offices to 2 self contained flats.,"ADRIAN NICHOLAS COURT, 41","ADRIAN NICHOLAS COURT, 41",SILVER STREET,,EN1 3TD,01/04/2014,31/03/2016,,,2,0,2,2,2,Approved,17/01/2014,,,
2011/5060,Wandsworth,,Completed,All Other,Alterations involving construction of new third floor accommodation above blocks A and D to provide 8 new self-contained flats including roof terraces.,"Blocks A & D Hillgate Place, 18-20","Blocks A & D Hillgate Place, 18-20",Balham Hill,,SW12 9ER,31/03/2015,31/03/2016,,,8,0,8,8,8,Approved,19/03/2012,,,
12/01925/COFUL,Westminster,,Completed,All Other,"Infill of undercroft to provide two residential units (1 x 2 bed and 1 x 3 bed), with associated external alterations including new windows, doors and walls and new bin enclosure.",Repton House,Repton House,Charlwood Street,,SW1V 2LD,16/12/2013,01/05/2015,,,2,0,2,2,2,Approved,02/07/2012,,,
2014/5125,Wandsworth,,Completed,All Other,Conversion of rear part of existing ground floor commercial unit to form a self-contained one-bedroom flat with new entry door.,"Ground Floor, 20","Ground Floor, 20",Lavender Hill,,SW11 5RN,31/03/2015,06/07/2015,,,1,0,1,1,1,Approved,31/10/2014,,,
13/03503/P3JPA,Lambeth,,Completed,Prior Approval,"Application for Prior approval for the change of use of first, second and third floors Class B1 (Offices) to provide 3 residential units (Use Class C3).",77,77,Westow Hill,,SE19 1TX,01/04/2015,08/10/2015,,,3,0,3,3,3,Approved,30/09/2013,,,
3327/13,Redbridge,,Completed,All Other,Change of use of existing offices (B1) to 1 x 2 bedroom flat (C3). (Retrospective),227B,227B,High Road,London,E18 2PB,28/10/2015,28/10/2015,,,1,0,1,1,1,Approved,25/04/2014,,,
14/07413/FULL,Westminster,,Completed,All Other,"Use of basement as self-contained one-bed flat (Class C3), installation of lightwell at front and alterations to install a door and window to front facade into the lightwell.",40,40,Crawford Street,,W1H 1JL,03/01/2015,02/03/2016,,,1,0,1,1,1,Approved,22/12/2014,,,
2014/3601,Wandsworth,,Completed,Prior Approval,Prior approval for conversion of class B1a office to 2 bedroom residential unit (class C3).,72,72,Lightermans Walk,,SW18,24/06/2015,31/03/2016,,,1,0,1,1,1,Approved,26/08/2014,,,
15/1028/ES191,Richmond upon Thames,,Completed,All Other,Use of 51a Third Cross Road as a self-contained residential dwelling.,51A,51A,Third Cross Road,,TW2 5DY,24/04/2015,24/04/2015,,,1,0,1,1,1,Approved,24/04/2015,,,
13/12275/FUL,Kingston upon Thames,,Completed,All Other,"Alterations to existing coach house to form a 1-bedroom, 2-storey house with access from Glenville Road to reduce first floor",63A-63B,63A-63B,PARK ROAD,,KT2 6DE,31/07/2015,04/08/2015,,,1,0,1,1,1,Approved,24/03/2014,,,
34799/APP/2009/2800,Hillingdon,,Completed,All Other,"2 three-bedroom two storey semi-detached dwellings and 3 three-bedroom two storey terraced dwellings with amenity and parking space, involving the demolition of outbuildings to rear of existing dwelling No.47 and rear extensions from No.43 and installation of new crossover.","Land Rear of 35 - 43, known as 45","Land Rear of 35 - 43, known as 45",Yeading Lane,Yeading,UB4 0EN,21/01/2014,29/07/2016,,,5,0,5,5,5,Approved,02/02/2011,,,
20545/APP/2012/2848,Hillingdon,,Completed,All Other,"Alterations, additions and conversion of existing building to create 41 flats with associated car parking, refuse and recycling facilities, amenity space and landscaping.",PACKET BOAT HOUSE,PACKET BOAT HOUSE,PACKET BOAT LANE,COWLEY,UB8 2JR,20/04/2014,04/02/2016,,,41,0,41,41,41,Approved,06/06/2013,,,
2011/5207,Wandsworth,,Completed,All Other,"Demolition of existing buildings. Erection of buildings up to 8-storeys high plus basement to provide 152 flats (including 38 Affordable units), 2,228sq.m. of commercial accommodation for retail, food and drink, business and community uses (Class A1, A2, A3, B1, D1) with associated parking, private amenity space and public realm with access through the site.",3-4 and land at rear (21-23),3-4 and land at rear (21-23),Osiers Road,,SW18,31/03/2014,23/11/2015,,,152,0,152,152,152,Approved,28/03/2012,,,
14/03040/FUL,Enfield,,Completed,All Other,"Conversion of single family dwelling into 2 self contained flats (1 x 2-bed and 1 x 3-bed) involving a part single, part 2-storey rear extension and conversion of garage / store into a habitable room.",7,7,The Rise,,N13 4BS,09/04/2015,31/01/2016,,,2,0,2,2,2,Approved,09/04/2015,,,
43159/APP/2013/1094,Hillingdon,,Completed,All Other,"Conversion and refurbishment of the Manor House to provide 4 x 2-bed flats, construction of 9 x 3-bed three-storey houses and 10 x 4-bed four-storey houses and a three-storey building comprising 6 x 2-bed flats, refurbishment of the Long Room for continued office use, together with associated car parking and landscaping.",Coppermill Lock,Coppermill Lock,Park Lane,Harefield,UB9 6JA,21/11/2013,01/11/2016,,,29,0,29,29,29,Approved,30/10/2013,,,
2010/1030,Hackney,,Completed,All Other,Construction of a two storey single dwellinghouse.,Rear of 91,Rear of 91,Richmond Road,,E8 3AA,01/06/2014,15/10/2015,,,1,0,1,1,1,Approved,21/06/2010,,,
B2013/68540,Sutton,,Completed,Prior Approval,Prior Approval application to convert existing offices (B1(a)) into ten 1-bed flats providing no car parking on site,1-5 Mulgrave Court,1-5 Mulgrave Court,Mulgrave Road,,SM2 6LF,01/04/2014,31/07/2015,,,10,0,10,10,10,Approved,03/02/2014,,,
B/01786/11,Barnet,,Completed,All Other,Creation of a new third floor level to provide two self-contained units within a pitched and crown roof.,"Hadleyvale Court, 114-116","Hadleyvale Court, 114-116",Hadley Road,Barnet,EN5 5QY,01/06/2014,01/10/2015,,,2,0,2,2,2,Approved,27/06/2011,,,
P0615.14,Havering,,Completed,All Other,Residential deveopment consisting of a two and three storey building (with apartments in the roof) comprising 17no apartments and a two storey building comprising 7no apartments,102-120,102-120,Victoria Road,Romford,RM1 2PA,10/09/2015,24/09/2015,,,24,0,24,24,24,Approved,22/07/2014,,,
14/04333/PRJ,Enfield,,Completed,Prior Approval,Change of use office (B1) to residential (C3) 3 x 2 bed flats.,10,10,Ladysmith Road,Enfield,EN1 3DT,01/01/2015,30/09/2015,,,3,0,3,3,3,Approved,22/12/2014,,,
24485/APP/2013/138,Hillingdon,,Completed,All Other,"Erection of a residential development comprising 28 residential units, private and shared amenity space, child playspace, car and cycle parking and associated works.",FORMER BENTLEY 39,FORMER BENTLEY 39,HIGH STREET,YIEWSLEY WEST DRAYTON,UB7 7QQ,10/03/2014,27/04/2015,,,28,0,28,28,28,Approved,03/07/2013,,,
13/P0928,Merton,,Completed,All Other,DEMOLITION OF EXISTING GARAGE COURT AND DEVELOPMENT OF 7 X RESIDENTIAL UNITS COMPRISING OF 4 X TWO BEDROOM MAISONETTES AND 3 X ONE BEDROOM FLATS.,Garages adjoining Armfield Cottages,Garages adjoining Armfield Cottages,Armfield Crescent,,CR4 2JJ,10/05/2015,22/12/2015,,,7,0,7,7,7,Approved,28/11/2013,,,
13/16361/PNO,Kingston upon Thames,,Completed,Prior Approval,"Change of use from Use Class B1a (Offices) to Use Class C3 (12 x studio apartments, 8 x 1 bedroom flats and 4 x 2 bedroom flats).",1-3 Jupiter Court,1-3 Jupiter Court,Tolworth Rise South,Surbiton,KT5 9NE,09/08/2013,01/08/2019,,,21,0,21,21,21,Approved,30/07/2013,,,
15/0029/P3JPA,Richmond upon Thames,,Completed,Prior Approval,Change of use of ground floor B1 office building to C3 residential use (2 x 1 bed units),48 - 50,48 - 50,Ashley Road,,TW12 2HU,01/05/2015,13/01/2016,,,2,0,2,2,2,Approved,23/02/2015,,,
38671/APP/2014/533,Hillingdon,,Completed,All Other,Change of use of first floor from Use Class B1(a) (Offices) to Use Class C3 (Dwelling Houses) to create 1 x 1-bed self contained flat involving installation of balcony and alterations to elevations,1094a,1094a,Uxbridge Road,Hayes,UB4 8QH,31/07/2014,17/08/2015,,,1,0,1,1,1,Approved,23/04/2014,,,
14/02364/FULL1,Bromley,,Completed,All Other,"Part demolition of Hayes Court (Grade II listed) and detached outbuildings on site. Change of use and restoration of part of Hayes Court to accommodate 8 apartments (1 one bedroom and 7 two bedroom) and erection of 15 detached and mews style houses (1 x three bedroom, 8 x four bedroom and 6 x five bedroom) with associated communal and allocated car parking and landscaping including refuse/recycling store and cycle store",Hayes Court,Hayes Court,West Common Road,Hayes Bromley,BR2 7AU,10/12/2014,22/09/2016,,,23,0,23,23,23,Approved,17/12/2014,,,
DC15/094312,Lewisham,,Completed,All Other,"The construction of a two storey plus lower ground floor and roof space building at 2 Church Rise SE23 to provide 2 one-bedroom self-contained flats, 5 two bedroom self-contained flats and 1 three bedroom self-contained flat, together with the provision of 3 car parking spaces, 14 bicycle spaces and refuse/recycling stores.",2,2,CHURCH RISE,,SE23 2UD,01/01/2016,31/03/2016,,,8,0,8,8,8,Approved,29/12/2015,,,
2009/0914,Hackney,,Completed,All Other,"Demolition of 87-95 Curtain Road and erection of an 8-storey building plus basement to provide 720sqm of A1(Retail) and/or A3 (Restaurant), 2204sqm of B1(a) (office) , and 8 residential units (1x1-bed, 5x2-bed and 2x4-bed).",87 - 95,87 - 95,Curtain Road,,EC2A 3BS,15/12/2012,15/08/2015,,,7,0,7,7,7,Approved,21/07/2009,,,
B/04038/13,Barnet,,Completed,Prior Approval,Change of use from B1 office to C3 residential. (First floor Rear),"Francis House, 2","Francis House, 2",Park Road,,EN5 5RN,01/06/2014,01/01/2016,,,1,0,1,1,1,Approved,22/10/2013,,,
12/00458/FULL,City of London,,Completed,All Other,Change of use from dental practice (Class D1) use at part 1st floor and office (Class B1) use at part 1st to 4th floors to residential (Class C3) use at 1st to 4th floors to provide four x two bedroom units.,5 - 7,5 - 7,Artillery Lane,,E1 7LP,30/09/2015,30/09/2015,,,4,0,4,4,4,Approved,26/10/2012,,,
2014/03806/PD56,Hammersmith and Fulham,,Completed,Prior Approval,Change of use of first floor and part of second floor from offices (Class B1) into 3 self-contained flats (Class C3).,"Habib House, 9 - 13","Habib House, 9 - 13",Fulham High Street,,SW6 3JH,26/01/2015,28/08/2015,,,4,0,4,4,4,Approved,23/09/2014,,,
13/14480/FUL,Kingston upon Thames,,Completed,All Other,"Demolition of Care Home and Erection of 4 no. 3 Bedroom Dwellings, 4 no. 4 Bedroom Dwellings and Off-Street Car Parking.",Yew Tree House,Yew Tree House,Church Road,Worcester Park,KT4 7RN,08/05/2014,05/05/2015,,,8,0,8,8,8,Approved,29/07/2013,,,
