LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Net units with commencement date,Net units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
21/2920/FUL,London Borough of Barnet,26/05/2021,Completed,All Other,"Erection of a three-storey block of comprising 9no new self-contained flats over an existing car park. Associated parking, cycle store, amenity space and refuse and recycling",Land to north of Graham Lodge,,Graham Road,,NW4 3DG,31/01/2023,31/01/2023,,,9,0,9,9,9,Approved,31/03/2022,,,
20/04931/FULL,Westminster,05/08/2020,Completed,All Other,"Variation of Conditions 1, 10, 12, 13, and 40 of planning permission dated 19 March 2018 (RN: 17/09368) namely to allow amendments to the Quadrangle courtyard including amendments to the cobble layout, installation of a sesame lift, installation of rising bollards within carriageway entrance, amendments to kerb levels within the Quadrangle; amendments to roof top bar at sixth floor level and flexible use as C1/A3/A4, installation of additional windows to the fifth floor and installation of external grilles to the to the east and north elevations.",Old War Office Whitehall London SW1A 2EU,,,,,,01/04/2023,,,85,0,85,85,85,Approved,29/06/2021,,,
21/04461/FULL1,Bromley,01/10/2021,Completed,All Other,Demolition of the existing garage and the erection of a three bedroom chalet bungalow with parking and tandem double garage for No2.,,2,Westcott Close,Bickley,BR1 2TU,20/09/2022,20/09/2022,,,1,0,1,1,1,Approved,24/12/2021,,,
21/P0628,Merton,10/02/2021,Completed,All Other,"CONVERSION OF SINGLE DWELLINGHOUSE INTO 4 X SELF-CONTAINED FLATS, INVOLVING THE ERECTION OF TWO STOREY REAR AND SIDE EXTENSIONS, ROOF EXTENSION, INSERTION OF WINDOWS ON THE SIDE ELEVATIONS AND INTERNAL ALTERATIONS.",Dawud Apartments,33,Graham Road,Surrey,,15/10/2021,15/10/2022,,,4,1,3,3,3,Approved,21/06/2021,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=21/P0628
20/04069/FUL,Enfield,23/12/2020,Completed,All Other,Sub-division of site and conversion of the single family dwellinghouse into 2 dwellinghouses (1 x 3bed and 1 x 1bed) involving new boundary fence and associated parking.,,4,Barber Close,,N21 1BE,01/04/2022,31/03/2023,,,2,1,1,1,1,Approved,16/07/2021,,,
19/00952/FUL,Bexley,15/04/2019,Completed,All Other,Conversion and alterations of first floor to provide 3 x 1 bed flats and 1 self-contained office.,,"43, 45",Bellegrove Road,,DA16 3PB,01/04/2022,17/09/2022,,,3,0,3,3,3,Approved,10/06/2019,,,
18/01379/FUL,Enfield,25/04/2018,Completed,All Other,"Redevelopment of site involving part-demolition of garages and erection of 3-storey block of 7 self-contained flats (1 x Studio, 3 x 1-bed, 1 x 2-bed and 2 x 3-bed) with associated parking and landscaping.",Parking Adjacent To Tiptree Drive,,,,EN2 6TY,01/04/2022,31/03/2023,,,7,0,7,7,7,Approved,20/09/2019,,,
21/02346/FUL,Bexley,10/09/2021,Completed,All Other,"Change of use from residential (Class C3) to a hostel (Class Sui Generis), external alterations and a single storey rear extension.",,369,Blackfen Road,,DA15 9NJ,01/04/2022,01/07/2022,,,0,1,-1,-1,-1,Approved,23/11/2021,,,
18/00852/FUL,London Borough of Bexley,11/04/2018,Completed,All Other,Erection of a part two/part three storey building to provide 4 x 2 bed and 1 x 1 bed flats.,Station Approach Clinic,,William Foster Lane,,DA16 3AT,01/04/2023,01/04/2023,,,5,0,5,5,5,Approved,20/09/2018,,,
21/03406/FUL,Lambeth,22/09/2021,Completed,All Other,Demolition of the existing property and redevelopment of the site involving the erection of 2 three-storey single dwellinghouses with provision of refuse and cycle storage and replacement boundary treatment.,,106,Lilford Road,,SE5 9HR,01/07/2022,24/01/2024,,,2,1,1,1,1,Approved,25/03/2022,,,
221174FUL,Ealing,17/03/2022,Completed,All Other,Conversion of a single dwellinghouse into 3 self-contained flats; and conversion of garage into a habitable room including associated external alteration involving the insertion of a window in lieu of the garage door opening,3 Barge Drive,,Barge Drive,Southall,UB2 4FH,,21/01/2023,,,4,1,3,3,3,Approved,11/05/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/221174FUL;
20/05642/GPDO,Croydon,30/10/2020,Completed,Prior Approval,Prior approval for a change of use of part of the existing betting shop (sui generis) to C3 dwellinghouses) to create 4 no. flats,,1A,Northwood Road,,CR7 8HU,01/02/2023,31/03/2023,,,4,0,4,4,4,Approved,22/12/2020,,,
2022/2254,Wandsworth,21/06/2022,Completed,All Other,Use of property as a four bedroom single dwelling house.,,42,Ritherdon Road,London,SW17 8QF,16/08/2022,16/08/2022,,,1,3,-2,-2,-2,Approved,16/08/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/2254
21/01679/GPDO,Croydon,,Completed,Prior Approval,Notification for prior approval under the GPDO 2015 for the change of use under Class M from professional services (A2) to residential (C3) unit at the rear of the ground floor only to provide a single dwelling.,138 Brighton Road Coulsdon CR5 2XR,,,,,31/03/2023,31/03/2023,,,1,0,1,1,1,Refused,27/05/2021,,,
2021/03425/FUL,Hammersmith & Fulham,04/11/2021,Completed,All Other,"Conversion of existing dwellinghouse into 2 x 2 bedroom and 2 x 1 bedroom self-contained flats; infilling of both side windows and 1no rear window, and installation of a new enlarged window to the rear of first floor back addition; infilling of 1no door to the side and 2no windows to rear of ground floor back addition; formation of bin store in the front garden, and bicycle stand in the front and rear gardens.",,10,Old Oak Road,London,W3 7HL,11/07/2022,08/03/2023,,,6,2,4,4,4,Approved,13/05/2022,,,
19/P3850,Merton,30/10/2019,Completed,All Other,DEMOLITION OF THE EXISTING HOUSE AND ERECTION OF A NEW TWO STOREY DWELLINGHOUSE WITH ROOMS IN ROOF SPACE,,119,Home Park Road,Wimbledon,SW19 7HT,01/04/2021,01/02/2023,,,1,1,0,0,0,Approved,18/12/2019,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=19/P3850
21/04773/FUL,Lambeth,09/12/2021,Completed,All Other,"Conversion of the first and second floor flat to provide three flats, including the replacement of the first floor rear bay window and the installation of refuse and cycle stores.",,19,Montrell Road,,SW2 4QD,08/06/2022,01/01/2023,,,3,1,2,2,2,Approved,07/06/2022,,,
2022/0378,Hackney,17/02/2022,Completed,All Other,Erection of a rear roof extension and change of use from single family dwelling to 6 person&nbsp;HMO&nbsp;,,2,DARVILLE ROAD,HACKNEY,N16 7PS,01/04/2023,01/04/2023,,,1,1,0,0,0,Approved,01/02/2023,,,/planning/index.html?fa=getApplication&id=72990
19/03866/FUL,London Borough of Croydon,16/08/2019,Completed,All Other,Alterations and additions to the existing dwelling including conversion of the existing garage to a habitable room,,33,Strathmore Road,,CR0 2JP,01/04/2022,31/03/2023,,,1,1,0,0,0,Approved,19/09/2019,,,
19/02794/FUL,London Borough of Newham,30/10/2019,Completed,All Other,"Erection of front building containing a 1 bedroom dwelling and alterations to the rear building to create 1 x 2 bedroom and 1 x 3 bedroom dwellings with lowered roof, new windows to the rear and altered side elevation; cycle parking, bin and garden provision.",,58,High Street South,East Ham,E6 6ET,,31/03/2023,,,3,0,3,3,3,Approved,17/12/2019,,,
0561/19,Redbridge,24/04/2019,Completed,All Other,Change of use from dwelling (C3) to small HMO for up to 6 people (C4). (Summary).,,222,Fencepiece Road,,,08/02/2023,08/02/2023,,,1,1,0,0,0,Approved,18/06/2019,,,
21/AP/2171,London Borough of Southwark,13/08/2021,Completed,All Other,Change of use from a dwellinghouse (Use Class C3) to a residential care home (Use Class C2).,,63,Marcia Road,,SE1 5XF,,01/06/2022,,,0,1,-1,-1,-1,Approved,07/10/2021,,,
22/P0076,Merton,21/02/2022,Completed,All Other,APPLICATION FOR CHANGE OF USE OF A CLASS E (FORMER CLASS B1(C)) UNIT TO PROVIDE 2 X 1 BED FLATS AND A SMALL B8 UNIT (PART RETROSPECTIVE),Blucher Court,4,Cromwell Road,London,SW19 8LE,20/07/2022,06/08/2022,,,2,0,2,2,2,Approved,19/07/2022,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=22/P0076
20/P1657,Merton,22/05/2020,Completed,All Other,DEMOLITION OF EXISTING DWELLINGHOUSE AND ERECTION OF A NEW TWO STOREY DETACHED DWELLINGHOUSE.,,36,Drax Avenue,Wimbledon,SW20 0EJ,01/10/2020,01/03/2023,,,1,1,0,0,0,Approved,20/07/2020,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=20/P1657
21/05215/FUL,London Borough of Croydon,11/11/2021,Completed,All Other,"Alterations, conversion of single dwelling to form 1 x 3-bed flat and 1 x 2-bed flat (retrospective).",,24,Sandfield Road,,CR7 8AU,01/04/2022,31/03/2023,,,2,1,1,1,1,Approved,16/09/2022,,,
16/00518/REM,Newham,,Completed,All Other,"Application for the approval of reserved matters for 140 residential units and complementary retail floorspace (A1 - A5) with associated car parking, hard and soft landscaping, public realm and associated works pursuant to conditions LCS0.27 and LCS0.28 of outline planning permission 11/90621/OUTODA as varied by 14/00036/VAR being details of layout, scale, appearance, access and landscaping.","Chobham Manor Phase 4, Development Parcel 6.1","Chobham Manor Phase 4, Development Parcel 6.1",Olympic Park Ave,,E20 1FT,01/06/2021,31/03/2023,,,140,0,140,140,140,Approved,09/05/2017,,,
223433FUL,Ealing,05/08/2022,Completed,All Other,Conversion of existing dwellinghouse into two (2) self-contained residential units; alterations to the rear elevational glazing at ground floor level; erection of cycle store and bin store to front garden; provision of rear amenity space.,9 Marlborough Road,,Marlborough Road,Southall,UB2 5LW,,10/12/2022,,,2,1,1,1,1,Approved,28/09/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/223433FUL;
2021/1631,Hackney,25/05/2021,Completed,All Other,"The amalgamation of the ground floor and upper-level flats and the constriction of single-storey, ground floor side infill and rear extensions.",Flat A,98,CARYSFORT ROAD,HACKNEY,N16 9AP,21/10/2021,01/08/2022,,,0,1,-1,-1,-1,Approved,19/07/2021,,,/planning/index.html?fa=getApplication&id=70409
20/3932/FUL,Barnet,01/09/2020,Completed,All Other,Demolition of the existing dwelling at no 234 Oakleigh Road North and erection of 5 no residential units comprising of 1 x 2 storey (2 bedroom) dwelling; and 4x 1 bed units; 4 car parking spaces; 8 cycle spaces and private amenity space.; including refurbishment and erection of a ground and first floor infill rear extension to no 232 to re provide a 2 x bedroom dwelling housing (AMENDED DESCRIPTION),232 And 234 Oakleigh Road North London N20 0TZ,,,,,01/04/2021,15/12/2022,,,5,1,4,4,4,Approved,08/03/2021,,,
2022/1944,Wandsworth,11/05/2022,Completed,All Other,"Variation of condition 2 pursuant to planning permission dated 31/08/2021ref 2021/2373 (Alterations including erection of a mansard roof extension to main rear roof slope, increase in height of front gable, alterations to windows on rear elevation, excavation of front and rear lightwells and extension of existing basement and conversion of property into 4 self-contained flats (2 x 3 bedroom, 1 x 2 bedroom 1 x 1 bedroom flats) with associated refuse and cycle storage.) to create garden space and access door to Flat A; replacement of windows with French doors and safety railings at rear first and second floors, increase in size of Flat A and reduction in size of Flat B; alterations to layout of Flats C and D.",,49,Selkirk Road,London,SW17 0ER,25/08/2022,17/02/2023,,,4,2,2,2,2,Approved,25/08/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/1944
205228FUL,Ealing,04/01/2021,Completed,All Other,Conversion of single dwelling house into three self-contained flats; alterations to door and window openings on ground floor rear elevation,57 Woodstock Avenue,,Woodstock Avenue,London,W13 9UQ,27/11/2020,23/05/2022,,,3,1,2,2,2,Approved,27/08/2021,,,https://pam.ealing.gov.uk/online-applications/PLAN/205228FUL;
20/01757/FULL1,Bromley,20/05/2020,Completed,All Other,"Demolition of existing buildings and erection of a two storey building comprising seven (6 x two bed and 1 x three bed) flats with amenity space and four parking spaces, landscaping and ancillary works.",,21A,Ancaster Road,,BR3 4DZ,03/02/2021,15/07/2022,,,7,0,7,7,7,Approved,13/08/2020,,,
223394CPE,Ealing,19/08/2022,Completed,All Other,Conversion of building to residential dwellinghouse (Use Class C3) (Lawful Development Certificate for an Existing Development),38C Church Road,,Church Road,London,W7 1DL,10/10/2022,10/10/2022,,,1,0,1,1,1,Approved,10/10/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/223394CPE;
21/05475/FUL,London Borough of Croydon,29/11/2021,Completed,All Other,Retrospective application for demolition of the existing attached garage; Erection of a two-storey side extension and basement to form an additional one-bedroom house.,,17,Moreton Road,,CR2 7DN,15/06/2022,16/06/2022,,,1,0,1,1,1,Approved,15/06/2022,,,
2022/2065,Hackney,19/08/2022,Completed,All Other,Existing use of the property as three self contained units (Use Class C3) and installation of doors to rear elevation at ground floor level.&nbsp;,,63,BLACKSTOCK ROAD,HACKNEY,N4 2JW,01/04/2023,01/04/2023,,,3,1,2,2,2,Approved,07/10/2022,,,/planning/index.html?fa=getApplication&id=74316
22/00476/CLE,London Borough of Newham,15/03/2022,Completed,All Other,Application for a Lawful Development Certificate for the existing use of three flats,,11,Ohio Road,Plaistow,E13 8EL,,31/03/2023,,,3,1,2,2,2,Approved,06/05/2022,,,
21/01005/P3O,Lambeth,11/03/2021,Completed,Prior Approval,Application for Prior Approval for a change of use from office (Use Class B1(a)) to 2 residential flats (Use Class C3).,96A Branksome Road London SW2 5JA,,,,SW2 5JA,19/04/2022,31/03/2023,,,2,0,2,2,2,Approved,24/08/2021,,,
224313CPE,Ealing,26/10/2022,Completed,All Other,Continued use of property as two self-contained flats (Lawful Development Certificate for an Existing Use),102 Cowper Road,,Cowper Road,London,W7 1EJ,13/12/2022,13/12/2022,,,2,1,1,1,1,Approved,13/12/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/224313CPE;
HGY/2019/0737,Haringey,25/02/2019,Commenced,Prior Approval,"Notification of Prior Approval for the proposed change of use of the first and second floors of the buildings at 87A and 89A High Road, N22 from Office Use (Class B1(a)) to Dwellinghouses (Class C3).","87A & 89B, High Road, London, N22 6BB",87A and 89A,,,,14/04/2022,,,,4,0,4,4,4,Not Required,17/04/2019,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GE01AAG
230497CPE,Ealing,07/02/2023,Completed,All Other,Continued use of first and second floor of property as two self-contained residential units (1 x 2 bed and 1x1 bed) and associated works (Lawful Development Certificate for an Existing Use),3A Grosvenor Parade,,Uxbridge Road,London,W5 3NN,28/03/2023,28/03/2023,,,2,1,1,1,1,Approved,28/03/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/230497CPE;
P1880.20,Havering,17/12/2020,Completed,All Other,Extending existing Retail and conversion of existing single residential unit to convert into 2 x 2-bed and 1 x 1-bed self contained flats.,44 VICTORIA ROAD,,ROMFORD,,RM1 2JH,22/04/2022,22/12/2022,,,3,1,2,2,2,Approved,26/02/2021,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P1880.20
HGY/2019/1793,Haringey,13/06/2019,Completed,All Other,Construction of 2 x 2-bedroom self-contained houses. with outside space for refuse and bike storage. Including the partial demolition of a redundant part of the rear of the existing building and existing boundary fences.,"451, West Green Road, London, N15 3PL",451,,,,06/03/2021,10/01/2023,,,2,0,2,2,2,Approved,22/11/2019,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GIw7AAG
20/03122/FUL,London Borough of Bexley,20/01/2021,Completed,All Other,Conversion of house into 1 X 2 bedroom ground floor apartment and 1 X 2 bedroom first/second floor duplex apartment.,,68,Palmeira Road,,DA7 4UX,14/04/2022,14/04/2022,,,2,1,1,1,1,Approved,12/04/2021,,,
22/5207/191,Barnet,28/10/2022,Completed,All Other,Use of the property as House in Multiple Occupation (HMO) (Class C4) for 3 people,,13A,Queens Avenue,Finchley Central,N3 2NN,23/12/2022,23/12/2022,,,1,1,0,0,0,Approved,23/12/2022,,,
21/P2558,Merton,08/07/2021,Completed,Prior Approval,PRIOR APPROVAL FOR CHANGE OF USE FROM OFFICES (CLASS B1(A)) TO DWELLINGHOUSES (CLASS C3),Alliance House,2B,Prince George's Avenue,Raynes Park,,15/09/2022,20/12/2022,,,2,0,2,2,2,Approved,01/09/2021,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=21/P2558
21/00240/FULL1,Bromley,11/01/2021,Completed,All Other,"First floor rear extension to form 1no. one bedroom flat with rear terrace, and alterations to existing flat to include internal alterations, addition of rooflight and creation of rear terrace.",,"12, 16",High Street,,BR7 5AN,01/12/2021,15/02/2023,,,1,0,1,1,1,Approved,30/03/2021,,,
HGY/2020/1853,Haringey,21/07/2020,Completed,All Other,"Construction of a part two, part three storey rear extension to create an additional residential unit, and associated upgrades to the building.","252, Archway Road, London, N6 5AX",,,,,01/03/2022,07/09/2022,,,1,0,1,1,1,Approved,28/09/2020,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GKimAAG
P2020/3329/PRA,Islington,23/11/2020,Completed,All Other,Prior Approval application in relation to the following considerations arising from the change of use of the existing offices (Use Class B1a) to provide 8x residential (Use Class C3) units under "Class O" of Schedule 2 of the Town and Country Planning (General Permitted Development) Order (GDPO) 2016 (as amended): a) transport and highways impacts of the development; b) contamination risks on the site; c) flooding risks on the site; d) impacts of noise from commercial premises on the intended occupiers of the development; and e) the provision of adequate natural light in all habitable rooms of the dwellinghouses,,3,Barnsbury Square,London,,,03/11/2022,,,8,0,8,0,8,Approved,18/01/2021,,,
21/P2564,Merton,29/07/2021,Completed,All Other,"CONVERSION OF SINGLE DWELLINGHOUSE INTO 2 x SELF CONTAINED FLATS; INVOLVING THE ERECTION OF A REAR ROOF EXTENSION, INSERTION OF 2X ROOFLIGHTS ON THE FRONT ROOFSLOPE, ERECTION OF AN EXTERNAL STAIRCASE AND PROVISION OF CYCLE AND BIN STORAGE.",,106,Park Avenue,Mitcham,,01/10/2021,01/09/2022,,,2,1,1,1,1,Approved,27/09/2021,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=21/P2564
19/P0418,Merton,14/01/2019,Completed,All Other,Erection of a single storey end-of-terrace dwelling with basement level incorporating new vehicular crossover to Wydell Close and off-street parking.,Roman House,,Wydell Close,Morden,SM4 4NS,01/09/2019,30/06/2022,,,1,0,1,1,1,Approved,26/03/2019,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=19/P0418
21/AP/2666,London Borough of Southwark,06/08/2021,Completed,All Other,Certificate of lawfulness for the change of use from C3 (residential) to C4 (small HMO); and the like-for-like replacement of all white upvc single glazed windows with white upvc double glazed windows.,"River Court, Flat 8",,Upper Ground,,SE1 9PE,,29/09/2022,,,1,1,0,0,0,Approved,29/09/2021,,,
DM2019/01252,Sutton,31/07/2019,Completed,All Other,"Erection of a three storey building comprising six 2-bed self contained flats, provision of six car parking spaces and hard and soft landscaping and bin stores.",Land Corner Of Wellesley Court And Stonecot Hill Sutton,,,,,22/04/2021,08/11/2022,,,6,0,6,6,6,Approved,22/11/2019,,,
21/04807/FUL,Enfield,29/12/2021,Completed,All Other,"Sub-division of site and erection of 1No. end-of-terrace dwelling with private amenity space and associated car and cycle parking involving part single, part 2-storey rear and 2-storey side extension and front porch to existing dwelling.",,42,Kendal Avenue,,N18 1NG,01/04/2022,31/03/2023,,,1,0,1,1,1,Approved,03/02/2022,,,
22/01970/CEU,Enfield,13/06/2022,Completed,All Other,Use of property as 2 self-contained flats.,99 Marlborough Road London N22 8NL,,,,,20/09/2022,20/09/2022,,,2,0,2,2,2,Approved,20/09/2022,,,
19/01725/FUL,London Borough of Bexley,16/07/2019,Completed,All Other,"Demolition of existing rear extension and erection of a 3/4 storey rear extension for mixed use to provide office space on the ground floor and 8 residential dwellings comprising 5 x 1 bed and 3 x 2 bed flats with associated amenity space, landscaping, vehicular access with car parking and cycle storage, refuse and recycling storage areas.",,104,Sidcup High Street,,DA14 6DS,29/04/2022,29/04/2022,,,8,0,8,8,8,Approved,10/09/2019,,,
20/00486/FULL,Westminster,11/06/2020,Completed,All Other,"Erection of single storey rear extension and creation of an additional residential unit at lower ground floor level (Use Class C3). Alterations to front boundary walls, insertion of stair in lightwell and installation of bin stores with associated alterations to front elevation.",,97,Hamilton Terrace,,NW8 9QY,04/10/2019,10/01/2023,,,1,0,1,1,1,Approved,19/06/2020,,,
21/01848/FUL,Lambeth,28/05/2021,Completed,All Other,"Retrospective application for part change of use of the commercial unit (Use Class E) at ground floor into 2 residential units (Use Class C3), together with installation of windows to the rear.",,262,Amesbury Avenue,,SW2 3BL,06/10/2022,06/10/2022,,,2,0,2,2,2,Approved,06/10/2022,,,
21/1521/FUL,Richmond,13/05/2021,Completed,All Other,"Part infill second floor and roof, removal of rooflights, replacement windows/doors and new doors on ground floor side elevation to facilitate the change of use of part basement, part ground floor and first and second floors from retail (Class E) to residential use (Class C3) to create 8 residential flats",,54,George Street,,TW9 1HJ,,22/12/2022,,,8,0,8,8,8,Allowed,09/11/2021,,,
2021/5316,Wandsworth,22/11/2021,Completed,All Other,"Non Material Amendment under Section 96A of the TCPA in respect of Building N8 pursuant to planning permission 2014/2810 (as amended by planning permission 2019/4186), dated 11th February 2015 for "(a) demolition of existing wholesale Fruit and Vegetable and Flower Market and ancillary buildings and structures, and residential building on Nine Elms Lane (apart from the existing multi storey car park); (b) Construction of mixed-use redevelopment comprising: a new Fruit and Vegetable Market and Flower Market and ancillary uses, including temporary and permanent faade; refurbishment and extension of existing waste collection area (including rooftop sports pitches); residential dwellings; flexible commercial uses, including retail, financial and professional services, caf/restaurant, bar uses and hot food takeaways and offices; non-residential institutions; assembly and leisure uses; temporary storage and distribution buildings and associated works; associated car, cycle and motorcycle parking and servicing and new vehicle accesses, energy centres; and landscaping public realm and open space including part of the Linear Park. All matters reserved apart from access, details of all new markets and supporting buildings, and details of Building N8 and associated landscaping); (c) Site clearance and enabling works. An Environmental Statement was submitted with the application under The Town and Country Planning (Environmental Impact Assessment) Regulations 2011)." Summary of Amendments: Reconfiguration of retail units; Improved access arrangement; minor changes to elevations to reflect amended internal layouts; changing the top floor quadplex into two duplex units, as follows: One duplex unit at Levels 49 and 50 and one duplex unit at Levels 51 and 52 and changing one 4-bed unit at Level 39 to create two 2-bed units"",Site Of Covent Garden Market Authority,Site Of Covent Garden Market Authority,Nine Elms Lane,,SW8 5EE,06/04/2022,31/03/2023,,,299,0,299,299,299,Approved,06/04/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2021/5316
21/AP/1058,London Borough of Southwark,29/03/2021,Completed,All Other,Change of use from Residential (C3 Use Class) to Live/Work unit (Sui Generis).,Flat 3,2,Archie Street,,SE1 3JT,,21/05/2022,,,1,1,0,0,0,Approved,21/05/2021,,,
185418FUL,Ealing,17/12/2018,Completed,All Other,Removal of main roof and replacement with new roof with increased height incorporating two dormers within front roofslope and three roof lights within rear roofslope; and three storey front extension incorporating gable end (following demolition of central glazed component); to facilitate the provision of one self-contained flat at second floor level,1 Hansa Close,,Hansa Close,Southall,UB2 5LH,01/09/2020,20/08/2022,,,1,0,1,1,1,Approved,17/01/2020,,,https://pam.ealing.gov.uk/online-applications/PLAN/185418FUL;
72815/APP/2020/206,Hillingdon,,Completed,All Other,"Use of dwelling as a 6-bed, 6 person House in Multiple Occupation (Application for a Certificate of Lawful Development for a Existing Development)",10 GREATFIELDS DRIVE HILLINGDON,,,,UB8 3QN,18/05/2022,18/05/2022,,,1,1,0,0,0,Approved,17/03/2020,,,
22/AP/3634,London Borough of Southwark,21/10/2022,Completed,All Other,Certificate of Lawfullness (existing) for the use of 7 self-contained flats.,67 Old Kent RoadLondonSouthwark,,,,,,15/12/2022,,,7,0,7,7,7,Refused,15/12/2022,,,
192789,Waltham Forest,20/08/2019,Completed,All Other,"Construction of two, four-storey buildings to accommodate 20 flats (5x1 bed, 12x2 bed and 3x3 bed) together with ancillary amenity space,cycle storage, waste storage, and two disabled parking spaces.","Garages Rear Of 2 To 30 Essex Close,",Former Garages,,,,06/08/2020,01/10/2022,,,20,0,20,20,20,Approved,06/02/2020,,,
19/04906/COFUL,Westminster,27/06/2019,Completed,All Other,"Demolition of existing garage block and erection of a single building containing two, three storey dwelling houses with front areas and private amenity spaces.",Garages Adjacent To Fettes House,,Cochrane Street,,NW8 9ST,12/07/2021,13/06/2022,,,2,0,2,2,2,Approved,19/11/2019,,,
22/2213/FUL,London Borough of Barnet,25/04/2022,Completed,All Other,Internal conversion into 2no. self-contained flats. Associated refuse/recycling and cycle storage,,61,North End Road,Golders Green,NW11 7RL,,10/03/2023,,,2,1,1,1,1,Approved,05/10/2022,,,
22/06994/CLEUD,Westminster,17/10/2022,Completed,All Other,Use of ground to fourth floors as 15 x studio flats and 1 x 1 bedroom flat (Class C3).,,6,St Stephen's Crescent,,W2 5QT,,20/12/2022,,,1,0,1,1,1,Approved,20/12/2022,,,
22/00381/FUL,London Borough of Bexley,08/03/2022,Completed,All Other,Change of use from dwellinghouse (Class C3) including the conversion of garage to a habitable room to provide a 6 bed House of Multiple Occupation for a maximum of 6 persons (HMO) (class C4).,,2A,First Avenue,,DA7 5SX,26/05/2022,24/10/2022,,,1,1,0,0,0,Approved,30/06/2022,,,
22/P1282,Merton,20/04/2022,Completed,All Other,CONVERSION OF SINGLE DWELLINGHOUSE INTO X2 SELF CONTAINED UNITS (2X 3B) INCLUDING SINGLE STOREY REAR EXTENSION AND FIRST FLOOR REAR EXTENSION,,53,Claremont Avenue,New Malden,KT3 6QN,01/08/2022,18/01/2023,,,2,1,1,1,1,Approved,15/06/2022,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=22/P1282
20/03585/FUL,London Borough of Croydon,11/08/2020,Completed,All Other,"Ground floor, first floor and second floor rear extensions and alterations. Provision of two flats and an office on the upper floors. New shop front.",,66,Church Street,,CR0 1RB,01/04/2022,31/03/2023,,,2,0,2,2,2,Approved,06/10/2020,,,
HGY/2019/2328,Haringey,18/07/2019,Commenced,All Other,"Full planning application for the erection of a new third storey mansard roof extension, and the erection of rear extensions at first and second storey to create a 13-bedroom house in multiple occupation (use class sui generis) on the buildings upper flo","58-60, High Road, London, N15 6JU",58-60,,,,06/03/2021,,,,0,1,-1,-1,-1,Approved,18/09/2019,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GENpAAO
7573/APP/2021/757,Hillingdon,25/02/2021,Completed,All Other,"To regularise the use of part of Wise Lane Farm as a residence (C3 Use Class) shown on plans, alongside the use of and/or buildings for keeping horses for recreational or commercial purpose (Application for a Certificate of Lawful Development for an Existing Development).",WISE LANE FARM,,WISE LANE,,,19/08/2022,19/08/2022,,,2,0,2,2,2,Approved,19/08/2022,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=7573/APP/2021/757
21/AP/0592,London Borough of Southwark,19/02/2021,Completed,All Other,Change of use from an 11 unit HMO (Use class Sui generis) into 4 self-contained flats (Use class C3).,93 Herne HillLondonSouthwarkSE24 9LY,,,,,,01/03/2023,,,4,0,4,4,4,Approved,14/04/2021,,,
