LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Net units with commencement date,Net units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
21/2589/PS192,Richmond,19/07/2021,Completed,Prior Approval,Change of use from a single family dwellinghouse (Use Class C3(a)) to a dwellinghouse comprising 4 people living together as a single household and receiving care (Use Class C3(b)).,,23,Cheyne Avenue,,TW2 6AN,29/07/2021,01/02/2022,,,1,1,0,0,0,Approved,10/09/2021,,,
HGY/2020/2589,Haringey,20/10/2020,Completed,All Other,"Retrospective application for conversion of single dwelling to 4 x self-contained flats, in conjunction with single storey rear extension; rear dormer roof extensions to main roof and rear outrigger; alterations to existing windows; installation of front","28, Eastern Road, London, N22 7DD",28,,,,,18/05/2021,,,4,1,3,3,3,Refused,15/12/2020,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GEuRAAW
21/5915/191,London Borough of Barnet,23/11/2021,Completed,All Other,Use of a self contained residential studio flat within the existing loft conversion,,482B,Watford Way,Mill Hill,NW7 2QB,18/01/2022,18/01/2022,,,1,0,1,1,1,Approved,18/01/2022,,,
2019/5540/P,Camden,31/10/2019,Completed,All Other,Change of use of 1st and 2nd floors from office (Class B1) to a 3-bedroom self-contained residential unit (Class C3),,5B,Camden Road,London,NW1 9LG,01/04/2021,26/10/2021,,,1,0,1,1,1,Approved,02/10/2020,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2019/5540/P
19/03637/FULL,Westminster,24/06/2019,Completed,All Other,"Erection of mansard roof extension in association with the use of first, second and new third floor level as two flats (Class C3).",,534,Harrow Road,,W9 3QF,,07/05/2021,,,2,1,1,1,1,Approved,13/08/2019,,,
195239FUL,Ealing,10/12/2019,Completed,All Other,"Construction of a two storey building with habitable loft space comprising six self-contained flats and provision of associated private and communal external amenity space, car parking, cycle storage and refuse/recycling storage facilities.(Following demolition of existing residential building)",4A Hamilton Road,,Hamilton Road,London,W5 2EQ,01/06/2021,08/02/2022,,,2,1,1,1,1,Approved,27/03/2020,,,https://pam.ealing.gov.uk/online-applications/PLAN/195239FUL;
18/P4284,Merton,12/11/2018,Completed,All Other,ERECTION OF 1 BEDROOM TOWNHOUSE,60,60A,Hartfield Crescent,Wimbledon,SW19 3SD,,26/03/2022,,,1,0,1,1,1,Approved,16/05/2019,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=18/P4284
20/05277/LP,Croydon,14/10/2020,Completed,All Other,Use as a C3 Dwellinghouse part (b) covers up to six people living together as a single household and receiving care,,26,Freelands Avenue,,CR2 8HT,01/04/2021,01/12/2021,,,0,1,-1,-1,-1,Approved,03/12/2020,,,
20/03911/LE,London Borough of Croydon,02/10/2020,Completed,All Other,Lawful Development Certificate for continued use of ground floor as a self contained flat instead of a shop and existing use of the first-floor as a self contained flat.,Ground Floor Flat 151 Brighton Road South Croydon CR2 6EH,,,,CR2 6EH,21/01/2021,01/06/2021,,,2,0,2,2,2,Approved,21/01/2021,,,
20/02995/FULL1,Bromley,28/08/2020,Completed,All Other,"Demolition of existing dwelling and construction of detached two storey 6 bedroom dwelling including accommodation in roof, attached garage and front boundary wall and entrance gates",,188,Worlds End Lane,,BR6 7SS,15/03/2023,08/06/2021,,,1,1,0,0,0,Approved,19/11/2020,,,
2021/02114/FUL,London Borough of Hammersmith and Fulham,29/06/2021,Completed,All Other,"Erection of a rear roof extension; erection of a rear extension at second floor level over part of the existing back addition, in connection with the creation of a self-contained studio flat at second floor level; installation of French doors and a Juliet balcony following the removal of an existing window, to the rear elevation at first floor level; installation of a new window following the removal of 3no. existing windows, to the side elevation at first floor level; alterations to the front elevation of the property to include replacement of existing front roof tiles with slate effect tiles, installation of 3no. rooflights in the front roofslope; conversion of the existing three bedroom self-contained flat into a two bedroom self-contained flat at first floor level.",Flat A 358 Wandsworth Bridge Road London SW6 2TZ,,,,SW6 2TZ,,20/12/2021,,,1,0,1,1,1,Approved,14/10/2021,,,
16/3111/RMA,Barnet,12/05/2016,Completed,All Other,"Reserved matters application seeking approval of appearance, landscaping, layout and scale for Phase 4b of the Mill Hill East development pursuant to Outline planning permission reference H/04017/09 dated: 22/9/2011, involving the erection of 188 units in the form of 80 x 1 bedroom flats, 89 x 2 bedroom flats, 12 x 3 bedroom flats, 3 x 3 bedroom houses and 4 x 4 bedroom houses, together with details to discharge the requirements of conditions 5, 8, 26, 27, 29, 32, 35, 48, 52, 58,63, 69, 70, 80, 83 and 85",Millbrook Park (Former Inglis Barracks) Phase 4B,,,Mill Hill,NW7 1PX,01/02/2017,31/03/2022,,,188,0,188,188,188,Approved,03/08/2016,,,
2021/0754,Hackney,09/03/2021,Completed,All Other,Existing use of the premises as two self-contained dwellinghouses (Use Class C3),,4a,BROADWAY MEWS,HACKNEY,E5 9AF,08/06/2021,01/08/2021,,,2,1,1,1,1,Approved,04/05/2021,,,/planning/index.html?fa=getApplication&id=69433
2018/01943/FUL,London Borough of Hammersmith and Fulham,12/06/2018,Completed,All Other,Demolition of light industrial buildings and the redevelopment of the site by the erection of 4no. two storey plus basement single family dwelling houses; provision of 4no. off street parking spaces and associated landscaping.,Land at,,Rigeley Mews,,,,23/03/2022,,,4,0,4,4,4,Approved,13/03/2020,,,
19/4079/FUL,Barnet,24/07/2019,Completed,All Other,"Demolition of existing house and erection of a new two storey detached dwelling. Associated refuse/recycling store, cycle shed",Rogate,,Arkley Drive,Arkley,EN5 3LN,01/04/2021,25/03/2022,,,1,1,0,0,0,Approved,27/11/2019,,,
213324OPDFUL,Ealing,16/04/2021,Completed,All Other,Conversion of existing house into two self-contained flats; Single storey rear/side (part infill) extension; first floor part rear extension; and part rear roof extension to rear outrigger roof slope,61 Wells House Road,,Wells House Road,London,NW10 6ED,10/06/2021,08/04/2022,,,2,1,1,1,1,Approved,10/06/2021,,,https://pam.ealing.gov.uk/online-applications/PLAN/213324OPDFUL;
19/P2936,Merton,07/08/2019,Completed,All Other,DEMOLITION AND REPLACEMENT OF SEMI-DETACHED BUILDING TO FORM 3 x SELF-CONTAINED FLATS,,129,Worple Road,Raynes Park,,27/04/2020,15/09/2021,,,3,1,2,2,2,Approved,20/01/2020,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=19/P2936
HGY/2019/3273,Haringey,16/12/2019,Completed,All Other,"Change of use of retail unit to a residential flat, single storey front and rear extensions, installation of front railings, external alterations to frontage and rear elevation.","Harvey House, Pembroke Road, London, N8 7PU",Harvey House,,,,,18/01/2022,,,1,0,1,1,1,Approved,19/02/2020,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GKBUAA4
1331/APP/2019/1666,Hillingdon,17/05/2019,Completed,All Other,"Section 73 application to vary Condition 9 (Residential Condition - Approved Plans) of planning permission ref: 1331/APP/2017/1883 dated 28/06/2018 (Part demolition of existing factory buildings and associated structures,and redevelopment to provide residential dwellings (Use Class C3), office, retail, community and leisure uses (Use Class A1/A3/A4/B1/B8/D1/D2), commercial floorspace (Use Classes B1c/B2/B8) and Data Centre (Sui Generis), amenity and playspace, landscaping, allotments, access, service yards, associated car parking and other engineering works) (as amended by application ref: 1331/APP/2020/50 dated 06/02/20). The amendments to the approved plans propose: Minor changes to Blocks D, E, F1 and G involving the addition of two residential units in Block E, one additional residential unit in Block G, the reorganisation of 8 residential units in Block G, including internal and external alterations involving minor facade changes, the addition of a number of balconies; and the increase in the refuse and cycle storage area in Block D, unit mix change in Block D, unit Mix change in Block F and unit mix correction to Block C.",FORMER NESTLE FACTORY,,NESTLES AVENUE,,,10/12/2018,31/03/2022,,,11,0,11,11,11,Approved,07/05/2020,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=1331/APP/2019/1666
19/1649/GPD15,Richmond,28/05/2019,Completed,All Other,Conversion of B1(a) office unit at rear ground floor to C3 residential to provide 1 self-contained residential flat. (Proposal description corrected).,,57B,York Street,,TW1 3LP,07/01/2022,31/03/2022,,,1,0,1,1,1,Approved,16/07/2019,,,
202144PABC3,Ealing,29/05/2020,Completed,Prior Approval,"Change of use of part ground floor from Hot food takeaway (Use class A5) to residential use (Class C3) to be used as a 2 bed flat (class M,56 Day Prior Notification Process).",1348 Greenford Road,,Greenford Road,Greenford,UB6 0HL,,22/10/2021,,,1,0,1,1,1,Approved,30/07/2020,,,https://pam.ealing.gov.uk/online-applications/PLAN/202144PABC3;
20/04421/LDCP,Lambeth,21/12/2020,Completed,All Other,Certificate of Lawfulness (proposed) with respect to the change of use from Single Dwelling (Use Class C3) to small House in Multiple Occupation (Use Class C4).,,112,Gleneagle Road,,SW16 6BA,15/03/2021,10/08/2021,,,1,1,0,0,0,Approved,15/02/2021,,,
2019/0073,Hackney,25/02/2019,Completed,All Other,Erection of a roof extension to create an addition storey to provide a two bedroom self-contained dwelling (use class C3),1a,1a,BENTLEY ROAD,HACKNEY,N1 4BY,24/08/2019,24/01/2022,,,1,0,1,1,1,Approved,15/04/2019,,,/planning/index.html?fa=getApplication&id=55761
20/03527/FULL1,Bromley,15/10/2020,Completed,All Other,The change of use of the commercial property back into a residential one bedroom flat (Use Class C3) together with elevational changes.,,4,Anerley Station Road,Penge,SE20 8PT,24/06/2024,08/07/2021,,,1,0,1,1,1,Approved,07/12/2020,,,
74993/APP/2020/4002,Hillingdon,,Completed,All Other,Proposed demolition of the existing garages and construction of 3 x 4-bedroom houses with all parking spaces and external works,"5-31 GARAGE COURT, REAR OF BRAMPTON ROAD",,,,UB10 ODR,08/12/2020,24/11/2021,,,3,0,3,3,3,Approved,08/04/2021,,,
2019/1785,Hackney,13/06/2019,Completed,All Other,Variation of Condition 2 of planning permission granted 30/07/13 (ref: 2012/1739) for the mixed use redevelopment of the site as varied by the permission granted 11/03/14 (ref: 2014/0323) and by the permission granted on10/09/14 (ref: 2014/1279) to allow the subdivision of flats 35 and 36 (units 18 and 19) from 2x3 bed units to 2 studios and 2x2 bed units.,,48,DALSTON LANE,HACKNEY,E8 3AH,22/08/2020,22/02/2022,,,4,2,2,2,2,Approved,24/04/2020,,,/planning/index.html?fa=getApplication&id=21685
202749FUL,Ealing,28/07/2020,Completed,All Other,Construction of a two storey building with habitable loft space to contain 5 self-contained studio flats and provision of associated cycle storage,137 Norwood Road,,Norwood Road,Southall,UB2 4JB,17/01/2019,01/05/2021,,,5,0,5,5,5,Approved,22/02/2021,,,https://pam.ealing.gov.uk/online-applications/PLAN/202749FUL;
20/AP/3295,London Borough of Southwark,16/11/2020,Completed,All Other,"Change of use from C3 (dwellinghouse) to Class E (children's nursery). Relocation of an existing window; installation of a rooflight, a bifold door and a translucent canopy to the rear; construction of a ramp and forming a new opening in the garden wall; increasing the fence height to 2.45m and the installation of a buggy store.",,30,Whateley Road,,SE22 9DD,,01/03/2022,,,0,1,-1,-1,-1,Approved,07/05/2021,,,
181296FUL,Ealing,22/03/2018,Completed,All Other,"`Single-storey infill extension, two-storey rear extension at the ground and first floor and internal alterations to existing building to accommodate a total of 6no. residential units, including rear dormer roof extension with associated refuse storage.'",3 Corfton Road,3,Corfton Road,London,W5 2HP,,22/12/2021,,,2,0,2,2,1,Approved,16/05/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/181296FUL;
HGY/2020/1809,Haringey,31/07/2020,Completed,All Other,"The extension and conversion of the existing ground floor retail unit to provide one 2-bedroom flat, the extension and reconfiguration of the existing residential accommodation on the first floor above to provide one 2-bedroom flat and the erection of a n","22-24, Scales Road, London, N17 9HA",,,,,,15/02/2022,,,4,1,3,3,3,Approved,29/09/2020,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GJ8IAAW
20/1696/GPD15,Richmond,19/06/2020,Completed,Prior Approval,Conversion of offices (Use Class B1a) to 14 flats (Use Class C3),,"18, 22",Church Street,,TW12 2EG,31/03/2021,23/02/2022,,,14,0,14,14,14,Approved,07/08/2020,,,
21/AP/1438,London Borough of Southwark,28/04/2021,Completed,All Other,Certificate of Lawfulness Development (existing) for loft conversion to residential property,,77,Rye Hill Park,,SE15 3JS,,11/06/2021,,,1,0,1,1,1,Approved,11/06/2021,,,
2019/1999,Hackney,30/05/2019,Completed,All Other,"Excavation at basement level including the creation of front and rear lightwells; erection of a ground floor rear extension to wrap around the existing outrigger and erection of a rear dormer window and insertion of two front rooflights, all to facilitate the conversion of extended property into three self-contained flats.",34,34,BROOKE ROAD,HACKNEY,N16 7LS,03/04/2020,01/05/2021,,,3,5,-2,-2,-2,Approved,25/07/2019,,,/planning/index.html?fa=getApplication&id=29317
21/04447/FULL1,Bromley,08/09/2021,Completed,All Other,"Conversion of existing split level flat into two studio flats, replacement of existing garage",,8,Carlton Parade,,BR6 0JB,27/11/2023,24/01/2022,,,2,1,1,1,1,Pre-application Advice Case Completed,30/11/2021,,,
203021,Waltham Forest,19/11/2020,Completed,All Other,"Construction of four storey building to provide retail unit at ground floor and nine residential units at first, second and third floor (3 x 1 bedroom, 2 x 2 bedroom, and 4 x 3 bedroom flats).","Jet Petrol Station, 509 - 515 High Road Leytonstone, Leytonstone, London, E11 4PG",,,,,28/09/2020,01/04/2022,,,9,0,9,9,9,Approved,29/10/2021,,,
HGY/2019/2257,Haringey,11/07/2019,Completed,All Other,Certificate of Lawfulness for the existing use of ground floor premises to the rear of retail unit as a self-contained studio flat.,"1, Albert Road, London, N22 7AA",1,,,,,25/01/2022,,,1,0,1,1,1,Approved,01/07/2021,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GJjpAAG
21/AP/0640,London Borough of Southwark,24/02/2021,Completed,All Other,Continued use as a single residential dwelling (Use Class C3),Flat 219 Blue Anchor LaneLondonSouthwarkSE16 3UL,,,,,,20/04/2021,,,1,0,1,1,1,Approved,20/04/2021,,,
22/00619/FULL2,Bromley,22/03/2022,Completed,All Other,Change of use from a single dwelling house (Class C3) to a House in Multiple Occupation (HMO for up to 8 people (Sui Generis) (RETROPSECTIVE),Atlanta House,247,Southlands Road,,BR1 2EG,24/05/2021,24/05/2021,,,0,1,-1,-1,-1,Approved,23/06/2022,,,
20/02196/FULL1,Bromley,07/07/2020,Completed,All Other,"Erection of 5 storey rear extension; incorporating roof accommodation, rear dormer window and front roof light windows, and internal alterations to provide additional A1 floor space and 2x additional residential flats (3 in total) with associated access and refuse storage. (61-61A Chislehurst Road). (Amended drawings and description).",,61,Chislehurst Road,,BR7 5NP,04/04/2022,04/04/2022,,,3,1,2,2,2,Approved,20/11/2020,,,
73183/APP/2019/868,Hillingdon,18/03/2019,Completed,All Other,Erection of 4-bed single storey dwelling with habitable basement with associated parking and amenity space and installation of crossover to Cygnet Close,LAND REAR OF 40,Land rear of 40,DUCKS HILL ROAD,,HA6 2SB,02/09/2019,22/04/2021,,,1,0,1,1,1,Approved,20/12/2019,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=73183/APP/2019/868
19/01330/OUT,London Borough of Croydon,29/03/2019,Completed,All Other,"Conversion of existing small HMO (C4 use) into 3 x residential flats (C3 use) (1 x 3 bed, 1 x 2 bed and 1 x 1 bed) together with part single part two storey side and rear extensions, rear dormer roof extension, rooflights to front roofslope and repositioned site access (outline application with access, appearance, layout and scale considered and landscaping reserved).",,171,Brigstock Road,,CR7 7JP,,29/07/2021,,,3,1,2,2,2,Approved,24/05/2019,,,
11/00905/FULL,City of London,15/12/2011,Completed,All Other,"Application under Section 73 of the Town and Country Planning Act 1990 to vary Condition 51 of planning permission 10/00152/FULEIA to incorporate minor material amendments to the scheme for alterations to 142- 150 Bishopsgate and 1-17 Devonshire Row (odd numbers), relocation of 1 Stone House Court and redevelopment of Stone House (128-140 Bishopsgate and 77-84 Houndsditch), Staple Hall (87-90 Houndsditch) and 1, 3 and 5 Stone House Court, to provide mixed use development comprising a luxury hotel, residential accommodation, retail uses (A1 - A3), hard and soft landscaping works including provision of a new public plaza, alterations to vehicular and pedestrian access and highways layout together with ancillary plant, servicing and associated works.",Site Bounded By Stone House And Staple Hall Bishopsgate Devonshire Row London EC2,,,,,30/09/2014,31/03/2022,,,320,0,320,320,320,Approved,29/03/2012,,,
214142FUL,Ealing,02/07/2021,Completed,All Other,Conversion of existing dwellinghouse into two self-contained flats (1x2 bed and 1x3 bed).,9 Saxon Road,,Saxon Road,Southall,UB1 1QG,,28/02/2022,,,2,1,1,1,1,Approved,20/08/2021,,,https://pam.ealing.gov.uk/online-applications/PLAN/214142FUL;
172235FUL,Ealing,31/05/2017,Completed,All Other,"Construction of a two-storey, 3-bedroom house on land between Nos 11 and 15 Templeman Road; demolition of buildings within the Copley Castlebar area within the Copley Close Estate (including 47 dwellings, 288 sq. m. floor space in retail use (A1 Use Class), 195 sq. m. floor space in community use (D1 Use Class), and other structures) and the construction of 202 dwellings (46 x 1-bedroom flats, 129 x 2-bedroom flats, 4 x 2-bedroom houses and 23 x 4-bedroom houses) contained in buildings between 3 storeys and a maximum of 8-storeys; replacement retail (A1 Use Class) facilities comprising 412 sq. m. floor space; 195 sq. m community space (D1 Use Class) and community estate management office and meeting room (105 sq. m); alterations to the public highway to accommodate reconfigured and new parking providing a total of 47 spaces on-street, cycle parking facilities (388 spaces), engineering operations, landscaping and public realm works including lighting, landscaping and children's play equipment (Regulation 3 Application by London Borough of Ealing)",Phase 6 (Copley Castle Bar),Copley Close Estate Phase 6,Copley Close,London,W7 1AZ,10/10/2019,27/10/2021,,,202,52,150,150,150,Approved,03/10/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/172235FUL;
19/04547/LE,London Borough of Croydon,24/03/2020,Completed,All Other,Use of proprety as two flats,,9,Little Roke Avenue,,CR8 5NN,24/11/2020,01/06/2021,,,2,1,1,1,1,Approved,24/11/2020,,,
21/01409/CEU,Enfield,14/04/2021,Completed,All Other,Use of property as 5 self-contained flats.,,5,Pymmes Gardens North,,N9 9NU,09/06/2021,18/03/2022,,,5,1,4,4,4,Approved,09/06/2021,,,
HGY/2020/0943,Haringey,16/04/2020,Completed,All Other,"Erection of a 2 storey building comprising 4 self contained residential units and associated landscaping, refuse storage and bicycle storage.","Land to the rear of, 326, Dukes Mews, London, N10 2QN",326,,,,,01/12/2021,,,4,0,4,4,4,Approved,10/07/2020,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GF4oAAG
2020/00317/FUL,London Borough of Hammersmith and Fulham,05/02/2020,Completed,All Other,"Conversion of existing single family dwellinghouse into 3no. self-contained flats, consisting of 1no. one bedroom and 2no. two bedroom flats; erection of a rear roof extension; erection of a rear extension at second floor level, on top of the existing back addition; erection of a part one, part two storey rear extension at lower ground and upper ground floor levels, to the side and rear of the existing back addition; and installation of 3no. rooflights in the front roofslope.",50 Stanlake RoadLondonW12 7HL,,,,,,06/01/2022,,,3,1,2,2,2,Approved,24/04/2020,,,
21/2427/191,London Borough of Barnet,04/05/2021,Completed,All Other,Use as a self-contained flat,"Flat 8, 15A Vivian Avenue London NW4 3UT",,,,NW4 3UT,26/05/2021,26/05/2021,,,1,0,1,1,1,Approved,26/05/2021,,,
19/04158/FUL,London Borough of Croydon,03/09/2019,Completed,All Other,"Change of use of 6 person HMO (Use Class C4) to larger HMO (Sui Generis), provision of associated refuse storage and cycle storage and partial hardstanding to rear.",,3,Chatsworth Road,,CR0 1HE,20/07/2021,31/03/2022,,,1,1,0,0,0,Approved,29/11/2019,,,
19/02245/FUL,Lambeth,20/06/2019,Completed,All Other,"Erection of a mansard roof extension to provide 2 x 2 bedroom flats together with replacement of shop fronts, all windows and front door. Associated cycle parking and refuse storage to the rear of the building at ground floor level.",,244,Brixton Hill,,SW2 1HF,,01/10/2021,,,2,0,2,2,2,Approved,04/11/2020,,,
19/AP/3205,London Borough of Southwark,22/08/2019,Completed,All Other,"Change of use of existing 1st floor from hot food takeaway (Class A5) to residential (Class C3) and the construction of a new 3-storey building behind the existing facade at ground floor, 1st floor and 2nd floor roof level to create 2 No. 1-bed flats; alteration and extension of the ground floor A5 unit; creation of basement level extension incorporating a platform lift, bin store and new rear access for both A5 and C3 use; and associated plant on rear elevation and extraction flue at roof level",168 Lower RoadLondonSouthwark SE16 2UN,,,,,,15/04/2021,,,2,0,2,2,2,Approved,22/01/2020,,,
211704,Waltham Forest,30/06/2021,Commenced,All Other,"Enlargement of existing flat including change of use from an office (Use class E(g)) to 1 x 1-bedroom self-contained residential unit (Use class C3), and replacement of shop front with bay window (Amended Description).","24 And 24b Wood Street, Walthamstow, E17 3HT",,,,,25/03/2022,,,,1,1,0,0,0,Approved,23/03/2022,,,
21/0417/191,London Borough of Barnet,17/02/2021,Completed,All Other,Use as a HMO for 5 people,,49,Bertram Road,Hendon,NW4 3PR,04/08/2021,04/08/2021,,,1,1,0,0,0,Approved,04/08/2021,,,
2019/4135,Hackney,26/11/2019,Completed,All Other,"Erection of a mansard roof extension, single storey rear extension and outrigger extension and alterations to the front lightwell. Conversion of the dwelling into two flats.",49,49,NEVILL ROAD,HACKNEY,N16 8SW,10/11/2017,01/07/2021,,,2,1,1,1,1,Approved,06/02/2020,,,/planning/index.html?fa=getApplication&id=29309
20/3227/FUL,Richmond,20/11/2020,Completed,All Other,"Conversion of a detached 2 flat property to a single dwellinghouse, conversion of garage to entrance hall, rear ground floor extension.",,11A,Atbara Road,,TW11 9PA,28/04/2021,16/03/2022,,,1,2,-1,-1,-1,Approved,16/04/2021,,,
20/03435/FUL,London Borough of Lambeth,09/10/2020,Completed,All Other,"Conversion of existing building to provide 2 x 2 bed and 1 x 3 bed self contained units, involving the erection of a two storey rear extension at lower and upper ground floor levels. Increase in height to the existing rear outrigger and terrace, replacement of windows and associated alterations to the front, side and rear elevations.",,53,Jeffreys Road,,SW4 6QD,01/04/2022,01/04/2022,,,3,1,2,2,2,Approved,14/01/2022,,,
185185FUL,Ealing,08/11/2018,Completed,All Other,"Redevelopment of the building into nine self-contained residential units (4 x 1 bed, 4 x 2 bed and 1 x 3 bed) over basement, ground, first and second floor levels; incorporating front and rear lightwells; provision of private and communal amenity space, cycle and refuse storage; and retention of the off-street parking to the front forecourt",32 Gunnersbury Avenue,32,Gunnersbury Avenue,London,W5 3QL,14/12/2019,27/09/2021,,,9,1,8,8,8,Approved,27/09/2019,,,https://pam.ealing.gov.uk/online-applications/PLAN/185185FUL;
192860FUL,Ealing,27/06/2019,Completed,All Other,"Conversion of dwelling to create two self-contained two-bedroom residential units involving the construction of a front porch extension; alteration of roof from hip-to-gable end, rear roof extension; and the installation of two front rooflights; two storey flank extension; and single storey rear extension with provision of two off-street parking spaces and cycle and refuse storage",172 Manor Farm Road,,Manor Farm Road,Wembley,HA0 1DD,02/07/2020,01/06/2021,,,2,0,2,2,2,Approved,20/01/2020,,,https://pam.ealing.gov.uk/online-applications/PLAN/192860FUL;
DC/17/104640,Lewisham,20/11/2017,Completed,All Other,"The change of use of Gallery (B1) to a Live/work unit (B1/C3) at unit 3 Ashby Mews, SE4.",Unit 3,,"Ashby Mews, London",,SE4 1TB,01/02/2022,01/02/2022,,,1,0,1,1,1,Approved,30/04/2020,,,
21/02287/FUL,Enfield,07/07/2021,Commenced,All Other,Change of use from Use Class C3 (dwelling house) to Use Class C4 (house in multiple occupation) (RETROSPECTIVE).,47 Winsford Terrace Edmonton London N18 1BQ,,,,,01/04/2021,,,,1,1,0,0,0,Approved,25/01/2022,,,
HGY/2019/1698,Haringey,21/06/2019,Completed,All Other,"Demolition of existing building and redevelopment of site involving the construction of a part 3, part 4-storey block of 9no.flats, with associated car parking and amenity space.","77, Creighton Avenue, London, N10 1NR",77,,,,17/02/2020,16/09/2021,,,9,1,8,8,8,Approved,14/08/2019,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GK5RAAW
20/AP/3206,London Borough of Southwark,04/11/2020,Completed,All Other,"Conversion of first and part second floors to create five new apartments, alongside associated works including the construction of a timber screen, balustrade, refuse and recycling storage, and secure bicycle parking.",25 Dulwich VillageLondonSouthwarkSE21 7BW,,,,,,02/01/2022,,,5,0,5,5,5,Approved,15/01/2021,,,
2021/0784,Hackney,31/03/2021,Completed,All Other,Existing use as a self-contained dwelling (Use class C3),"Flat 37, Dehavilland Studios",20,THEYDON ROAD,HACKNEY,E5 9NY,12/05/2021,12/05/2021,,,1,0,1,1,1,Approved,26/05/2021,,,/planning/index.html?fa=getApplication&id=69725
HGY/2020/2054,Haringey,05/08/2020,Completed,All Other,Certificate of lawfulness for the existing use of the property as two self-contained flats.,"66, Dunbar Road, London, N22 5BE",,,,,,30/11/2021,,,2,1,1,1,1,Approved,30/09/2020,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GHR8AAO
21/02141/FUL,Enfield,09/06/2021,Completed,All Other,Conversion from 2no. x self-contained flats into a single family dwelling,,15A,Elmwood Avenue,,N13 4HG,,,,,1,2,-1,-1,-1,Approved,19/11/2021,,,
2021/1861,Hackney,11/06/2021,Completed,All Other,Existing use of the site as 6 flats,,179,POWERSCROFT ROAD,HACKNEY,E5 0PR,23/09/2021,23/09/2021,,,6,0,6,6,6,Approved,05/08/2021,,,/planning/index.html?fa=getApplication&id=70555
213432FUL,Ealing,04/05/2021,Completed,All Other,"Conversion of single dwellinghouse into two self-contained units with associated landscaping, bin storage, refuse storage and cycle storage.",62 Iveagh Avenue,,Iveagh Avenue,London,NW10 7DH,,25/08/2022,,,2,1,1,1,1,Approved,22/06/2021,,,https://pam.ealing.gov.uk/online-applications/PLAN/213432FUL;
19/03640/FUL,London Borough of Croydon,05/08/2019,Completed,All Other,"Erection of a two storey five bedroom detached house with internal garage, including associated landscaping and bike store.",,12,Hartley Old Road,,CR8 4HG,01/01/2021,11/05/2021,,,1,0,1,1,1,Approved,12/09/2019,,,
182075FUL,Ealing,01/05/2018,Completed,All Other,"Change use from four self-contained flats (Use Class C3) to a large House of Multiple Occupation (Use Class Sui Generis) comprising of 8 bedrooms across five floors, and continued use of the commercial unit at part lower ground/ground floor levels.",13 The Avenue,13,The Avenue,London,W13 8JR,01/10/2020,19/09/2021,,,0,4,-4,-4,-4,Approved,25/06/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/182075FUL;
21/04769/FUL,Lambeth,11/01/2022,Completed,All Other,"Erection of a mansard roof extension incorporating 2 rear and 2 front dormers and erection of a single storey, ground floor, side and rear wrap-around extension and conversion to a small house of multiple occupancy (HMO), Use Class C4.",,67,Colmer Road,,SW16 5LA,01/04/2022,15/03/2024,,,1,1,0,0,0,Approved,23/03/2022,,,
21/01589/CLE,London Borough of Newham,22/06/2021,Completed,All Other,Application for a Lawful Development Certificate for the existing use of two self-contained flats.,,98A,Sixth Avenue,Manor Park,E12 5PS,,31/03/2022,,,2,1,1,1,1,Approved,17/08/2021,,,
2021/1576,Hackney,19/05/2021,Completed,All Other,Existing use of the premises as a self-contained dwelling (use class C3).&nbsp;,"Flats 15, Soda Studios",268,KINGSLAND ROAD,HACKNEY,E8 4BH,07/07/2021,08/07/2021,,,1,0,1,1,1,Approved,07/07/2021,,,/planning/index.html?fa=getApplication&id=70482
2019/0786,Hackney,04/03/2019,Completed,All Other,Partial demolition of 180-182 Shoreditch High Street together with internal alterations and change of use to flexible commercial (A1/A2/A3/A4) and refurbishment of existing residential units (C3) and associated access and storage together with other associated works (in association with Listed Building Consent 2019/0832),180 - 182,180 - 182,SHOREDITCH HIGH STREET,HACKNEY,E1 6HY,18/04/2021,30/07/2021,,,1,2,-1,-1,-1,Approved,27/11/2019,,,/planning/index.html?fa=getApplication&id=31881
