LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Net units with commencement date,Net units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
P/2013/4437,Ealing,29/10/2013,Completed,All Other,Two storey side extension and front porch extension to provide a new self-contained dwelling and single storey rear extension to existing house.,39 Lee Road,39,Lee Road,Greenford,UB6 7BS,18/12/2016,01/06/2018,,,1,0,1,1,1,Approved,18/12/2013,,,https://pam.ealing.gov.uk/online-applications/PLAN/P/2013/4437;
17/P2280,Merton,19/06/2017,Completed,Prior Approval,PRIOR APPROVAL IN RESPECT OF THE PROPOSED CHANGE OF USE FROM RETAIL (CLASS A1 AND A2) TO RESIDENTIAL (CLASS C3); ASSOCIATED WORKS,251,2c,Rustic Avenue,London,SW16 6PD,01/09/2019,01/04/2020,,,1,0,1,1,1,Comment Issued,09/08/2017,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=17/P2280
P2019/0367/PRA,Islington,31/01/2019,Completed,All Other,Prior Approval application in relation to the following considerations arising from the change of use of the first floor of the building to provide 2 (1 one bedroom and 1 two bedroom) residential (Use Class C3) units under "Class O" of Schedule 2 of the Town and Country Planning (General Permitted Development) Order (GDPO) 2016 (as amended): a) transport and highways impacts of the development; b) contamination risks on the site; c) flooding risks on the site; and d) impacts of noise from commercial premises on the intended occupiers of the development.,Former,222,Seven Sisters Road,London,,,01/04/2019,,,2,0,2,0,2,Approved,25/04/2019,,,
HGY/2019/0347,Haringey,01/02/2019,Completed,All Other,Certificate of lawfulness for use as property as residential (Use Class C3),"Flat 4, 12, Overbury Road, London, N15 6RH","Flat 4, 12",,,,29/03/2019,29/03/2019,,,1,0,1,1,1,Approved,29/03/2019,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GGvlAAG
19/00202/LDCE,London Borough of Lambeth,21/01/2019,Completed,All Other,Application for a Lawful Development Certificate (Existing) for the use of the property as 3 self contained flats.,,18,Saltoun Road,,SW2 1EP,19/03/2019,19/03/2019,,,3,1,2,2,2,Approved,19/03/2019,,,
P/2012/0164,Ealing,18/01/2012,Completed,All Other,"Construction of a two storey building with living accommodation at roof level to accommodate 22 flats (6 x one-bedroom, 13 x two-bedroom and 3 x three-bedroom); associated provision of 12 x off-street car parking spaces, private and communal amenity spaces, cycle parking and refuse storage (following demolition of existing buildings)",4-14 Shakespeare Road,4-14,Shakespeare Road,London,W7 1LR,18/03/2016,03/05/2019,,,22,4,18,18,18,Approved,18/04/2013,,,https://pam.ealing.gov.uk/online-applications/PLAN/P/2012/0164;
17/P3983,Merton,19/12/2017,Completed,All Other,"Conversion of upper floor flat into 2 self-contained flats involving a rear roof extension, 1 rooflight to the front roof slope, 2 rooflights to the rear outrigger, new and replacement windows and doors to the rear and alterations to the external staircase to the rear.",10,10A,Lambton Road,Raynes Park,SW20 0LR,01/06/2018,01/03/2019,,,2,1,1,1,1,Approved,18/05/2018,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=17/P3983
182205,Waltham Forest,21/06/2018,Completed,All Other,Lawful Development Certificate (Existing) - Continuous use of propertyas 2 x 1 bedroom and 1 studio flats.,3,3,HIGHAM PLACE,Walthamstow,E17 6DD,01/02/2019,01/02/2019,,,3,0,3,3,3,Approved,01/02/2019,,,https://builtenvironment.walthamforest.gov.uk/planning/index.html?fa=getApplication&id=44249
181951CPE,Ealing,24/04/2018,Completed,All Other,Use of single storey outbuilding as self-contained dwelling (Lawful Development Certificate for an Existing Use),129A Greenford Avenue,129A,Greenford Avenue,London,W7 1HA,18/05/2018,18/05/2018,,,1,0,1,1,1,Approved,18/05/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/181951CPE;
190190,Waltham Forest,29/01/2019,Completed,All Other,Lawful Development Certificate (Existing) - Continuous use of propertyas 1 x 1 bedroom self contained flat and 1 x 2 bedroom self contained flat.,28,28,CLEVELAND PARK CRESCENT,"Walthamstow, London",,26/03/2019,26/03/2019,,,2,0,2,2,2,Approved,26/03/2019,,,https://builtenvironment.walthamforest.gov.uk/planning/index.html?fa=getApplication&id=40060
P2015/2355/FUL,Islington,10/06/2015,Commenced,All Other,"The proposal comprises the installation of a replacement shopfront, the erection of a first floor and second floor rear extension and a mansard roof extension to facilitate conversion to 3 self contained units (1x2bed, 1x1bed and 1x3bed) plus associated external amenity space.",,105,Charterhouse Street,London,EC1M 6HW,,,,,3,1,2,0,3,Approved,11/12/2015,,,
190263FUL,Ealing,21/01/2019,Completed,All Other,Conversion of dwellinghouse into two flats; and construction of rear roof dormer extension and rooflights to the front roof slope (part retrospective),78 Abbotts Road,78,Abbotts Road,Southall,UB1 1HU,01/04/2019,09/05/2022,,,2,1,1,1,1,Approved,01/04/2019,,,https://pam.ealing.gov.uk/online-applications/PLAN/190263FUL;
HGY/2018/1465,Haringey,,Completed,All Other,Certificate of lawfulness for the existing use of the propertys as 7 self-contained studio flats.,8,8,Hornsey Park Road,Wood Green,N8 0JP,31/10/2018,31/10/2018,,,7,1,6,6,6,Approved,31/10/2018,,,
PP/2015/4908,Ealing,28/09/2015,Completed,All Other,"Construction of a two storey 2 bedroom dwellinghouse, alterations to existing front boundary walls, associated car parking space, refuse storage, bicycle storage and rear and front garden.",3A,3a,Somerset Road,London,W13 9PD,05/12/2017,15/02/2019,,,1,0,1,1,1,Approved,13/01/2016,,,https://pam.ealing.gov.uk/online-applications/PLAN/PP/2015/4908;
163762FUL,Ealing,26/07/2016,Completed,All Other,Three storey side/rear infill extension to existing building to create six residential units (6 x 2 bedroom self-contained flats) with associated bin / recycling storage and cycle storage,Woodlands Court,Woodlands Court,North Road,Southall,UB1 2JS,01/11/2017,21/12/2018,,,6,0,6,6,6,Approved,07/11/2016,,,https://pam.ealing.gov.uk/online-applications/PLAN/163762FUL;
16/P4516,Merton,02/03/2017,Completed,All Other,APPLICATION FOR THE RETENTION OF EXISTING TWO STOREY 2 BED DWELLING TO THE REAR OF 266 THE BROADWAY (PREVIOUSLY REFUSED 16/P2220),6,6,Bridges Road Mews,Wimbledon,SW19 1FQ,12/06/2018,12/06/2018,,,1,0,1,1,1,Approved,12/06/2018,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=16/P4516
HGY/2017/0766,Haringey,,Completed,All Other,Construction of basement flat and ground floor rear extension with roof terrace above.,21,21,Muswell Road,Hornsey,N10 2BJ,11/11/2018,04/02/2019,,,1,0,1,1,1,Refused,12/06/2018,,,
P2018/2054/COLP,Islington,14/06/2018,Completed,All Other,Certificate of Lawfulness (Proposed) for the conversion of 3no. flats into 2no. self-contained flats.,,189,Tufnell Park Road,London,,,01/04/2019,,,2,3,-1,0,-1,Comment Issued,08/08/2018,,,
PP/2016/0164,Ealing,29/01/2016,Completed,All Other,Construction of 1 x 3 bed two storey attached dwellinghouse with associated car parking and amenity space (following the demolition of the single storey side extension).,20 Chepstow Road,20,Chepstow Road,London,W7 2BG,02/04/2018,15/03/2019,,,1,0,1,1,1,Approved,30/03/2016,,,https://pam.ealing.gov.uk/online-applications/PLAN/PP/2016/0164;
171097FUL,Ealing,12/05/2017,Completed,All Other,Addition of a second floor for the creation of one additional self-contained flat with associated amenity space,9 Warple Mews,9,Warple Mews,London,W3 0RF,01/01/2018,01/04/2019,,,1,0,1,1,1,Approved,06/07/2017,,,https://pam.ealing.gov.uk/online-applications/PLAN/171097FUL;
170317FUL,Ealing,24/01/2017,Completed,All Other,"Conversion of dwellinghouse to accommodate two self-contained residential flats (1 x 1 bed; 1 x 2 bed); incorporating first floor side/rear extension with associated refuse storage, car parking, cycle storage and amenity space",104 Devon Close,104,Devon Close,Greenford,UB6 7DR,18/09/2017,01/06/2018,,,2,1,1,1,1,Approved,15/03/2017,,,https://pam.ealing.gov.uk/online-applications/PLAN/170317FUL;
18/00476/FULL1,Bromley,13/02/2018,Completed,All Other,"Demolition of existing dwellinghouse and construction of a two storey, with additional roof accommodation, six bedroom dwellinghouse and associated parking/landscaping.",,13,Barnfield Wood Road,,BR3 6SR,17/01/2020,17/01/2020,,,1,1,0,0,0,Approved,06/04/2018,,,
PP/2015/1002,Ealing,16/02/2015,Completed,All Other,Construction of an additional storey on top of two three storey buildings (resulting in two 4-storey buildings) to provide 5 additional self-contained flats (3x two bedrooms and 2x one bedrooms) and associated cycle and bin storage and amenity space (balconies),1-16 Badminton Close,1-16,Badminton Close,Northolt,UB5 4NA,18/01/2016,07/03/2019,,,5,0,5,5,5,Approved,31/07/2015,,,https://pam.ealing.gov.uk/online-applications/PLAN/PP/2015/1002;
16/2642/FUL,Richmond upon Thames,26/07/2016,Commenced,All Other,"Demolition of existing garages for development of 4 no. residential units (3 no. 1 bed and 1 no. 2 bed units) and associated parking, cycle and refuse store, hard and soft landscaping. Resiting of existing refuse store/area serving Salliesfield development.",Garages Rear Of Salliesfield,,Kneller Road,,,,,,,4,0,4,0,4,Approved,20/06/2017,,,
P2014/3020/FUL,Islington,10/09/2014,Completed,All Other,"The demolition of the existing office (B1 a) building and the erection of a seven storey building with basement to provide 9 residential units ( 5 x 2 beds, 2 x 3 beds and 2 x 1 beds) and 950 sqm of B1 (a) office (B1 a) floor space, together with front landscaping and ancillary refuse and bicycle storage..",Arena House,66 - 68,Pentonville Road,London,,01/10/2015,09/01/2019,,,9,0,9,9,9,Approved,06/11/2014,,,
185021CPE,Ealing,12/11/2018,Completed,All Other,Continued use of a dwelling as two self-contained flats (Lawful Development Certificate for an Existing Use),75 Queens Road,75,Queens Road,Southall,UB2 5AZ,04/01/2019,04/01/2019,,,2,1,1,1,1,Approved,04/01/2019,,,https://pam.ealing.gov.uk/online-applications/PLAN/185021CPE;
15/P3457,Merton,01/09/2015,Completed,All Other,DEMOLITION OF THE EXISTING DERELICT TWO-STOREY BUILDING AT THE REAR AND ERECTION OF NEW TWO BEDROOM BUNGALOW.,Building Used For Storage At Rear Of 121,Land Rear of 121,Manor Road,Mitcham,CR4 1JD,29/11/2016,31/03/2019,,,1,0,1,1,1,Approved,06/06/2016,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=15/P3457
P2017/2905/PRA,Islington,01/08/2017,Completed,All Other,Notification for Prior Approval for the change of use of the rear of the ground floor shop (Use Class A1) to residential (Class C3) consisting of 1no. x two-bedroom flat.,,194,Seven Sisters Road,London,N4 3NX,,01/04/2019,,,1,0,1,0,1,Approved,25/09/2017,,,
163820FUL,Ealing,27/07/2016,Completed,All Other,"Construction of an attached two storey dwellinghouse (1 x 2 bed) with associated car parking, amenity space, cycle storage and refuse storage provision on land adjacent 78A Melbury Avenue, Southall (following demolition of garage)",78A,78A,Melbury Avenue,Southall,UB2 4HT,01/01/2018,12/07/2018,,,1,0,1,1,1,Approved,01/06/2017,,,https://pam.ealing.gov.uk/online-applications/PLAN/163820FUL;
PP/2015/0622,Ealing,03/02/2015,Completed,All Other,"Conversion of property from single family dwelling to two self-contained units (1x1 bed flat and 1x3 bed flat) including construction of a two storey, part three storey rear extension",36 Chaucer Road,36,Chaucer Road,London,W3 6DR,31/03/2018,05/08/2018,,,2,1,1,1,1,Approved,31/03/2015,,,https://pam.ealing.gov.uk/online-applications/PLAN/PP/2015/0622;
172835FUL,Ealing,02/06/2017,Completed,All Other,Conversion of single family dwellinghouse into two self-contained flats (1x2 bed and 1x1 bed); front porch extension; retention of car parking area to the rear and provision of cycle and bin storage areas;,678 Whitton Avenue West,678,Whitton Avenue West,Northolt,UB5 4LA,04/12/2017,27/01/2019,,,2,1,1,1,1,Approved,25/08/2017,,,https://pam.ealing.gov.uk/online-applications/PLAN/172835FUL;
16/01530/FULL1,Bromley Custodian Code,11/04/2016,Completed,All Other,Demolition of existing dwelling and erection of a 5 bed detached house with attached garage (amended siting of house to previously approved application ref: 15/04608),,28,Wickham Way,,BR3 3AF,02/08/2016,05/02/2019,,,1,1,0,0,0,Approved,06/06/2016,,,
16/3276/FUL,London Borough of Barnet,18/05/2016,Completed,All Other,Demolition of existing building and erection 4 storey building with parking at lower ground level to provide 9no self-contained units. Commercial unit (A3 use) at lower ground level,108-112 Regents Park RoadLondonN3 3JG,,,,,,10/09/2019,,,9,2,7,7,7,Approved,13/07/2016,,,
17/P0004,Merton,19/12/2016,Completed,All Other,DEMOLITION OF EXISTING RESIDENTIAL DWELLING AND THE ERECTION OF 2 x 5 BED DWELLINGHOUSES,Former,122,Copse Hill,Wimbledon,SW20 0NL,07/08/2017,01/11/2018,,,2,1,1,1,1,Approved,13/04/2017,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=17/P0004
17/P2445,Merton,21/06/2017,Completed,All Other,"ERECTION OF A 2 BED DETACHED BUNGALOW, WITH COURTYARD, GARDEN, VEHICULAR CROSSOVER, DRIVEWAY AND REFUSE & RECYCLING STORAGE IN THE REAR GARDEN OF 96 CARISBROOKE ROAD",Land rear of 96,1,Nineteenth Road,Mitcham,CR4 1GY,14/01/2018,31/03/2019,,,1,0,1,1,1,Approved,29/09/2017,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=17/P2445
170699FUL,Ealing,13/02/2017,Completed,All Other,"Conversion of a single family dwelling house into six self-contained residential units, incorporating excavation of basement with lightwells to rear outrigger; two-storey rear extension; installation of a bay window on the first floor rear elevation; with associated amenity space; car parking and refuse storage (Partially Retrospective Application and in a Modified Form)",41 Gordon Road,41,Gordon Road,London,W5 2AP,26/03/2019,27/03/2019,,,6,1,5,5,5,Approved,26/03/2019,,,https://pam.ealing.gov.uk/online-applications/PLAN/170699FUL;
19/02599/FULL1,Bromley,17/06/2019,Completed,All Other,Conversion of existing single storey building to form 1 two bedroom dwelling together with addition of new overall shallow pitched roof and provision of bin and bicycle storage.,,159,Ravenscroft Road,,BR3 4TN,27/11/2018,27/11/2018,,,1,0,1,0,1,Approved,19/08/2019,,,
163981FUL,Ealing,10/08/2016,Completed,All Other,"Conversion of single storey outbuilding into two storey detached dwellinghouse (1 x 2 bed); first floor extension and single storey side to rear (wrap around) extension (including associated car parking, amenity and refuse storage provision)",Land Rear Of,73,Elton Avenue,Greenford,UB6 0PW,06/10/2016,01/04/2019,,,1,0,1,1,1,Approved,06/10/2016,,,https://pam.ealing.gov.uk/online-applications/PLAN/163981FUL;
180757,Waltham Forest,19/03/2018,Completed,All Other,Lawful Development Certificate (Existing)- Continuous use of property as 2 x 2 bedroom flats.,29,29,LYTTELTON ROAD,"Leyton, London",,11/03/2019,11/03/2019,,,2,0,2,2,2,Approved,11/03/2019,,,https://builtenvironment.walthamforest.gov.uk/planning/index.html?fa=getApplication&id=43980
184027,Waltham Forest,10/12/2018,Completed,All Other,Lawful development certificate (existing) - Retention of 5 x 1 bedroomself-contained flats.,120,120,NEW ROAD,Chingford,,04/02/2019,04/02/2019,,,5,0,5,5,5,Approved,04/02/2019,,,https://builtenvironment.walthamforest.gov.uk/planning/index.html?fa=getApplication&id=15048
171507FUL,Ealing,27/03/2017,Completed,All Other,Part two part single storey side/rear extensions (following demolition of existing side and rear extension) to provide 1 x one bedroom 1 x three bedroom flats.,162,162,Boston Road,Hanwell,W7 2HJ,03/09/2017,15/05/2018,,,2,0,2,2,2,Approved,03/05/2017,,,https://pam.ealing.gov.uk/online-applications/PLAN/171507FUL;
HGY/2019/0657,Haringey,29/01/2019,Completed,All Other,Certificate of lawfulness: existing use of a 1x1 bed basement flat,"Flat 7, 2, Hampden Road, London, N8 0HT","Flat 7, 2",,,,19/03/2019,19/03/2019,,,1,0,1,1,1,Approved,19/03/2019,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GJ2GAAW
177929FUL,Ealing,09/11/2017,Completed,All Other,Construction of additional floor within roofspace to accommodate five self contained units with associated refuse and cycle storage.,Woodlands Court,Woodlands Court,North Road,Southall,UB1 2JS,06/08/2018,06/08/2018,,,5,0,5,5,5,Approved,22/06/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/177929FUL;
PP/2015/0413,Ealing,26/01/2015,Completed,All Other,Installation of 3 rooflights on the western side roofslope and one rooflight on the northern roofslope to provide additional habitable space for the conversion of studio into 1 bedroom flat.,"Churchill Court, 94","Churchill Court, 94",Ashbourne Road,,W5 3DL,01/04/2017,01/04/2019,,,1,1,0,0,0,Approved,23/03/2015,,,https://pam.ealing.gov.uk/online-applications/PLAN/PP/2015/0413;
5267/18,Redbridge,22/12/2018,Completed,All Other,Use as flat. (Summary),1A,1A,Ethelbert Gardens,Gants Hill,IG2 6UL,20/02/2019,20/02/2019,,,1,0,1,1,1,Approved,20/02/2019,,,
1645/15,Redbridge,20/05/2015,Completed,All Other,Demolish existing bungalow. Erection of new two storey house. (Summary),65,65,Malford Grove,South Woodford,E18 2DY,17/07/2016,04/01/2019,,,1,1,0,0,0,Approved,07/01/2016,,,
19/00164/LDCE,London Borough of Lambeth,17/01/2019,Completed,All Other,Application for a Certificate of Lawful Use (existing) as two self-contained flats.,,50,Brayburne Avenue,,SW4 6AA,14/03/2019,14/03/2019,,,2,1,1,1,1,Approved,14/03/2019,,,
183545FUL,Ealing,24/08/2018,Completed,All Other,Internal alterations to provide 1 no. additional self-contained residential unit and external alterations including the installation of 6 no. additional rooflights (amendment to previously approved planning application ref: 170590FUL - 7 no. self-contained residential units in total),9 Woodville Road,9,Woodville Road,London,W5 2SE,,31/03/2019,,,7,6,1,1,1,Approved,17/10/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/183545FUL;
PP/2012/4477,Ealing,30/10/2012,Completed,All Other,Conversion of existing house in multiple occupation into three self-contained flats,10,10,Ravenscroft Road,London,W4 5EQ,24/11/2015,01/04/2019,,,3,0,3,3,3,Approved,24/12/2012,,,https://pam.ealing.gov.uk/online-applications/PLAN/PP/2012/4477;
PP/2015/4050,Ealing,14/08/2015,Completed,All Other,Construction of a two storey attached dwelling house to 28 Federal Road; single storey rear extension to 28 Federal Road (following the demolition of existing single storey rear and side extensions); and one additional carparking space.,28 Federal Road,28,Federal Road,Greenford,UB6 7AW,01/10/2017,01/06/2018,,,1,0,1,1,1,Approved,09/10/2015,,,https://pam.ealing.gov.uk/online-applications/PLAN/PP/2015/4050;
74708/APP/2019/1041,Hillingdon,18/04/2019,Completed,All Other,Single storey rear extension and conversion of dwelling into 1 x 2-bed and 1 x 1-bed self contained flats with associated parking and amenity space and alterations to fenestration,551 UXBRIDGE ROAD,551,HAYES,,UB4 8HP,15/05/2019,01/04/2019,,,2,1,1,1,1,Approved,01/07/2019,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=74708/APP/2019/1041
P/2012/3302,Ealing,06/08/2012,Completed,All Other,Continued use of single storey outbuilding as a studio flat (Lawful Development Certificate for Existing Use),84,84,George V Way,Greenford,UB6 7HT,04/12/2018,04/12/2018,,,1,0,1,1,1,Approved,04/12/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/P/2012/3302;
15/07105/FUL,Lambeth,,Completed,All Other,"Demolition of existing buildings on-site and erection of three replacement buildings ranging from five to eight storeys comprising 71 residential units (Use Class C3) and 1,059sqm of commercial floorspace (Use Class B1) with associated parking, landscaping and ancillary works.",86-88,86-88,Gresham Road,,SW9 7NP,29/09/2016,26/06/2019,,,71,0,71,71,71,Approved,12/08/2016,,,
18/P3148,Merton,,Completed,All Other,APPLICATION FOR A LAWFUL DEVELOPMENT CERTIFICATE IN RESPECT OF THE EXISTING CREATION OF TWO SELF CONTAINED DWELLINGS AND ERECTION OF REAR EXTENSION,,,"Alexandra Road, Wimbledon",,SW19 7JY,10/10/2018,10/10/2018,,,2,1,1,1,1,Completed,10/10/2018,,,
178004FUL,Ealing,14/11/2017,Completed,All Other,"Conversion of property into three self-contained residential units (1 x studio, 1 x 1 and 1 x 2 bed); involving change of use of part of ground floor commercial space (Use Class A1) into residential use (Use Class C3); part single and part two storey rear extension, part single and part two storey side infill extension (following demolition of rear ground floor extensions and removal of existing external staircase); associated internal and external alterations, including additional windows and entrance to flank elevation; rear roof extension; installation of one rooflight to front roofslope and two roflights to each side roofslope; and alteration to shop front.",88 Northfield Avenue,88,Northfield Avenue,London,W13 9RR,01/05/2018,01/04/2019,,,3,1,2,2,2,Approved,15/02/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/178004FUL;
HGY/2019/0656,Haringey,19/02/2019,Completed,All Other,Certificate of Lawfulness for the existing use of the 1st and 2nd floors of the property as three self-contained flats.,"266, West Green Road, London, N15 3QR",226,,,,05/04/2019,05/04/2019,,,1,0,1,1,1,Approved,05/04/2019,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GKezAAG
