LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Net units with commencement date,Net units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
HGY/2017/3501,Haringey,,Completed,All Other,Conversion of single family dwellinghouse to 2 no. self contained flats,22,22,Courcy Road,,N8 0QH,02/02/2018,20/01/2019,,,2,1,1,1,1,Approved,08/01/2018,,,
HGY/2017/3542,Haringey,,Completed,All Other,Conversion of 3 existing flats into 2 flats along with new rear extension at lower ground floor and associated landscaping. General refurbishment throughout.,15,15,Shepherds Hill,,N6 5QJ,02/02/2019,18/11/2019,,,2,3,-1,-1,-1,Approved,31/01/2018,,,
HGY/2018/0226,Haringey,,Completed,All Other,Change of use from a small House in Multiple Occupation to 2No. 2 Bedroom self-contained flats,45,45,Allison Road,,N8 0AN,10/02/2019,31/10/2019,,,2,1,1,1,1,Approved,20/02/2018,,,
HGY/2018/0455,Haringey,,Completed,All Other,Extension and subdivision of the existing dwelling to form 1x 3 bed house and 1 x 2 bed house.,92,92,Seymour Avenue,,N17 9ED,01/04/2018,01/01/2019,,,2,1,1,1,1,Approved,05/03/2018,,,
HGY/2018/0787,Haringey,,Completed,All Other,Erection of first floor rear extension and formation of mansard roof to existing back addition loft room and over proposed first floor extension to enable the amalgamating 2 x first floor studios to form a single two bed flat,34,34,Ferme Park Road,,N4 4ED,08/05/2018,26/06/2019,,,1,2,-1,-1,-1,Approved,08/05/2018,,,
HGY/2018/0855,Haringey,,Completed,All Other,Certificate of lawfulness for existing use as six studio flats,3,3,Trinity Road,,N22 8LB,04/05/2018,04/05/2018,,,6,1,5,5,5,Approved,04/05/2018,,,
HGY/2018/1655,Haringey,,Completed,All Other,Certificate of Lawfulness for existing use of 165 Mount Pleasant Road as five self-contained flats,165,165,Mount Pleasant Road,London,N17 6JH,27/06/2018,27/06/2018,,,5,1,4,4,4,Approved,27/06/2018,,,
HGY/2018/1663,Haringey,,Completed,All Other,Certificate of Lawfulness for existing use of 63 Broad Lane as two self-contained flats,63,63,Broad Lane,Tottenham,N15 4DJ,21/06/2018,21/06/2018,,,2,1,1,1,1,Approved,21/06/2018,,,
HGY/2018/1699,Haringey,,Completed,All Other,Certificate of lawfulness: existing use for 5 self-contained units,97,97,Myddleton Road,London,N22 8NE,20/06/2018,20/06/2018,,,5,2,3,3,3,Approved,20/06/2018,,,
HGY/2018/1701,Haringey,,Completed,All Other,Certificate of lawfulness: existing use. 4 self-contained units,104,104,Northumberland Park,Tottenham,N17 0TS,14/06/2018,14/06/2018,,,4,1,3,3,3,Approved,14/06/2018,,,
HGY/2018/1702,Haringey,,Completed,All Other,Certificate of lawfulness for the existing use of the lower-ground/basement floor of the property as a self-contained flat (Flat 42D).,42,42,Palmerston Road,Wood Green,N22 8RG,15/06/2018,15/06/2018,,,2,1,1,1,1,Approved,15/06/2018,,,
HGY/2018/1865,Haringey,,Completed,All Other,Conversion of the existing dwelling house into three self-contained flats. Consisting of 1 x 3 bed; 1 x 2 bed; 1 x 1 bed.,15,15,Belmont Road,Tottenham,N15 3LS,31/03/2019,05/10/2019,,,3,1,2,2,2,Approved,19/07/2018,,,
HGY/2018/1980,Haringey,,Completed,All Other,Certificate of Lawfulness for the proposed amalgamation of two existing ground-floor self-contained studio flats into 1 self-contained 1-bedroom flat.,12,12,Bedford Road,London,N15 4HA,31/03/2019,31/03/2019,,,1,2,-1,-1,-1,Approved,05/07/2018,,,
HGY/2018/2094,Haringey,,Completed,All Other,Conversion of dwelling into 1x 3 bed flat and 1x 2 bed flats in conjunction with single storeyrear.,17,17,Lascotts Road,Wood Green,N22 8JG,17/03/2019,11/09/2019,,,2,1,1,1,1,Approved,30/08/2018,,,
HGY/2018/2201,Haringey,,Completed,All Other,Construction of a ground floor rear side extension following the removal of existing rear extension. Juliet balcony to rear first floor bedroom and reconfiguration of existing two flats into a single family dwellinghouse.,122,122,Rathcoole Gardens,Hornsey,N8 9PG,10/09/2018,05/02/2019,,,1,2,-1,-1,-1,Approved,30/08/2018,,,
HGY/2018/2233,Haringey,,Completed,All Other,Conversion of existing property into two flats with associated works comprising the erection of a single storey 'wraparound' extension to rear and side return; formation of first floor roof terrace above ground floor rear extension; formation of rear roof dormer extension.,126,126,Hewitt Road,Hornsey,N8 0BN,25/11/2018,16/03/2019,,,2,1,1,1,1,Approved,21/08/2018,,,
HGY/2018/2260,Haringey,,Completed,All Other,Demolition of existing outbuilding and side extension. Erection of a new side and rear extension. Creation of self contained 1 bedroom ground floor flat.,87,87,Bruce Grove,Tottenham,N17 6UZ,10/09/2018,31/03/2019,,,1,2,-1,-1,-1,Approved,10/09/2018,,,
HGY/2018/2282,Haringey,,Completed,All Other,Retention of shop frontage and a shop area of 30.44sqm and conversion of remainder of existing Ground Floor into studio flat,406,406,West Green Road,Tottenham,N15 3PX,01/09/2018,01/03/2019,,,3,2,1,1,1,Approved,23/08/2018,,,
HGY/2018/2318,Haringey,,Completed,All Other,Certificate of Lawfulness for existing use of 140 Hermitage Road as two self-contained flats,140,140,Hermitage Road,London,N4 1NL,11/09/2018,11/09/2018,,,2,1,1,1,1,Approved,11/09/2018,,,
HGY/2018/2319,Haringey,,Completed,All Other,Conversion of existing garage to habitable room to enlarge exsiting 1 bed flat to a 2 bed flat,"32, Parkdale","32, Parkdale",Bounds Green Road,Wood Green,N11 2HB,15/11/2018,26/02/2019,,,1,1,0,0,0,Approved,13/09/2018,,,
HGY/2018/2342,Haringey,,Completed,All Other,Proposed single storey rear and side extensions to existing one bedroom self-contained flat to create a two bedroom flat.,72A,72A,Perth Road,Wood Green,N22 5QY,15/10/2018,15/03/2019,,,1,1,0,0,0,Approved,13/09/2018,,,
HGY/2018/2371,Haringey,,Completed,All Other,"Erection of a single storey rear extension and conversion of a Property into three self-contained flats comprising 1 x 3 bedroom flat, 2 x studio flats with associated landscaping of front gardens. In addition, the flats will incorporate an external enclosed bin store and a secure cycle store.",236,236,Boundary Road,Tottenham,N22 6AJ,01/11/2018,01/03/2019,,,3,1,2,2,2,Approved,05/10/2018,,,
HGY/2018/2466,Haringey,,Completed,All Other,Certificate of Lawfulness for Existing Use of an additional self-contained flat (totalling three self-contained flats) at 6 Bruce Castle Road,6,6,Bruce Castle Road,Tottenham,N17 8NJ,27/09/2018,27/09/2018,,,3,2,1,1,1,Approved,27/09/2018,,,
HGY/2018/2494,Haringey,,Completed,All Other,Certificate of Lawfulness for existing use of 109 Allison Road as a HMO for up to 6 occupants (Use Class C4).,109,109,Allison Road,Hornsey,N8 0AP,14/11/2018,26/03/2019,,,1,1,0,0,0,Approved,16/10/2018,,,
HGY/2018/2538,Haringey,,Completed,All Other,Enclosure of the carport to form habitable room. Two-storey lift extension to rear. Loft conversion with a rear dormer window including front roof lights. Minor internal/external alterations.,29,29,Harold Road,Tottenham,N15 4PL,31/03/2019,31/03/2020,,,1,1,0,0,0,Approved,04/10/2018,,,
HGY/2018/2544,Haringey,,Completed,All Other,Demolition of existing conservatory and erection of a replacement single storey rear extension and conversion of the property from an existing HMO comprising 6 bedsits into two self-contained dwellings comprising of a 3-bedroom garden flat at ground floor and a 2-bedroom maisonette on the upper floors.,12,12,Park Avenue,Wood Green,N22 7EX,10/10/2018,17/08/2019,,,2,1,1,1,1,Approved,10/10/2018,,,
HGY/2018/2697,Haringey,,Completed,All Other,"Internal alterations to flat 7 within the rear building to facilitate the conversion of an existing 4-bedroom flat into 2 separate flats, comprising one 2-bedroom flat and one 1-bedroom flat.",Rear 196,Rear 196,West Green Road,Tottenham,N15 5AG,20/12/2018,14/06/2019,,,2,1,1,1,1,Approved,20/12/2018,,,
HGY/2018/2793,Haringey,,Completed,All Other,Proposed basement and reconfiguration of 5 Stuart Crescent to increase from 5 flats to 7 flats (revised application following the grant of application HGY/2018/0287),5,5,Stuart Crescent,Wood Green,N22 5NJ,15/02/2019,06/11/2019,,,7,5,2,2,2,Approved,19/12/2018,,,
HGY/2018/2804,Haringey,,Completed,All Other,"Conversion of the dwelling into three self-contained flats, including single storey rear extension.",80,80,Sylvan Avenue,Wood Green,N22 5HY,11/12/2018,28/09/2019,,,3,1,2,2,2,Approved,11/10/2018,,,
HGY/2018/2937,Haringey,,Completed,All Other,Certificate of Lawfulness for existing use of 66 Park Lane as two self-contained flats,66,66,Park Lane,Tottenham,N17 0JR,23/10/2018,23/10/2018,,,2,1,1,1,1,Approved,23/10/2018,,,
HGY/2018/2965,Haringey,,Completed,All Other,Certificate of Lawfulness for existing use of 45 Fairbanks Road as a C4 HMO (3 to 6 Occupants),45,45,Fairbanks Road,Tottenham,N17 9JL,10/10/2018,10/10/2018,,,3,1,2,2,2,Approved,10/10/2018,,,
HGY/2018/3018,Haringey,,Completed,All Other,Conversion of a 4 bedroom single family dwelling house to 2 flats comprising 1no. 3 bedroom family flat and 1no. studio bedroom flat,7,7,Linkway,Tottenham,N4 1QF,01/01/2019,01/12/2019,,,2,1,1,1,1,Approved,19/11/2018,,,
HGY/2018/3054,Haringey,,Completed,All Other,"Conversion of existing dwelling house into 2 self-contained flats ( 1 x 2 bed , 1 x 3 bed) including single storey side/rear extension.",10,10,Earlham Grove,London,N22 5HJ,01/02/2019,01/03/2020,,,2,1,1,1,1,Approved,10/12/2018,,,
HGY/2018/3105,Haringey,,Completed,All Other,"Conversion of 6 bedroom dwelling into 3 self-contained flats comprising 1x3-bedroom, 1x2-bedroom and 1x1-bedroom flat, with associated alterations to the building including 6 x rooflights, creation of a front gable, single storey rear extension, first floor roof terrace to the rear and new vehicle crossover.",300,300,Philip Lane,Tottenham,N15 4AB,01/01/2019,31/01/2020,,,3,1,2,2,2,Approved,07/12/2018,,,
HGY/2018/3110,Haringey,,Completed,All Other,Certificate of lawfulness: existing use for 2 self-contained studio flats.,130,130,Park View Road,Tottenham,N17 9BL,24/10/2018,24/10/2018,,,2,1,1,1,1,Approved,24/10/2018,,,
HGY/2018/3185,Haringey,,Completed,All Other,Conversion of property into 3 self-contained flats,62,62,Eade Road,Tottenham,N4 1DN,01/03/2019,01/12/2019,,,3,1,2,2,2,Approved,28/02/2019,,,
HGY/2018/3525,Haringey,,Completed,All Other,Certificate of lawfulness: existing use. 2 self-contained units,75,75,Elmar Road,Tottenham,N15 5DH,31/03/2019,31/03/2019,,,2,1,1,1,1,Approved,28/11/2018,,,
HGY/2018/3645,Haringey,,Completed,All Other,Certificate of lawfulness: existing use of property as 4x1 bedroom self-contained units,5,5,Clinton Road,Tottenham,N15 5BH,01/01/2019,01/01/2019,,,4,1,3,3,3,Approved,24/12/2018,,,
HGY/2018/3770,Haringey,,Completed,All Other,Conversion of the dwelling house into 2 self-contained flats. Comprising of 1 x 3-bedroom and 1 x 2-bedroom together with internal alterations.,23A,23A,New Road,Wood Green,N22 5ET,02/02/2019,28/03/2019,,,2,1,1,1,1,Approved,29/01/2019,,,
HGY/2018/3779,Haringey,,Completed,All Other,"Conversion of existing dwelling house into 3 x flats (1x 2b3P; 1x2B4P; 1X3B6P) with associated single storey rear extension, first floor roof terrace with privacy screens, associated external alterations to building including replacement of first floor rear elevation window with glazed doors; insertion of additional window at rear side elevation of first floor; alterations to front door; alterations to existing front garden and access steps; provision of refuse and recycling storage, and covered cycle parking store, to front garden.",308,308,Alexandra Park Road,London,N22 7BD,28/03/2019,20/10/2019,,,3,1,2,2,2,Approved,07/02/2019,,,
HGY/2018/3780,Haringey,,Completed,All Other,Demolition and re-build of existing rear projection to same footprint to accommodate self-contained residential unit within; Insertion of rear roof dormer extension to accommodate additional flat within the existing building with associated reconfiguration of existing flats within the first and second floors.,96,96,Alexandra Park Road,Hornsey,N10 2AE,04/03/2019,20/11/2019,,,4,2,2,2,2,Approved,04/03/2019,,,
HGY/2019/0085,Haringey,,Completed,All Other,"Extension to 4th storey, front elevation and conversion of existing 3 bed flat to form 2no. 2 bedroom flats.",20,20,Crescent Road,Hornsey,N8 8AX,10/03/2019,26/11/2019,,,2,1,1,1,1,Approved,21/02/2019,,,
HGY/2017/2438,Haringey,,Completed,All Other,Construction of 1 x 3-storey building comprising 2 x 1-bed flat.,26,26,Jansons Road,Tottenham,N15 4JU,01/08/2018,31/03/2019,,,3,4,-1,-1,-1,Approved,17/07/2018,,,
HGY/2017/2548,Haringey,,Completed,All Other,"Conversion from a single family dwelling to 2 self-contained flats and one studio, and erection of a side extension to the south of the property",55,55,Harringay Road,,N15 3HU,01/04/2018,01/10/2018,,,3,1,2,2,2,Approved,13/10/2017,,,
HGY/2017/2762,Haringey,,Completed,All Other,"Conversion of existing dwelling house into 3 flats (2x3bed, 1x2bed) and associated erection of single storey rear extension and formation of roof terraces on first and second floors and conversion of existing garden building at rear of site into self-contained two-bedroom dwelling house and associated landscaping of site and insertion of new windows, roof lights and doors.",86,86,Alexandra Park Road,,N10 2AD,10/03/2018,11/11/2018,,,4,1,3,3,3,Approved,13/11/2017,,,
HGY/2016/1851,Haringey,,Completed,All Other,"Reconfiguration, refurbishment and loft conversion with rear dormer window and conversion of first and second floors including loftspace to form 1 x 2 bedroom and 1 x 3 bedroom self-contained flats (amended description)",2,2,Broadway Parade,,N8 9DE,02/02/2019,14/10/2019,,,2,2,0,0,0,Approved,01/08/2016,,,
HGY/2016/2081,Haringey,,Completed,All Other,"Demolition of existing building and redevelopment to provide 16 residential dwellings with associated landscaping, car parking and other associated works",70-72,70-72,Shepherds Hill,,N6 5RH,03/05/2018,25/02/2020,,,16,6,10,10,10,Approved,03/05/2018,,,
HGY/2016/3097,Haringey,,Completed,All Other,"Conversion of existing HMO to form four self-contained flat units (1 x studio, 1 x 3 bed, 2 x 2bed), single storey rear extension, insertion of dormer window and roof light in rear roof slope; insertion of windows in rear and side elevations",63,63,Lausanne Road,,N8 0HL,01/09/2018,01/02/2019,,,4,1,3,3,3,Approved,27/01/2017,,,
HGY/2016/3208,Haringey,,Completed,All Other,"Refurbishment and extension of existing end of terrace dwelling, including demolition of existing rear extension, to convert from single dwelling to 3no. flats, plus erection of new structure adjacent to provide a further 4no new dwellings.",47,47,White Hart Lane,,N22 5SL,01/08/2017,10/02/2019,,,6,1,5,5,5,Approved,06/02/2017,,,
HGY/2016/3876,Haringey,,Completed,All Other,"Retention and modifications to the front facade, demolition of existing house and erection of new build detached house including basement and attic accommodation.",Derwen,Derwen,Compton Avenue,,N6 4LH,05/03/2019,16/11/2019,,,1,1,0,0,0,Approved,28/04/2017,,,
HGY/2016/4107,Haringey,,Completed,All Other,Demolition of existing dwelling (in part) with only the front facade retained and construction of new residential accommodation to form a single dwelling plus all associated development.,23,23,Denewood Road,,N6 4AQ,23/11/2018,25/10/2019,,,1,1,0,0,0,Approved,23/02/2017,,,
HGY/2017/0051,Haringey,,Completed,All Other,Conversion of the existing single family dwelling house into three separate flats (Consisting 3 x 1 bed).,93,93,Hillfield Avenue,,N8 7DG,10/10/2018,20/02/2019,,,3,1,2,2,2,Approved,15/02/2017,,,
HGY/2017/1429,Haringey,,Completed,All Other,Conversion of first and second floors into 2 x 2 Bed self contained flats,74,74,North Hill,,N6 4RL,10/04/2018,21/08/2018,,,2,1,1,1,1,Approved,27/07/2017,,,
HGY/2016/2365,Haringey,,Completed,All Other,Demolition of existing property and construction of new 4 bedroom house.,5,5,Wavel Mews,,N8 8LQ,10/12/2018,15/06/2019,,,1,1,0,0,0,Approved,26/09/2016,,,
HGY/2017/1862,Haringey,,Completed,All Other,Conversion of the existing first and second floor flat into 2 separate flats and erection of a rear dormer.,5,5,White Hart Lane,,N22 5SL,01/08/2018,12/02/2019,,,2,1,1,1,1,Approved,16/08/2017,,,
HGY/2017/2028,Haringey,,Completed,All Other,"Conversion of upper floor flat to 3 no self contained units (1 x 1 bed, 2 x 1 bed studios). Erection of a part first, part second floor rear extension, erection of a rear dormer roof extension and installation of 2 no. rooflights to front roof slope",13,13,Turnpike Lane,,N8 0EP,01/03/2018,05/12/2018,,,3,1,2,2,2,Approved,23/08/2017,,,
HGY/2017/2216,Haringey,,Completed,All Other,"Change of use of lower ground floor bedsits (C4 use) to a two bedroom flat (C3a use) with retention of remaining flats on upper floors as HMO (bedsits); erection of single storey rear extension to serve the lower ground floor flat, replacement and reconfiguration of lower ground floor front elevation windows, reconfiguration of front light well and external access stairs; installation of new refuse and recycling bin store to front of property",64,64,Hillfield Avenue,,N8 7DN,20/06/2018,17/02/2019,,,1,3,-2,-2,-2,Approved,29/08/2017,,,
HGY/2017/2322,Haringey,,Completed,All Other,Demolition of two existing dwellings and construction of two 3-bedroom semi-detached dwellings and one 4-bedroom detached dwelling with associated external landscaping,79,79,Blake Road,,N11 2AJ,20/08/2018,31/01/2020,,,3,2,1,1,1,Approved,22/09/2017,,,
HGY/2018/1330,Haringey,,Completed,All Other,Certificate of lawfulness for the existing use of 4-5 Myddleton Mew as 2 self-contained studio flats.,4-5,4-5,Myddleton Mews,London,N22 8NF,21/05/2018,21/05/2018,,,2,1,1,1,1,Approved,21/05/2018,,,
HGY/2018/0934,Haringey,,Completed,All Other,Conversion of the property to a House of Multiple Occupancy (HMO) for a maximum of nine persons.,21,21,Trinity Road,Wood Green,N22 8LB,17/05/2018,14/01/2020,,,1,1,0,0,0,Approved,17/05/2018,,,
HGY/2018/0946,Haringey,,Completed,All Other,"Extend the property at 541 Green Lanes, at ground, first, second and third floor (roof) levels. The application also includes the change of use on the rear ground floor from ancillary A2 use to C3 residential.",541,541,Green Lanes,Harringey,N8 0RL,01/09/2018,12/03/2019,,,5,3,2,2,2,Approved,25/05/2018,,,
HGY/2018/1017,Haringey,,Completed,All Other,Certificate of Lawfulness for use of 6 Sturrock Close as two self-contained flats,6,6,Sturrock Close,,N15 5JA,27/04/2018,27/04/2018,,,2,1,1,1,1,Approved,27/04/2018,,,
HGY/2018/1028,Haringey,,Completed,All Other,Conversion of second floor flat from two bedroom flat into 2 x 1 bedroom flats (Retrospective).,4-8,4-8,Dorset Road,London,N15 5AJ,30/05/2018,01/04/2019,,,2,1,1,1,1,Approved,30/05/2018,,,
HGY/2018/1134,Haringey,,Completed,All Other,"Change of use from 3 flats back to single family dwelling. The proposal includes rear, front and side extensions at semi-basement level; alterations to the existing rear bay; enlarged rear dormer; and formation of a new front dormer to match adjacent dormers.",68,68,Church Crescent,Hornsey,N10 3NE,10/01/2019,10/09/2019,,,1,3,-2,-2,-2,Approved,13/06/2018,,,
HGY/2018/1140,Haringey,,Completed,All Other,Conversion of existing 2 bed maisonette to form 2no. self-contained studio units,8,8,Ferme Park Road,Hornsey,N4 4ED,07/06/2018,30/08/2019,,,2,1,1,1,1,Approved,07/06/2018,,,
HGY/2018/1197,Haringey,,Completed,All Other,Certificate of lawfulness for the existing use of the property as a small House in Multiple Occupation (HMO) for up to a maximum of 6 persons (Use Class C4).,2,2,Ewart Grove,Wood Green,N22 5NX,09/05/2018,09/05/2018,,,3,1,2,2,2,Approved,09/05/2018,,,
HGY/2018/1274,Haringey,,Completed,All Other,Certificate of Lawfulness for existing use of 12 Bedford Road as seven self-contained flats,12,12,Bedford Road,Tottenham,N15 4HA,31/03/2019,31/03/2019,,,7,1,6,6,6,Approved,11/05/2018,,,
HGY/2018/1364,Haringey,,Completed,All Other,Certificate of lawfulness for use of 137 Middleton Road and 6 Myddleton Mews as 6 self-contained flats,137,137,Myddleton Road,London,N22 8NG,21/05/2018,21/05/2018,,,6,1,5,5,5,Approved,21/05/2018,,,
HGY/2018/1376,Haringey,,Completed,All Other,Certificate of Lawfulness for the existing use of the property as 4 self-contained studio flats and a 2-bedroom 2-person HMO (Use Class C4).,101,101,Lordship Lane,London,N17 6XF,23/05/2018,23/05/2018,,,6,1,5,5,5,Approved,23/05/2018,,,
HGY/2018/1410,Haringey,,Completed,All Other,Certificate of Lawfulness for the use of the property as a dwellinghouse within use class C3(b) allowing it to be used as a small care home for up to six residents.,14,14,Willoughby Lane,London,N17 0SS,07/06/2018,07/06/2018,,,1,1,0,0,0,Approved,07/06/2018,,,
HGY/2018/1450,Haringey,,Completed,All Other,Certificate of Lawfulness for 4 self-contained flats - Existing Use,52,52,Park Lane,London,N17 0JS,21/05/2018,21/05/2018,,,4,1,3,3,3,Approved,21/05/2018,,,
HGY/2018/1452,Haringey,,Completed,All Other,Certificate of Lawfulness for 4 self-contained flats - Existing Use,54,54,Park Lane,London,N17 0JS,21/05/2018,21/05/2018,,,4,1,3,3,3,Approved,21/05/2018,,,
HGY/2018/1481,Haringey,,Completed,All Other,Certificate of lawfulness for the existing use of the loft as a 5th self-contained flat.,1,1,The Avenue,Wood Green,N8 0JR,29/05/2018,29/05/2018,,,5,4,1,1,1,Approved,29/05/2018,,,
HGY/2018/1533,Haringey,,Completed,All Other,Subdivision of existing maisonette into 2 self-contained flats.,1A-1B,1A-1B,Candler Street,Tottenham,N15 6HS,27/07/2018,01/07/2019,,,2,1,1,1,1,Approved,27/07/2018,,,
HGY/2018/2678,Haringey,,Completed,All Other,Conversion and extension of existing dwelling to form two self-contained residential units,39,39,Kirkstall Avenue,Tottenham,N17 6PH,01/12/2018,01/03/2019,,,2,1,1,1,1,Approved,02/11/2018,,,
16/0273/F,Greenwich,,Completed,All Other,"Demolition of existing houses and redevelopment to provide a 4-storey building of 12 residential flats (5x1-bed, 4x2-bed, 3x3-bed) with associated amenity space, landscaping, refuse and recycling storage, car and cycle parking, and adjustment of the vehicular access from Green Lane.",260-262,260-262,Green Lane,Eltham,SE9 3JW,23/01/2018,08/03/2019,,,12,2,10,10,10,Approved,24/02/2017,,,
16/0439/F,Greenwich,,Completed,All Other,Construction of second floor rear extension and retention of first floor rear extension to facilitate conversion of 3-brm flat into 2 x 1-brm flats.,166,166,Trafalgar Rd,Greenwich,SE10 9TZ,17/07/2018,24/09/2018,,,2,1,1,1,1,Approved,04/08/2016,,,
HGY/2015/2302,Haringey,,Completed,All Other,"Rear dormer, external stairs,and conversion of first and second floors and loft to 3 self-contained flats.",4A Broadway Parade,4A Broadway Parade,Tottenham Lane,,N8 9DE,10/08/2018,07/02/2019,,,3,1,2,2,2,Approved,01/10/2015,,,
HGY/2015/3099,Haringey,,Completed,All Other,"Subdivision of existing dwelling to create two self-contained family dwellings including two storey side and single storey rear extension, basement with associated landscaping and parking.",1,1,Stanhope Gardens,,N6 5TT,01/04/2017,15/01/2019,,,2,1,1,1,1,Approved,18/01/2016,,,
HGY/2015/3153,Haringey,,Completed,All Other,Conversion of semi detached house into two self contained flats and erection of side extension.,23,23,Muswell Road,,N10 2BS,16/08/2018,11/11/2018,,,2,1,1,1,1,Approved,01/08/2016,,,
HGY/2015/3383,Haringey,,Completed,All Other,"Relocation of existing side access, removal of existing rear structure and erection of three storey rear side/single storey rear extension to provide 1 x 2 bed, 1 x 1 bed and 2 x studio self contained flats",400,400,High Road,,N17 9JB,01/04/2018,01/10/2018,,,4,2,2,2,2,Approved,31/05/2016,,,
HGY/2016/0104,Haringey,,Completed,All Other,Conversion of dwelling into two units; 1 x Ground Floor Flat and 1 x First Floor maisonette including loft conversion. Formation of roof extension for loft conversion including side dormer and rear balcony dormer and roof light to front elevations.,24,24,Coppetts Road,,N10 1JY,11/11/2018,11/09/2019,,,2,1,1,1,1,Approved,07/03/2016,,,
HGY/2016/0221,Haringey,,Completed,All Other,"Conversion of dwelling to create 4 self-contained units consisting of a 1 x 3-bedroom, 2 x 2-bedrooms, and 1 x 1-bedroom flats, and the creation of lightwells to the front and rear.",40,40,Great North Road,,N6 4LU,13/06/2016,15/04/2018,,,4,1,3,3,3,Approved,26/05/2016,,,
HGY/2016/0303,Haringey,,Completed,All Other,"Conversion from two existing flats (comprising 1 x 3 bedroom and 1 x 2 bedroom) into three self-contained flats (comprising 1 x 3 bedroom flat, 1 x 1 bedroom flat and 1 x studio unit) with a single storey rear extension and a rear roof dormer extension.",51,51,Myddleton Road,,N22 8LZ,23/07/2018,18/07/2019,,,3,2,1,1,1,Approved,15/06/2016,,,
HGY/2015/0914,Haringey,,Completed,All Other,Certificate of Lawfulness for conversion from two flats to single family dwelling house.,268,268,Park Road,,N8 8JY,02/02/2019,11/09/2019,,,1,2,-1,-1,-1,Approved,22/05/2015,,,
HGY2013/1307,Haringey,,Completed,All Other,Conversion of existing dwelling to create 1 x 1 bed and 1 x 3 bed self contained flats,451,451,Green Lanes,,N4 1HE,02/04/2016,01/09/2018,,,2,1,1,1,1,Approved,19/08/2013,,,
HGY2013/2637,Haringey,,Completed,All Other,"Conversion of single family dwelling into 3 self-contained flats comprising of 1 x 3 bed, 1 x 2 bed and 1 x Studio flat and associated works.",28,28,Eastern Road,,N22 7DD,01/10/2017,20/10/2018,,,3,1,2,2,2,Approved,20/06/2014,,,
HGY2014/0725,Haringey,,Completed,All Other,"Change of use at first floor from cafe (A3) to a two bedroom dwelling (C3) with a new street entrance to provide separate residential and commercial access; conversion / refurbishment of the existing residential 2nd and 3rd floors into 2 x one bedroom dwellings, and replacement of dilapidated rear parts on Queens Lane.",249,249,Muswell Hill Broadway,,N10 1DE,30/06/2016,01/07/2018,,,3,1,2,2,2,Approved,07/05/2014,,,
P2018/0911/COLP,Islington,12/04/2018,Completed,All Other,Certificate of Lawfulness for the reversion of two flats into a single dwellinghouse.,Flat B,,Arundel Place,London,N1 1LS,24/06/2019,24/06/2019,,,1,2,-1,-1,-1,Comment Issued,05/06/2018,,,
P2018/1810/COLP,Islington,06/06/2018,Completed,All Other,Certificate of Lawfulness (Proposed) for amalgamation of three existing flats to form one dwellinghouse (Use Class C3),,58,Aberdeen Road,London,N5 2XB,22/04/2019,22/04/2019,,,1,3,-2,-2,-2,Comment Issued,31/07/2018,,,
HGY/2018/3258,Haringey,,Completed,All Other,Demolition of existing single storey extensions at ground and basement level; excavation to create a larger basement together with front lightwell and rear sunken garden; erection of a single storey rear extension at basement level and conversion of property to create four self-contained flats.,39,39,Vartry Road,Tottenham,N15 6PR,01/03/2019,01/03/2020,,,4,1,3,3,3,Approved,14/02/2019,,,
HGY/2018/2398,Haringey,,Completed,All Other,"Conversion of existing dwelling house into two flats (1 x 2 bed, 1 x 1 bed) with associated works comprising; erection of a single storey rear 'wraparound' extension, formation of rear roof dormer extension, creation of roof terrace with privacy screening on part of the existing flat roof to the rear of the property, and insertion of two replacement front roof lights and one rear roof light",28,28,Priory Avenue,Hornsey,N8 7RN,10/02/2019,02/09/2019,,,2,1,1,1,1,Approved,09/10/2018,,,
HGY/2018/0738,Haringey,,Completed,All Other,Conversion into 1 x 3-bedroom maisonette with 2 x 1-bedroom flats above.,34,34,Park Avenue,,N22 7EX,11/04/2018,20/06/2019,,,3,4,-1,-1,-1,Approved,11/04/2018,,,
HGY/2014/2345,Haringey,,Completed,All Other,Conversion of the existing HMO to create 4 self-contained flats with an associated basement excavation.,86,86,Muswell Hill Road,,N10 3JR,31/03/2017,15/05/2019,,,4,1,3,3,3,Approved,14/06/2016,,,
PP/16/02708,Kensington and Chelsea,,Completed,All Other,Demolition of property and erection of single family dwelling with basement under footprint of dwelling and three upper floors. Air conditioning unit to rear of site.,36A,36A,Halsey Street,,SW3 2PT,31/03/2017,31/03/2019,,,1,1,0,0,0,Approved,23/06/2016,,,
PP/15/07366,Kensington and Chelsea,,Completed,All Other,Demolition and replacement of buildings to provide 4 mews properties with additional lower ground and 2nd floor accommodation (as approved under reference PP/14/04941 dated 26/09/2014) with additional works to land at rear of 8 Cadogan Lane involving lowering part of open area to provide amenity space for 29 Cadogan Place and installation of windows on rear facade basement of 8 Cadogan Lane. Incor,8 to 14,8 to 14,Cadogan Lane,,SW1X 9DX,31/03/2017,31/03/2019,,,4,4,0,0,0,Approved,16/02/2016,,,
